id,name,entrez_id,description,aliases/
37,PIK3CA,5290,"PIK3CA is the most recurrently mutated gene in breast cancer, and has been found to important in a number of cancer types. An integral part of the PI3K pathway, PIK3CA has long been described as an oncogene, with two main hotspots for activating mutations, the 542/545 region of the helical domain, and the 1047 region of the kinase domain. PIK3CA, and its interaction with the AKT and mTOR pathways, is the subject of an immense amount of research and development, and PI3K inhibition has seen some limited success in recent clinical trials. While monotherapies seem to be limited in their potential, there is a recent interest in pursuing PI3K inhibition as part of a combination therapy regiment with inhibition partners including TKI's, MEK inhibitors, PARP inhibitors, and in breast cancer, aromatase inhibitors.",CWS5
38,PDGFRA,5156,"Commonly mutated in GI tract tumors, PDGFR family genes (mutually exclusive to KIT mutations) are a hallmark of gastrointestinal stromal tumors. Gene fusions involving the PDGFRA kinase domain are highly correlated with eosinophilia, and the WHO classifies myeloid and lymphoid neoplasms with these characteristics as a distinct disorder. Mutations in the 842 region of PDGFRA have been often found to confer resistance to the tyrosine kinase inhibitor, imatinib.",PDGFR-2
38,PDGFRA,5156,"Commonly mutated in GI tract tumors, PDGFR family genes (mutually exclusive to KIT mutations) are a hallmark of gastrointestinal stromal tumors. Gene fusions involving the PDGFRA kinase domain are highly correlated with eosinophilia, and the WHO classifies myeloid and lymphoid neoplasms with these characteristics as a distinct disorder. Mutations in the 842 region of PDGFRA have been often found to confer resistance to the tyrosine kinase inhibitor, imatinib.",PDGFRA
38,PDGFRA,5156,"Commonly mutated in GI tract tumors, PDGFR family genes (mutually exclusive to KIT mutations) are a hallmark of gastrointestinal stromal tumors. Gene fusions involving the PDGFRA kinase domain are highly correlated with eosinophilia, and the WHO classifies myeloid and lymphoid neoplasms with these characteristics as a distinct disorder. Mutations in the 842 region of PDGFRA have been often found to confer resistance to the tyrosine kinase inhibitor, imatinib.",CD140A
38,PDGFRA,5156,"Commonly mutated in GI tract tumors, PDGFR family genes (mutually exclusive to KIT mutations) are a hallmark of gastrointestinal stromal tumors. Gene fusions involving the PDGFRA kinase domain are highly correlated with eosinophilia, and the WHO classifies myeloid and lymphoid neoplasms with these characteristics as a distinct disorder. Mutations in the 842 region of PDGFRA have been often found to confer resistance to the tyrosine kinase inhibitor, imatinib.",PDGFR2
39,PML,5371,"The PML-RARA fusion is the result of a recurrent, balanced translocation between chromosomes 15 and 17, denoted as t(15;17)(q22;q12), and a diagnostic event in acute promyelocytic leukemia (APL). Both in vitro and in vivo studies have shown sensitivity to ATRA (all-trans retinoic acid) in APL patients harboring the PML-RARA fusion. Recent interest has been shown in combining ATRA and arsenic trioxide for treating these patients, and early results seem promising. Though point mutations in the B2 domain of PML may confer resistance to ATRA in these patients.",PML
39,PML,5371,"The PML-RARA fusion is the result of a recurrent, balanced translocation between chromosomes 15 and 17, denoted as t(15;17)(q22;q12), and a diagnostic event in acute promyelocytic leukemia (APL). Both in vitro and in vivo studies have shown sensitivity to ATRA (all-trans retinoic acid) in APL patients harboring the PML-RARA fusion. Recent interest has been shown in combining ATRA and arsenic trioxide for treating these patients, and early results seem promising. Though point mutations in the B2 domain of PML may confer resistance to ATRA in these patients.",PP8675
39,PML,5371,"The PML-RARA fusion is the result of a recurrent, balanced translocation between chromosomes 15 and 17, denoted as t(15;17)(q22;q12), and a diagnostic event in acute promyelocytic leukemia (APL). Both in vitro and in vivo studies have shown sensitivity to ATRA (all-trans retinoic acid) in APL patients harboring the PML-RARA fusion. Recent interest has been shown in combining ATRA and arsenic trioxide for treating these patients, and early results seem promising. Though point mutations in the B2 domain of PML may confer resistance to ATRA in these patients.",TRIM19
39,PML,5371,"The PML-RARA fusion is the result of a recurrent, balanced translocation between chromosomes 15 and 17, denoted as t(15;17)(q22;q12), and a diagnostic event in acute promyelocytic leukemia (APL). Both in vitro and in vivo studies have shown sensitivity to ATRA (all-trans retinoic acid) in APL patients harboring the PML-RARA fusion. Recent interest has been shown in combining ATRA and arsenic trioxide for treating these patients, and early results seem promising. Though point mutations in the B2 domain of PML may confer resistance to ATRA in these patients.",RNF71
39,PML,5371,"The PML-RARA fusion is the result of a recurrent, balanced translocation between chromosomes 15 and 17, denoted as t(15;17)(q22;q12), and a diagnostic event in acute promyelocytic leukemia (APL). Both in vitro and in vivo studies have shown sensitivity to ATRA (all-trans retinoic acid) in APL patients harboring the PML-RARA fusion. Recent interest has been shown in combining ATRA and arsenic trioxide for treating these patients, and early results seem promising. Though point mutations in the B2 domain of PML may confer resistance to ATRA in these patients.",MYL
41,PTEN,5728,"PTEN is a multi-functional tumor suppressor that is very commonly lost in human cancer. Observed in prostate cancer, glioblastoma, endometrial, lung and breast cancer to varying degrees. Up to 70% of prostate cancer patients have been observed to have loss of expression of the gene. It is a part of the PI3K/AKT/mTOR pathway and mTOR inhibitors have been relatively ineffective in treating patients with PTEN loss. New appoaches using microRNAs are currently being investigated.",MHAM
41,PTEN,5728,"PTEN is a multi-functional tumor suppressor that is very commonly lost in human cancer. Observed in prostate cancer, glioblastoma, endometrial, lung and breast cancer to varying degrees. Up to 70% of prostate cancer patients have been observed to have loss of expression of the gene. It is a part of the PI3K/AKT/mTOR pathway and mTOR inhibitors have been relatively ineffective in treating patients with PTEN loss. New appoaches using microRNAs are currently being investigated.",PTENbeta
41,PTEN,5728,"PTEN is a multi-functional tumor suppressor that is very commonly lost in human cancer. Observed in prostate cancer, glioblastoma, endometrial, lung and breast cancer to varying degrees. Up to 70% of prostate cancer patients have been observed to have loss of expression of the gene. It is a part of the PI3K/AKT/mTOR pathway and mTOR inhibitors have been relatively ineffective in treating patients with PTEN loss. New appoaches using microRNAs are currently being investigated.",PTEN1
41,PTEN,5728,"PTEN is a multi-functional tumor suppressor that is very commonly lost in human cancer. Observed in prostate cancer, glioblastoma, endometrial, lung and breast cancer to varying degrees. Up to 70% of prostate cancer patients have been observed to have loss of expression of the gene. It is a part of the PI3K/AKT/mTOR pathway and mTOR inhibitors have been relatively ineffective in treating patients with PTEN loss. New appoaches using microRNAs are currently being investigated.",PTEN
41,PTEN,5728,"PTEN is a multi-functional tumor suppressor that is very commonly lost in human cancer. Observed in prostate cancer, glioblastoma, endometrial, lung and breast cancer to varying degrees. Up to 70% of prostate cancer patients have been observed to have loss of expression of the gene. It is a part of the PI3K/AKT/mTOR pathway and mTOR inhibitors have been relatively ineffective in treating patients with PTEN loss. New appoaches using microRNAs are currently being investigated.",TEP1
41,PTEN,5728,"PTEN is a multi-functional tumor suppressor that is very commonly lost in human cancer. Observed in prostate cancer, glioblastoma, endometrial, lung and breast cancer to varying degrees. Up to 70% of prostate cancer patients have been observed to have loss of expression of the gene. It is a part of the PI3K/AKT/mTOR pathway and mTOR inhibitors have been relatively ineffective in treating patients with PTEN loss. New appoaches using microRNAs are currently being investigated.",DEC
41,PTEN,5728,"PTEN is a multi-functional tumor suppressor that is very commonly lost in human cancer. Observed in prostate cancer, glioblastoma, endometrial, lung and breast cancer to varying degrees. Up to 70% of prostate cancer patients have been observed to have loss of expression of the gene. It is a part of the PI3K/AKT/mTOR pathway and mTOR inhibitors have been relatively ineffective in treating patients with PTEN loss. New appoaches using microRNAs are currently being investigated.",MMAC1
41,PTEN,5728,"PTEN is a multi-functional tumor suppressor that is very commonly lost in human cancer. Observed in prostate cancer, glioblastoma, endometrial, lung and breast cancer to varying degrees. Up to 70% of prostate cancer patients have been observed to have loss of expression of the gene. It is a part of the PI3K/AKT/mTOR pathway and mTOR inhibitors have been relatively ineffective in treating patients with PTEN loss. New appoaches using microRNAs are currently being investigated.",BZS
41,PTEN,5728,"PTEN is a multi-functional tumor suppressor that is very commonly lost in human cancer. Observed in prostate cancer, glioblastoma, endometrial, lung and breast cancer to varying degrees. Up to 70% of prostate cancer patients have been observed to have loss of expression of the gene. It is a part of the PI3K/AKT/mTOR pathway and mTOR inhibitors have been relatively ineffective in treating patients with PTEN loss. New appoaches using microRNAs are currently being investigated.",GLM2
41,PTEN,5728,"PTEN is a multi-functional tumor suppressor that is very commonly lost in human cancer. Observed in prostate cancer, glioblastoma, endometrial, lung and breast cancer to varying degrees. Up to 70% of prostate cancer patients have been observed to have loss of expression of the gene. It is a part of the PI3K/AKT/mTOR pathway and mTOR inhibitors have been relatively ineffective in treating patients with PTEN loss. New appoaches using microRNAs are currently being investigated.",10q23del
41,PTEN,5728,"PTEN is a multi-functional tumor suppressor that is very commonly lost in human cancer. Observed in prostate cancer, glioblastoma, endometrial, lung and breast cancer to varying degrees. Up to 70% of prostate cancer patients have been observed to have loss of expression of the gene. It is a part of the PI3K/AKT/mTOR pathway and mTOR inhibitors have been relatively ineffective in treating patients with PTEN loss. New appoaches using microRNAs are currently being investigated.",CWS1
42,RET,5979,"RET mutations and the RET fusion RET-PTC lead to activation of this tyrosine kinase receptor and are associated with thyroid cancers. RET point mutations are the most common mutations identified in medullary thyroid cancer (MTC) with germline and somatic mutations in RET associated with hereditary and sporadic forms, respectively. The most common somatic form mutation is M918T (exon 16) and a variety of other mutations effecting exons 10, 11 and 15 have been described. The prognostic significance of these mutations have been hotly debated in the field, however, data suggests that some RET mutation may confer drug resistence. No RET-specific agents are currently clinically available but several promiscuous kinase inhibitors that target RET, among others, have been approved for MTC treatment.",CDHR16
42,RET,5979,"RET mutations and the RET fusion RET-PTC lead to activation of this tyrosine kinase receptor and are associated with thyroid cancers. RET point mutations are the most common mutations identified in medullary thyroid cancer (MTC) with germline and somatic mutations in RET associated with hereditary and sporadic forms, respectively. The most common somatic form mutation is M918T (exon 16) and a variety of other mutations effecting exons 10, 11 and 15 have been described. The prognostic significance of these mutations have been hotly debated in the field, however, data suggests that some RET mutation may confer drug resistence. No RET-specific agents are currently clinically available but several promiscuous kinase inhibitors that target RET, among others, have been approved for MTC treatment.",PTC
42,RET,5979,"RET mutations and the RET fusion RET-PTC lead to activation of this tyrosine kinase receptor and are associated with thyroid cancers. RET point mutations are the most common mutations identified in medullary thyroid cancer (MTC) with germline and somatic mutations in RET associated with hereditary and sporadic forms, respectively. The most common somatic form mutation is M918T (exon 16) and a variety of other mutations effecting exons 10, 11 and 15 have been described. The prognostic significance of these mutations have been hotly debated in the field, however, data suggests that some RET mutation may confer drug resistence. No RET-specific agents are currently clinically available but several promiscuous kinase inhibitors that target RET, among others, have been approved for MTC treatment.",RET51
42,RET,5979,"RET mutations and the RET fusion RET-PTC lead to activation of this tyrosine kinase receptor and are associated with thyroid cancers. RET point mutations are the most common mutations identified in medullary thyroid cancer (MTC) with germline and somatic mutations in RET associated with hereditary and sporadic forms, respectively. The most common somatic form mutation is M918T (exon 16) and a variety of other mutations effecting exons 10, 11 and 15 have been described. The prognostic significance of these mutations have been hotly debated in the field, however, data suggests that some RET mutation may confer drug resistence. No RET-specific agents are currently clinically available but several promiscuous kinase inhibitors that target RET, among others, have been approved for MTC treatment.",MEN2A
42,RET,5979,"RET mutations and the RET fusion RET-PTC lead to activation of this tyrosine kinase receptor and are associated with thyroid cancers. RET point mutations are the most common mutations identified in medullary thyroid cancer (MTC) with germline and somatic mutations in RET associated with hereditary and sporadic forms, respectively. The most common somatic form mutation is M918T (exon 16) and a variety of other mutations effecting exons 10, 11 and 15 have been described. The prognostic significance of these mutations have been hotly debated in the field, however, data suggests that some RET mutation may confer drug resistence. No RET-specific agents are currently clinically available but several promiscuous kinase inhibitors that target RET, among others, have been approved for MTC treatment.",RET
42,RET,5979,"RET mutations and the RET fusion RET-PTC lead to activation of this tyrosine kinase receptor and are associated with thyroid cancers. RET point mutations are the most common mutations identified in medullary thyroid cancer (MTC) with germline and somatic mutations in RET associated with hereditary and sporadic forms, respectively. The most common somatic form mutation is M918T (exon 16) and a variety of other mutations effecting exons 10, 11 and 15 have been described. The prognostic significance of these mutations have been hotly debated in the field, however, data suggests that some RET mutation may confer drug resistence. No RET-specific agents are currently clinically available but several promiscuous kinase inhibitors that target RET, among others, have been approved for MTC treatment.",RET-ELE1
42,RET,5979,"RET mutations and the RET fusion RET-PTC lead to activation of this tyrosine kinase receptor and are associated with thyroid cancers. RET point mutations are the most common mutations identified in medullary thyroid cancer (MTC) with germline and somatic mutations in RET associated with hereditary and sporadic forms, respectively. The most common somatic form mutation is M918T (exon 16) and a variety of other mutations effecting exons 10, 11 and 15 have been described. The prognostic significance of these mutations have been hotly debated in the field, however, data suggests that some RET mutation may confer drug resistence. No RET-specific agents are currently clinically available but several promiscuous kinase inhibitors that target RET, among others, have been approved for MTC treatment.",MTC1
42,RET,5979,"RET mutations and the RET fusion RET-PTC lead to activation of this tyrosine kinase receptor and are associated with thyroid cancers. RET point mutations are the most common mutations identified in medullary thyroid cancer (MTC) with germline and somatic mutations in RET associated with hereditary and sporadic forms, respectively. The most common somatic form mutation is M918T (exon 16) and a variety of other mutations effecting exons 10, 11 and 15 have been described. The prognostic significance of these mutations have been hotly debated in the field, however, data suggests that some RET mutation may confer drug resistence. No RET-specific agents are currently clinically available but several promiscuous kinase inhibitors that target RET, among others, have been approved for MTC treatment.",CDHF12
42,RET,5979,"RET mutations and the RET fusion RET-PTC lead to activation of this tyrosine kinase receptor and are associated with thyroid cancers. RET point mutations are the most common mutations identified in medullary thyroid cancer (MTC) with germline and somatic mutations in RET associated with hereditary and sporadic forms, respectively. The most common somatic form mutation is M918T (exon 16) and a variety of other mutations effecting exons 10, 11 and 15 have been described. The prognostic significance of these mutations have been hotly debated in the field, however, data suggests that some RET mutation may confer drug resistence. No RET-specific agents are currently clinically available but several promiscuous kinase inhibitors that target RET, among others, have been approved for MTC treatment.",HSCR1
42,RET,5979,"RET mutations and the RET fusion RET-PTC lead to activation of this tyrosine kinase receptor and are associated with thyroid cancers. RET point mutations are the most common mutations identified in medullary thyroid cancer (MTC) with germline and somatic mutations in RET associated with hereditary and sporadic forms, respectively. The most common somatic form mutation is M918T (exon 16) and a variety of other mutations effecting exons 10, 11 and 15 have been described. The prognostic significance of these mutations have been hotly debated in the field, however, data suggests that some RET mutation may confer drug resistence. No RET-specific agents are currently clinically available but several promiscuous kinase inhibitors that target RET, among others, have been approved for MTC treatment.",MEN2B
43,RUNX1,861,RUNX1 is a transcription factor that forms a complex with the cofactor CBFB. This complex provides stability to the RUNX1 protein which is involved in the generation of hematopoietic stem cells and for their differentiation into myeloid and lymphoid lines.  Loss of RUNX1 function has been shown to impair differentiation between myeloid and lymphoid lines often resulting in the development of leukemia.,CBF2alpha
43,RUNX1,861,RUNX1 is a transcription factor that forms a complex with the cofactor CBFB. This complex provides stability to the RUNX1 protein which is involved in the generation of hematopoietic stem cells and for their differentiation into myeloid and lymphoid lines.  Loss of RUNX1 function has been shown to impair differentiation between myeloid and lymphoid lines often resulting in the development of leukemia.,AML1-EVI-1
43,RUNX1,861,RUNX1 is a transcription factor that forms a complex with the cofactor CBFB. This complex provides stability to the RUNX1 protein which is involved in the generation of hematopoietic stem cells and for their differentiation into myeloid and lymphoid lines.  Loss of RUNX1 function has been shown to impair differentiation between myeloid and lymphoid lines often resulting in the development of leukemia.,PEBP2aB
43,RUNX1,861,RUNX1 is a transcription factor that forms a complex with the cofactor CBFB. This complex provides stability to the RUNX1 protein which is involved in the generation of hematopoietic stem cells and for their differentiation into myeloid and lymphoid lines.  Loss of RUNX1 function has been shown to impair differentiation between myeloid and lymphoid lines often resulting in the development of leukemia.,AML1
43,RUNX1,861,RUNX1 is a transcription factor that forms a complex with the cofactor CBFB. This complex provides stability to the RUNX1 protein which is involved in the generation of hematopoietic stem cells and for their differentiation into myeloid and lymphoid lines.  Loss of RUNX1 function has been shown to impair differentiation between myeloid and lymphoid lines often resulting in the development of leukemia.,RUNX1
43,RUNX1,861,RUNX1 is a transcription factor that forms a complex with the cofactor CBFB. This complex provides stability to the RUNX1 protein which is involved in the generation of hematopoietic stem cells and for their differentiation into myeloid and lymphoid lines.  Loss of RUNX1 function has been shown to impair differentiation between myeloid and lymphoid lines often resulting in the development of leukemia.,PEBP2alpha
43,RUNX1,861,RUNX1 is a transcription factor that forms a complex with the cofactor CBFB. This complex provides stability to the RUNX1 protein which is involved in the generation of hematopoietic stem cells and for their differentiation into myeloid and lymphoid lines.  Loss of RUNX1 function has been shown to impair differentiation between myeloid and lymphoid lines often resulting in the development of leukemia.,CBFA2
43,RUNX1,861,RUNX1 is a transcription factor that forms a complex with the cofactor CBFB. This complex provides stability to the RUNX1 protein which is involved in the generation of hematopoietic stem cells and for their differentiation into myeloid and lymphoid lines.  Loss of RUNX1 function has been shown to impair differentiation between myeloid and lymphoid lines often resulting in the development of leukemia.,AMLCR1
43,RUNX1,861,RUNX1 is a transcription factor that forms a complex with the cofactor CBFB. This complex provides stability to the RUNX1 protein which is involved in the generation of hematopoietic stem cells and for their differentiation into myeloid and lymphoid lines.  Loss of RUNX1 function has been shown to impair differentiation between myeloid and lymphoid lines often resulting in the development of leukemia.,EVI-1
44,SF3B1,23451,"SF3B1 mutations have been described in several myeloid malignancies, predominantly myelodysplastic syndromes (MDS), as well as other hematologic malignancies, breast cancer, and uveal melanoma (UM). SF3B1 is one of several genes involved in RNA splicing that has been identified as recurrently mutated in MDS and other malignanices. The mutations affecting SF3B1 are typically heterozygous, point mutations suspected to be functionally deleterious with R625 and K700E described as a major mutation hotspots. MDS patients with SF3B1 mutations have been reported to have better overall and event-free survival than their wildtype counterparts. Additionally, these mutations are highly associated with subtypes of MDS characterized by ringed sideroblasts (refractory anemia with ringed sideroblasts and refractory cytopenia with multilineage dysplasia and ring sideroblasts). In UM patients, SF3B1 mutations have been reported to be associated with chromosome 3 disomy, which defines a subgroup with low risk of metastasis.",SF3b155
44,SF3B1,23451,"SF3B1 mutations have been described in several myeloid malignancies, predominantly myelodysplastic syndromes (MDS), as well as other hematologic malignancies, breast cancer, and uveal melanoma (UM). SF3B1 is one of several genes involved in RNA splicing that has been identified as recurrently mutated in MDS and other malignanices. The mutations affecting SF3B1 are typically heterozygous, point mutations suspected to be functionally deleterious with R625 and K700E described as a major mutation hotspots. MDS patients with SF3B1 mutations have been reported to have better overall and event-free survival than their wildtype counterparts. Additionally, these mutations are highly associated with subtypes of MDS characterized by ringed sideroblasts (refractory anemia with ringed sideroblasts and refractory cytopenia with multilineage dysplasia and ring sideroblasts). In UM patients, SF3B1 mutations have been reported to be associated with chromosome 3 disomy, which defines a subgroup with low risk of metastasis.",SF3B1
44,SF3B1,23451,"SF3B1 mutations have been described in several myeloid malignancies, predominantly myelodysplastic syndromes (MDS), as well as other hematologic malignancies, breast cancer, and uveal melanoma (UM). SF3B1 is one of several genes involved in RNA splicing that has been identified as recurrently mutated in MDS and other malignanices. The mutations affecting SF3B1 are typically heterozygous, point mutations suspected to be functionally deleterious with R625 and K700E described as a major mutation hotspots. MDS patients with SF3B1 mutations have been reported to have better overall and event-free survival than their wildtype counterparts. Additionally, these mutations are highly associated with subtypes of MDS characterized by ringed sideroblasts (refractory anemia with ringed sideroblasts and refractory cytopenia with multilineage dysplasia and ring sideroblasts). In UM patients, SF3B1 mutations have been reported to be associated with chromosome 3 disomy, which defines a subgroup with low risk of metastasis.",SAP155
44,SF3B1,23451,"SF3B1 mutations have been described in several myeloid malignancies, predominantly myelodysplastic syndromes (MDS), as well as other hematologic malignancies, breast cancer, and uveal melanoma (UM). SF3B1 is one of several genes involved in RNA splicing that has been identified as recurrently mutated in MDS and other malignanices. The mutations affecting SF3B1 are typically heterozygous, point mutations suspected to be functionally deleterious with R625 and K700E described as a major mutation hotspots. MDS patients with SF3B1 mutations have been reported to have better overall and event-free survival than their wildtype counterparts. Additionally, these mutations are highly associated with subtypes of MDS characterized by ringed sideroblasts (refractory anemia with ringed sideroblasts and refractory cytopenia with multilineage dysplasia and ring sideroblasts). In UM patients, SF3B1 mutations have been reported to be associated with chromosome 3 disomy, which defines a subgroup with low risk of metastasis.",Hsh155
44,SF3B1,23451,"SF3B1 mutations have been described in several myeloid malignancies, predominantly myelodysplastic syndromes (MDS), as well as other hematologic malignancies, breast cancer, and uveal melanoma (UM). SF3B1 is one of several genes involved in RNA splicing that has been identified as recurrently mutated in MDS and other malignanices. The mutations affecting SF3B1 are typically heterozygous, point mutations suspected to be functionally deleterious with R625 and K700E described as a major mutation hotspots. MDS patients with SF3B1 mutations have been reported to have better overall and event-free survival than their wildtype counterparts. Additionally, these mutations are highly associated with subtypes of MDS characterized by ringed sideroblasts (refractory anemia with ringed sideroblasts and refractory cytopenia with multilineage dysplasia and ring sideroblasts). In UM patients, SF3B1 mutations have been reported to be associated with chromosome 3 disomy, which defines a subgroup with low risk of metastasis.",PRPF10
44,SF3B1,23451,"SF3B1 mutations have been described in several myeloid malignancies, predominantly myelodysplastic syndromes (MDS), as well as other hematologic malignancies, breast cancer, and uveal melanoma (UM). SF3B1 is one of several genes involved in RNA splicing that has been identified as recurrently mutated in MDS and other malignanices. The mutations affecting SF3B1 are typically heterozygous, point mutations suspected to be functionally deleterious with R625 and K700E described as a major mutation hotspots. MDS patients with SF3B1 mutations have been reported to have better overall and event-free survival than their wildtype counterparts. Additionally, these mutations are highly associated with subtypes of MDS characterized by ringed sideroblasts (refractory anemia with ringed sideroblasts and refractory cytopenia with multilineage dysplasia and ring sideroblasts). In UM patients, SF3B1 mutations have been reported to be associated with chromosome 3 disomy, which defines a subgroup with low risk of metastasis.",MDS
44,SF3B1,23451,"SF3B1 mutations have been described in several myeloid malignancies, predominantly myelodysplastic syndromes (MDS), as well as other hematologic malignancies, breast cancer, and uveal melanoma (UM). SF3B1 is one of several genes involved in RNA splicing that has been identified as recurrently mutated in MDS and other malignanices. The mutations affecting SF3B1 are typically heterozygous, point mutations suspected to be functionally deleterious with R625 and K700E described as a major mutation hotspots. MDS patients with SF3B1 mutations have been reported to have better overall and event-free survival than their wildtype counterparts. Additionally, these mutations are highly associated with subtypes of MDS characterized by ringed sideroblasts (refractory anemia with ringed sideroblasts and refractory cytopenia with multilineage dysplasia and ring sideroblasts). In UM patients, SF3B1 mutations have been reported to be associated with chromosome 3 disomy, which defines a subgroup with low risk of metastasis.",PRP10
45,TP53,7157,"TP53 mutations are universal across cancer types. The loss of a tumor suppressor is most often through large deleterious events, such as frameshift mutations, or premature stop codons. In TP53 however, many of the observed mutations in cancer are found to be single nucleotide missense variants. These variants are broadly distributed throughout the gene, but with the majority localizing in the DNA binding domain. There is no single hotspot in the DNA binding domain, but a majority of mutations occur in amino acid positions 175, 245, 248, 273, and 282 (NM_000546) (Olivier et al., 2010). While a large proportion of cancer genomics research is focused on somatic variants, TP53 is also of note in the germline. Germline TP53 mutations are the hallmark of Li-Fraumeni syndrome, and many (both germline and somatic) variants have been found to have a prognostic impact on patient outcomes. The significance of many polymorphisms for susceptibility and prognosis of disease is still very much up for debate.",LFS1
45,TP53,7157,"TP53 mutations are universal across cancer types. The loss of a tumor suppressor is most often through large deleterious events, such as frameshift mutations, or premature stop codons. In TP53 however, many of the observed mutations in cancer are found to be single nucleotide missense variants. These variants are broadly distributed throughout the gene, but with the majority localizing in the DNA binding domain. There is no single hotspot in the DNA binding domain, but a majority of mutations occur in amino acid positions 175, 245, 248, 273, and 282 (NM_000546) (Olivier et al., 2010). While a large proportion of cancer genomics research is focused on somatic variants, TP53 is also of note in the germline. Germline TP53 mutations are the hallmark of Li-Fraumeni syndrome, and many (both germline and somatic) variants have been found to have a prognostic impact on patient outcomes. The significance of many polymorphisms for susceptibility and prognosis of disease is still very much up for debate.",TRP53
45,TP53,7157,"TP53 mutations are universal across cancer types. The loss of a tumor suppressor is most often through large deleterious events, such as frameshift mutations, or premature stop codons. In TP53 however, many of the observed mutations in cancer are found to be single nucleotide missense variants. These variants are broadly distributed throughout the gene, but with the majority localizing in the DNA binding domain. There is no single hotspot in the DNA binding domain, but a majority of mutations occur in amino acid positions 175, 245, 248, 273, and 282 (NM_000546) (Olivier et al., 2010). While a large proportion of cancer genomics research is focused on somatic variants, TP53 is also of note in the germline. Germline TP53 mutations are the hallmark of Li-Fraumeni syndrome, and many (both germline and somatic) variants have been found to have a prognostic impact on patient outcomes. The significance of many polymorphisms for susceptibility and prognosis of disease is still very much up for debate.",BCC7
45,TP53,7157,"TP53 mutations are universal across cancer types. The loss of a tumor suppressor is most often through large deleterious events, such as frameshift mutations, or premature stop codons. In TP53 however, many of the observed mutations in cancer are found to be single nucleotide missense variants. These variants are broadly distributed throughout the gene, but with the majority localizing in the DNA binding domain. There is no single hotspot in the DNA binding domain, but a majority of mutations occur in amino acid positions 175, 245, 248, 273, and 282 (NM_000546) (Olivier et al., 2010). While a large proportion of cancer genomics research is focused on somatic variants, TP53 is also of note in the germline. Germline TP53 mutations are the hallmark of Li-Fraumeni syndrome, and many (both germline and somatic) variants have been found to have a prognostic impact on patient outcomes. The significance of many polymorphisms for susceptibility and prognosis of disease is still very much up for debate.",TP53
45,TP53,7157,"TP53 mutations are universal across cancer types. The loss of a tumor suppressor is most often through large deleterious events, such as frameshift mutations, or premature stop codons. In TP53 however, many of the observed mutations in cancer are found to be single nucleotide missense variants. These variants are broadly distributed throughout the gene, but with the majority localizing in the DNA binding domain. There is no single hotspot in the DNA binding domain, but a majority of mutations occur in amino acid positions 175, 245, 248, 273, and 282 (NM_000546) (Olivier et al., 2010). While a large proportion of cancer genomics research is focused on somatic variants, TP53 is also of note in the germline. Germline TP53 mutations are the hallmark of Li-Fraumeni syndrome, and many (both germline and somatic) variants have been found to have a prognostic impact on patient outcomes. The significance of many polymorphisms for susceptibility and prognosis of disease is still very much up for debate.",P53
46,TSC1,7248,NA,TSC1
46,TSC1,7248,NA,LAM
46,TSC1,7248,NA,TSC
47,TSC2,7249,NA,TSC2
47,TSC2,7249,NA,TSC4
47,TSC2,7249,NA,PPP1R160
47,TSC2,7249,NA,LAM
48,U2AF1,7307,"U2AF1 is one of several spliceosome complex genes frequently mutated in a variety of hematologic malignancies, particularly de novo myelodysplastic syndromes (MDS), as well as solid tumors such as lung and pancreatic cancers. Two hotspot mutations (S34 and Q157) occur within the two zinc-finger domains of the U2AF1 protein. These mutations have been associated with altered splicing patterns in vitro and in vivo. U2AF1 mutations in MDS have been associated with an increased risk of transformation to secondary acute myeloid leukemia, however, the impact of these mutations on overall survival has been an area of debate.",FP793
48,U2AF1,7307,"U2AF1 is one of several spliceosome complex genes frequently mutated in a variety of hematologic malignancies, particularly de novo myelodysplastic syndromes (MDS), as well as solid tumors such as lung and pancreatic cancers. Two hotspot mutations (S34 and Q157) occur within the two zinc-finger domains of the U2AF1 protein. These mutations have been associated with altered splicing patterns in vitro and in vivo. U2AF1 mutations in MDS have been associated with an increased risk of transformation to secondary acute myeloid leukemia, however, the impact of these mutations on overall survival has been an area of debate.",RNU2AF1
48,U2AF1,7307,"U2AF1 is one of several spliceosome complex genes frequently mutated in a variety of hematologic malignancies, particularly de novo myelodysplastic syndromes (MDS), as well as solid tumors such as lung and pancreatic cancers. Two hotspot mutations (S34 and Q157) occur within the two zinc-finger domains of the U2AF1 protein. These mutations have been associated with altered splicing patterns in vitro and in vivo. U2AF1 mutations in MDS have been associated with an increased risk of transformation to secondary acute myeloid leukemia, however, the impact of these mutations on overall survival has been an area of debate.",RN
48,U2AF1,7307,"U2AF1 is one of several spliceosome complex genes frequently mutated in a variety of hematologic malignancies, particularly de novo myelodysplastic syndromes (MDS), as well as solid tumors such as lung and pancreatic cancers. Two hotspot mutations (S34 and Q157) occur within the two zinc-finger domains of the U2AF1 protein. These mutations have been associated with altered splicing patterns in vitro and in vivo. U2AF1 mutations in MDS have been associated with an increased risk of transformation to secondary acute myeloid leukemia, however, the impact of these mutations on overall survival has been an area of debate.",U2AF1
