,nctId,phase,recruitment,therapies,title,Drug_id
64,NCT02077959,Phase Ib/II,"Active, not recruiting","[{'id': 3357, 'therapyName': 'lenalidomide + Pidilizumab'}]",Lenalidomide and Pidilizumab in Treating Patients With Relapsed or Refractory Multiple Myeloma,7212
65,NCT02281279,Phase Ib/II,Withdrawn,"[{'id': 2349, 'therapyName': 'Lenalidomide + Rituximab + Romidepsin '}]","Rituximab, Romidepsin, and Lenalidomide in Treating Patients With Recurrent or Refractory B-cell Non-Hodgkin Lymphoma",7212
66,NCT02086552,Phase II,Recruiting,"[{'id': 4445, 'therapyName': 'lenalidomide + Sonidegib'}]",Sonidegib and Lenalidomide After Stem Cell Transplant in Treating Patients With Multiple Myeloma,7212
67,NCT02954406,Phase I,Recruiting,"[{'id': 5150, 'therapyName': 'Lenalidomide + TAK-659'}, {'id': 5149, 'therapyName': 'Ibrutinib + TAK-659'}, {'id': 5148, 'therapyName': 'Gemcitabine + TAK-659'}, {'id': 5147, 'therapyName': 'Bendamustine + Rituximab + TAK-659'}, {'id': 5146, 'therapyName': 'Bendamustine + TAK-659'}]","A Study of TAK-659 in Combination With Bendamustine (+/-Rituximab), Gemcitabine, Lenalidomide, or Ibrutinib for the Treatment of Participants With Advanced Non-Hodgkin Lymphoma",7212
68,NCT03050450,Phase I,Recruiting,"[{'id': 5337, 'therapyName': 'Lenalidomide + Vorinostat'}]",Study of Lenalidomide With Vorinostat in Pediatric Patients With High Grade or Progressive CNS Tumors,7212
69,NCT03003520,Phase II,Recruiting,"[{'id': 5350, 'therapyName': 'MEDI4736 + R2-CHOP'}, {'id': 5349, 'therapyName': 'MEDI4736 + Rituximab + Doxorubicin + Vincristine + Cyclophosphamide + Prednisone'}]",A Study of Durvalumab in Combination With R-CHOP or Lenalidomide Plus R-CHOP in Previously Untreated High-Risk Diffuse Large B-Cell Lymphoma,7212
70,NCT03110822,Phase I,Recruiting,"[{'id': 5550, 'therapyName': 'Methylprednisolone + Lenalidomide + Ruxolitinib'}]","A Phase 1 Study of Ruxolitinib, Steroids and Lenalidomide for Relapsed/Refractory Multiple Myeloma (RRMM) Patients",7212
71,NCT02903381,Phase II,Recruiting,"[{'id': 5128, 'therapyName': 'Nivolumab + Lenalidomide + Dexamethasone'}]",Nivolumab + Lenalidomide + Dexamethasone In SMM,7212
72,NCT02886065,Phase I,Recruiting,"[{'id': 1356, 'therapyName': 'Durvalumab'}, {'id': 5082, 'therapyName': 'PVX-410 + MEDI4736'}, {'id': 5081, 'therapyName': 'PVX-410 + MEDI4736 + lenalidomide'}]","A Phase 1b Study of PVX-410, a Multi-Peptide Cancer Vaccine, and Durvalumab (Anti-PDL1) With and Without Lenalidomide for Patients With Smoldering Multiple Myeloma",7212
73,NCT02200848,Phase I,Terminated,"[{'id': 1610, 'therapyName': 'Rituximab + Lenalidomide + Ibrutinib'}]","Phase I Study of Lenalidomide, Rituximab and Ibrutinib in Relapsed/Refractory CLL",7212
74,NCT03232307,Phase II,Not yet recruiting,"[{'id': 1610, 'therapyName': 'Rituximab + Lenalidomide + Ibrutinib'}]",Ibrutinib Plus Rituximab and Lenalidomide in Elderly Patients With Newly Diagnosed Mantle Cell Lymphoma (MCL),7212
75,NCT02532257,Phase II,Recruiting,"[{'id': 1610, 'therapyName': 'Rituximab + Lenalidomide + Ibrutinib'}]",Study of Ibrutinib in Combination With Rituximab and Lenalidomide,7212
76,NCT02446236,Phase I,Recruiting,"[{'id': 1610, 'therapyName': 'Rituximab + Lenalidomide + Ibrutinib'}]","Dose Finding Study of Bruton's Tyrosine Kinase (BTK) Inhibitor, Ibrutinib (PCI-32765) Plus Lenalidomide / Rituximab in Relapsed or Refractory Mantle Cell Lymphoma (MCL)",7212
77,NCT02077166,Phase Ib/II,Recruiting,"[{'id': 1610, 'therapyName': 'Rituximab + Lenalidomide + Ibrutinib'}]",Ibrutinib in Combination With Lenalidomide and Rituximab in Participants With Relapsed or Refractory Diffuse Large B-Cell Lymphoma,7212
78,NCT02636322,Phase II,Recruiting,"[{'id': 2482, 'therapyName': 'Cyclophosphamide + Doxorubicin + Etoposide + Vincristine '}, {'id': 1610, 'therapyName': 'Rituximab + Lenalidomide + Ibrutinib'}, {'id': 2188, 'therapyName': 'Prednisone'}]","A Study of Rituximab, Lenalidomide, and Ibrutinib Combined With Dose Adjusted Chemotherapy For Patients With High Risk Diffuse Large B-Cell Lymphoma",7212
79,NCT02160015,Phase I,"Active, not recruiting","[{'id': 1610, 'therapyName': 'Rituximab + Lenalidomide + Ibrutinib'}]","Lenalidomide, Ibrutinib, and Rituximab in Treating Patients With Relapsed or Refractory Chronic Lymphocytic Leukemia or Small Lymphocytic Lymphoma",7212
80,NCT01076543,Phase Ib/II,"Active, not recruiting","[{'id': 2280, 'therapyName': 'Temsirolimus + Lenalidomide'}]",Lenalidomide and Temsirolimus in Treating Patients With Relapsed or Refractory Hodgkin Lymphoma or Non-Hodgkin Lymphoma,7212
0,NCT02935309,Phase I,Recruiting,"[{'id': 4779, 'therapyName': 'Capecitabine + Lenvatinib'}]",Phase I Study of Capecitabine and Lenvatinib With External Radiation in Rectal Adenocarcinoma,6934
1,NCT02915172,Phase I,Withdrawn,"[{'id': 4779, 'therapyName': 'Capecitabine + Lenvatinib'}]",Lenvatinib and Capecitabine in Patients With Advanced Malignancies,6934
2,NCT02640508,Phase II,Recruiting,"[{'id': 3352, 'therapyName': 'Eribulin + Lenvatinib'}]",Eribulin and Lenvatinib in Advanced Solid Tumors,6934
3,NCT02811861,Phase III,Recruiting,"[{'id': 1713, 'therapyName': 'Everolimus + Lenvatinib'}, {'id': 930, 'therapyName': 'Sunitinib'}, {'id': 4782, 'therapyName': 'Lenvatinib + Pembrolizumab'}]",Lenvatinib/Everolimus or Lenvatinib/Pembrolizumab Versus Sunitinib Alone as Treatment of Advanced Renal Cell Carcinoma,6934
4,NCT03173560,Phase II,Recruiting,"[{'id': 1713, 'therapyName': 'Everolimus + Lenvatinib'}]",Trial to Assess Safety and Efficacy of Lenvatinib in Combination With Everolimus in Participants With Renal Cell Carcinoma,6934
5,NCT03245151,Phase Ib/II,Not yet recruiting,"[{'id': 1713, 'therapyName': 'Everolimus + Lenvatinib'}]","Study of Lenvatinib in Combination With Everolimus in Recurrent and Refractory Pediatric Solid Tumors, Including Central Nervous System Tumors",6934
6,NCT02915783,Phase II,Recruiting,"[{'id': 1713, 'therapyName': 'Everolimus + Lenvatinib'}]",A Phase 2 Trial to Evaluate Efficacy and Safety of Lenvatinib in Combination With Everolimus in Subjects With Unresectable Advanced or Metastatic Non Clear Cell Renal Cell Carcinoma (nccRCC) Who Have Not Received Any Chemotherapy for Advanced Disease,6934
7,NCT03139747,Phase II,Recruiting,"[{'id': 1713, 'therapyName': 'Everolimus + Lenvatinib'}]",UPCC 36315 A Phase II Study Of Everolimus (RAD001) And Lenvatinib (E7080) In Patients With Metastatic Differentiated Thyroid Cancer Who Have Progressed on Lenvatinib Alone,6934
8,NCT02846766,Phase II,Not yet recruiting,"[{'id': 792, 'therapyName': 'Lenvatinib'}]",Study of Lenvatinib in Patients With Advanced Cancer and Aberrations in FGF/FGFR Signaling,6934
9,NCT02780310,Phase II,"Active, not recruiting","[{'id': 792, 'therapyName': 'Lenvatinib'}]",Testing Lenvatinib in Patients With Adenoid Cystic Carcinoma,6934
10,NCT01433991,Phase Ib/II,"Active, not recruiting","[{'id': 1019, 'therapyName': 'Golvatinib'}, {'id': 792, 'therapyName': 'Lenvatinib'}]",E7050 in Combination With E7080 in Subjects With Advanced Solid Tumors (Dose Escalation) and in Subjects With Recurrent Glioblastoma or Unresectable Stage III or Stage IV Melanoma After Prior Systemic Therapy (Expansion Cohort and Phase 2),6934
11,NCT02501096,Phase Ib/II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 792, 'therapyName': 'Lenvatinib'}]",Phase 1b/2 Trial of Lenvatinib (E7080) Plus Pembrolizumab in Subjects With Selected Solid Tumors,6934
12,NCT01877083,Phase II,"Active, not recruiting","[{'id': 792, 'therapyName': 'Lenvatinib'}]",Study of the Safety and Activity of Lenvatinib (E7080) in Subjects With KIF5B-RET-Positive Adenocarcinoma of the Lung,6934
13,NCT01761266,Phase III,"Active, not recruiting","[{'id': 792, 'therapyName': 'Lenvatinib'}, {'id': 920, 'therapyName': 'Sorafenib'}]","A Multicenter, Open-Label, Phase 3 Trial to Compare the Efficacy and Safety of Lenvatinib (E7080) Versus Sorafenib in First-Line Treatment of Subjects With Unresectable Hepatocellular Carcinoma",6934
14,NCT02211222,Phase I,Approved for marketing,"[{'id': 792, 'therapyName': 'Lenvatinib'}]",An Expanded Access Program With Lenvatinib for the Treatment of Radioiodine-Refractory Differentiated Thyroid Cancer,6934
15,NCT02432274,Phase Ib/II,Recruiting,"[{'id': 1136, 'therapyName': 'Etoposide'}, {'id': 792, 'therapyName': 'Lenvatinib'}, {'id': 1148, 'therapyName': 'Cyclophosphamide'}]",Study of Lenvatinib in Children and Adolescents With Refractory or Relapsed Solid Malignancies,6934
16,NCT02657369,Phase II,Recruiting,"[{'id': 792, 'therapyName': 'Lenvatinib'}]",A Phase 2 Trial of Lenvatinib for the Treatment of Anaplastic Thyroid Cancer (ATC),6934
17,NCT03008369,Phase II,Recruiting,"[{'id': 792, 'therapyName': 'Lenvatinib'}]",Lenvatinib in Treating Patients With Metastatic or Advanced Pheochromocytoma or Paraganglioma That Cannot Be Removed by Surgery,6934
18,NCT02702388,Phase II,Recruiting,"[{'id': 792, 'therapyName': 'Lenvatinib'}]","Phase 2 Trial of Lenvatinib (E7080) in Subjects With Iodine-131 Refractory Differentiated Thyroid Cancer to Evaluate Whether an Oral Starting Dose of 20 mg or 14 mg Daily Will Provide Comparable Efficacy to a 24 mg Starting Dose, But Have a Better Safety Profile",6934
19,NCT02686164,Phase I,"Active, not recruiting","[{'id': 3730, 'therapyName': 'Lenvatinib + Midazolam'}]",Phase 1 Study to Determine the Effect of Lenvatinib (E7080) on the Pharmacokinetics of Midazolam in Subjects With Advanced Solid Tumors,6934
20,NCT02788708,Phase I,Recruiting,"[{'id': 4236, 'therapyName': 'Lenvatinib + Paclitaxel'}]",Lenvatinib and Weekly Paclitaxel for Patients With Recurrent Endometrial or Ovarian Cancer,6934
21,NCT02973997,Phase II,Not yet recruiting,"[{'id': 4782, 'therapyName': 'Lenvatinib + Pembrolizumab'}]",Pembrolizumab and Lenvatinib in Treating Metastatic or Recurrent Differentiated Thyroid Cancer That Cannot Be Removed by Surgery,6934
22,NCT03006926,Phase I,Recruiting,"[{'id': 4782, 'therapyName': 'Lenvatinib + Pembrolizumab'}]",A Trial of Lenvatinib Plus Pembrolizumab in Subjects With Hepatocellular Carcinoma,6934
0,NCT01655225,Phase I,Recruiting,"[{'id': 1214, 'therapyName': 'LY3023414 + Midazolam '}, {'id': 1215, 'therapyName': ' LY3023414 + Letrozole '}, {'id': 1069, 'therapyName': 'LY3023414'}]",A Study of LY3023414 in Participants With Advanced Cancer,995
1,NCT02246621,Phase III,"Active, not recruiting","[{'id': 1854, 'therapyName': 'Abemaciclib + Anastrozole + Letrozole'}, {'id': 1853, 'therapyName': 'Anastrozole + Letrozole'}]",A Study of Nonsteroidal Aromatase Inhibitors Plus Abemaciclib (LY2835219) in Postmenopausal Women With Breast Cancer,995
2,NCT02057133,Phase I,Recruiting,"[{'id': 2254, 'therapyName': 'Abemaciclib + Letrozole'}, {'id': 2257, 'therapyName': 'Abemaciclib + Exemestane'}, {'id': 2258, 'therapyName': 'Everolimus + Exemestane + LY2835219'}, {'id': 2255, 'therapyName': 'Abemaciclib + Anastrozole'}, {'id': 2256, 'therapyName': 'Abemaciclib + Tamoxifen'}, {'id': 2259, 'therapyName': 'Abemaciclib + Trastuzumab'}]",A Study of LY2835219 in Combination With Hormone Therapies for Breast Cancer That Has Spread,995
3,NCT03099174,Phase I,Recruiting,"[{'id': 5514, 'therapyName': 'Abemaciclib + Xentuzumab'}, {'id': 5515, 'therapyName': 'Abemaciclib + Letrozole + Xentuzumab'}, {'id': 5516, 'therapyName': 'Abemaciclib + Anastrozole + Xentuzumab'}, {'id': 5517, 'therapyName': 'Abemaciclib + Fulvestrant + Xentuzumab'}]",This Study in Patients With Different Types of Cancer (Solid Tumours) Aims to Find a Safe Dose of Xentuzumab in Combination With Abemaciclib With or Without Hormonal Therapies. The Study Also Tests How Effective These Medicines Are in Patients With Lung and Breast Cancer.,995
4,NCT03054363,Phase Ib/II,Not yet recruiting,"[{'id': 5334, 'therapyName': 'ARRY-380 + Palbociclib + Letrozole'}]","Tucatinib, Palbociclib and Letrozole in Metastatic Hormone Receptor Positive and HER2-positive Breast Cancer",995
5,NCT01923168,Phase II,Completed,"[{'id': 1570, 'therapyName': 'BKM120 + Letrozole'}, {'id': 794, 'therapyName': 'Letrozole'}, {'id': 1553, 'therapyName': 'Letrozole + BYL719'}]","Study of Letrozole With or Without BYL719 or Buparlisib, for the Neoadjuvant Treatment of Postmenopausal Women",995
6,NCT03128619,Phase Ib/II,Recruiting,"[{'id': 5594, 'therapyName': 'Copanlisib + Palbociclib + Letrozole'}, {'id': 5593, 'therapyName': 'Copanlisib + Letrozole'}]","Copanlisib, Letrozole, and Palbociclib in Treating Patients With Hormone Receptor Positive HER2 Negative Stage I-IV Breast Cancer",995
7,NCT02101788,Phase II,Recruiting,"[{'id': 942, 'therapyName': 'Topotecan'}, {'id': 2173, 'therapyName': 'Doxil + Letrozole + Tamoxifen + Paclitaxel'}, {'id': 2, 'therapyName': 'Trametinib'}]",Trametinib in Treating Patients With Recurrent or Progressive Low-Grade Ovarian Cancer or Peritoneal Cavity Cancer,995
8,NCT02228681,Phase II,"Active, not recruiting","[{'id': 1456, 'therapyName': 'Tamoxifen'}, {'id': 2401, 'therapyName': 'Medroxyprogesterone'}, {'id': 1621, 'therapyName': 'Everolimus + Letrozole'}]",Everolimus and Letrozole or Hormonal Therapy to Treat Endometrial Cancer,995
9,NCT02291913,Phase II,"Active, not recruiting","[{'id': 2267, 'therapyName': 'Everolimus + Tamoxifen'}, {'id': 2268, 'therapyName': 'Anastrozole + Everolimus'}, {'id': 1589, 'therapyName': 'Fulvestrant + Everolimus'}, {'id': 1621, 'therapyName': 'Everolimus + Letrozole'}, {'id': 2269, 'therapyName': 'Everolimus + Toremifene'}, {'id': 1966, 'therapyName': 'Exemestane + Everolimus'}]",Everolimus Combined With Anti-estrogen Therapy in Hormone-Receptor-Positive HER-2 Negative Advanced Breast Cancer,995
10,NCT02188550,Phase II,Unknown status,"[{'id': 1621, 'therapyName': 'Everolimus + Letrozole'}]",Single Arm Trial With Combination of Everolimus and Letrozole in Treatment of Platinum Resistant Relapse or Refractory or Persistent Ovarian Cancer/Endometrial Cancer,995
11,NCT02283658,Phase II,"Active, not recruiting","[{'id': 1621, 'therapyName': 'Everolimus + Letrozole'}]","Everolimus and Letrozole in Treating Patients With Recurrent Hormone Receptor Positive Ovarian, Fallopian Tube, or Primary Peritoneal Cavity Cancer",995
12,NCT01698918,Phase II,"Active, not recruiting","[{'id': 1966, 'therapyName': 'Exemestane + Everolimus'}, {'id': 1621, 'therapyName': 'Everolimus + Letrozole'}]","Open-label, Phase II, Study of Everolimus Plus Letrozole in Postmenopausal Women With ER+, HER2- Metastatic or Locally Advanced Breast Cancer",995
13,NCT02152943,Phase I,Recruiting,"[{'id': 1591, 'therapyName': 'Everolimus + Letrozole + Trastuzumab'}]","Everolimus, Letrozole and Trastuzumab in HR- and HER2/Neu-positive Patients",995
14,NCT03006172,Phase I,Recruiting,"[{'id': 5182, 'therapyName': 'GDC-0077 + Letrozole + Palbociclib'}, {'id': 5181, 'therapyName': 'GDC-0077'}, {'id': 5184, 'therapyName': 'GDC-0077 + Fulvestrant'}, {'id': 5183, 'therapyName': 'GDC-0077 + Letrozole'}]","To Evaluate the Safety, Tolerability, and Pharmacokinetics of GDC-0077 Single Agent in Participants With Solid Tumors and in Combination With Endocrine and Targeted Therapies in Participants With Breast Cancer",995
15,NCT00790816,Phase I,Completed,"[{'id': 1410, 'therapyName': 'Lapatinib + Paclitaxel'}, {'id': 787, 'therapyName': 'Lapatinib'}, {'id': 1414, 'therapyName': 'Trastuzumab + Lapatinib'}, {'id': 1399, 'therapyName': 'Lapatinib + Capecitabine'}, {'id': 1497, 'therapyName': 'Lapatinib + Letrozole'}, {'id': 1498, 'therapyName': 'Lapatinib + Oxaliplatin + Capecitabine'}, {'id': 1499, 'therapyName': 'Lapatinib + Gemcitabine'}, {'id': 1500, 'therapyName': 'Lapatinib + Docetaxel'}, {'id': 1501, 'therapyName': 'Lapatinib + Oxaliplatin + Leucovorin + Fluorouracil'}, {'id': 1502, 'therapyName': 'Lapatinib + Irinotecan + Leucovorin + Fluorouracil'}]",Continuation Study of Lapatinib Monotherapy or Lapatinib in Combination With Other Anti-cancer Agents,995
16,NCT02154776,Phase I,Completed,"[{'id': 1594, 'therapyName': 'LEE011 + BKM120 + Letrozole'}]","Dose Escalation Study of LEE011 in Combination With Buparlisib and Letrozole in HR+, HER2-negative Post-menopausal Women With Advanced Breast Cancer. (LeeBLet)",995
17,NCT01872260,Phase Ib/II,Recruiting,"[{'id': 1553, 'therapyName': 'Letrozole + BYL719'}, {'id': 1569, 'therapyName': 'LEE011 + BYL719 + Letrozole'}, {'id': 1568, 'therapyName': 'LEE011 + Letrozole'}]","Study of LEE011, BYL719 and Letrozole in Advanced ER+ Breast Cancer",995
18,NCT03050398,Phase III,Recruiting,"[{'id': 1568, 'therapyName': 'LEE011 + Letrozole'}]",A Companion Sample Collection Protocol to Support the Discovery of Breast Cancer Aberrations With Treatment of CDK4/6 Therapy/LEE011/Ribociclib,995
19,NCT02657928,Phase II,Recruiting,"[{'id': 1568, 'therapyName': 'LEE011 + Letrozole'}]","Ribociclib and Letrozole in Treating Patients With Relapsed ER Positive Ovarian, Fallopian Tube, Primary Peritoneal or Endometrial Cancer",995
20,NCT02712723,Phase II,Recruiting,"[{'id': 1568, 'therapyName': 'LEE011 + Letrozole'}]","Letrozole Plus Ribociclib or Placebo as Neo-adjuvant Therapy in ER-positive, HER2-negative Early Breast Cancer",995
21,NCT02450175,Phase I,Unknown status,"[{'id': 794, 'therapyName': 'Letrozole'}, {'id': 735, 'therapyName': 'Everolimus'}]","Etiology of the Platelet-Cancer Metastatic Pathway - A Study of Inflammatory Markers, Platelet Characteristics and Metastatic Surrogates in Cancer Patients and Controls",995
22,NCT01674140,Phase III,Recruiting,"[{'id': 759, 'therapyName': 'Goserelin'}, {'id': 633, 'therapyName': 'Anastrozole'}, {'id': 794, 'therapyName': 'Letrozole'}, {'id': 795, 'therapyName': 'Leuprolide'}, {'id': 735, 'therapyName': 'Everolimus'}, {'id': 1456, 'therapyName': 'Tamoxifen'}, {'id': 738, 'therapyName': 'Exemestane'}]",S1207 Hormone Therapy With or Without Everolimus in Treating Patients With Breast Cancer,995
23,NCT01296555,Phase I,Recruiting,"[{'id': 744, 'therapyName': 'Fulvestrant'}, {'id': 1016, 'therapyName': 'GDC-0032'}, {'id': 794, 'therapyName': 'Letrozole'}]",A Dose Escalation Study Evaluating the Safety and Tolerability of GDC-0032 in Patients With Locally Advanced or Metastatic Solid Tumors And in Combination With Endocrine Therapy in Patients With Locally Advanced or Metastatic Hormone Receptor-Positive Breast Cancer,995
24,NCT02278120,Phase III,"Active, not recruiting","[{'id': 1456, 'therapyName': 'Tamoxifen'}, {'id': 794, 'therapyName': 'Letrozole'}, {'id': 790, 'therapyName': 'Ribociclib'}, {'id': 759, 'therapyName': 'Goserelin'}, {'id': 633, 'therapyName': 'Anastrozole'}]","Study of Efficacy and Safety in Premenopausal Women With Hormone Receptor Positive, HER2-negative Advanced Breast Cancer",995
25,NCT02619669,Phase I,Recruiting,"[{'id': 1282, 'therapyName': 'Sapanisertib'}, {'id': 794, 'therapyName': 'Letrozole'}]",Neoadjuvant Run-In Study With TAK-228 (MLN0128) Followed by Letrozole/TAK-228 (MLN0128) in Women With High-Risk ER+/HER2- Breast Cancer,995
26,NCT01669343,Phase I,"Active, not recruiting","[{'id': 794, 'therapyName': 'Letrozole'}]",Aromatase Inhibitor Host Factors Study,995
27,NCT02296801,Phase II,Recruiting,"[{'id': 850, 'therapyName': 'Palbociclib'}, {'id': 794, 'therapyName': 'Letrozole'}]",A Phase II Randomized Study Evaluating the Biological and Clinical Effects of the Combination of Palbociclib With Letrozole as Neoadjuvant Therapy in Post-Menopausal Women With Estrogen-Receptor Positive Primary Breast Cancer,995
28,NCT02115048,Phase II,"Active, not recruiting","[{'id': 623, 'therapyName': 'Afatinib'}, {'id': 794, 'therapyName': 'Letrozole'}]",Clinical Study for the Treatment of Breast Cancer the Patient Will Receive Afatinib Plus Letrozole or Letrozole Alone,995
29,NCT02188745,Phase II,Recruiting,"[{'id': 738, 'therapyName': 'Exemestane'}, {'id': 1643, 'therapyName': 'Estradiol'}, {'id': 633, 'therapyName': 'Anastrozole'}, {'id': 794, 'therapyName': 'Letrozole'}]",ER Reactivation Therapy for Breast Cancer,995
30,NCT01035099,Phase I,Recruiting,"[{'id': 794, 'therapyName': 'Letrozole'}]",RCT of Fixed vs Titrated Letrozole in Breast Cancer Patient Undergoing IVF,995
31,NCT02204098,Phase I,Recruiting,"[{'id': 794, 'therapyName': 'Letrozole'}, {'id': 633, 'therapyName': 'Anastrozole'}, {'id': 759, 'therapyName': 'Goserelin'}, {'id': 738, 'therapyName': 'Exemestane'}, {'id': 1456, 'therapyName': 'Tamoxifen'}]",Safety and Immune Response to a Mammaglobin-A DNA Vaccine In Breast Cancer Patients Undergoing Neoadjuvant Endocrine Therapy,995
32,NCT01491737,Phase II,"Active, not recruiting","[{'id': 633, 'therapyName': 'Anastrozole'}, {'id': 794, 'therapyName': 'Letrozole'}, {'id': 947, 'therapyName': 'Trastuzumab'}, {'id': 1389, 'therapyName': 'Trastuzumab + Pertuzumab'}]","A Study of Pertuzumab in Combination With Trastuzumab Plus an Aromatase Inhibitor in Patients With Hormone Receptor-Positive, Metastatic HER2-positive Breast Cancer",995
33,NCT01272037,Phase III,Recruiting,"[{'id': 633, 'therapyName': 'Anastrozole'}, {'id': 794, 'therapyName': 'Letrozole'}, {'id': 1456, 'therapyName': 'Tamoxifen'}, {'id': 738, 'therapyName': 'Exemestane'}]","Tamoxifen Citrate, Letrozole, Anastrozole, or Exemestane With or Without Chemotherapy in Treating Patients With Invasive RxPONDER Breast Cancer",995
34,NCT02095184,Phase I,Recruiting,"[{'id': 633, 'therapyName': 'Anastrozole'}, {'id': 794, 'therapyName': 'Letrozole'}]",GCC 1366 Anti-Proliferative Response to NeoAdjuvant AIs in Overweight and Obese Patients,995
35,NCT02764541,Phase II,Recruiting,"[{'id': 850, 'therapyName': 'Palbociclib'}, {'id': 794, 'therapyName': 'Letrozole'}, {'id': 1456, 'therapyName': 'Tamoxifen'}]",Palbociclib and Endocrine Therapy for LObular Breast Cancer Preoperative Study (PELOPS),995
36,NCT01797523,Phase II,"Active, not recruiting","[{'id': 794, 'therapyName': 'Letrozole'}, {'id': 735, 'therapyName': 'Everolimus'}, {'id': 1031, 'therapyName': 'Metformin'}]",RAD/Letrozole/Metformin,995
37,NCT00651976,Phase I,Suspended,"[{'id': 794, 'therapyName': 'Letrozole'}]","Letrozole in Treating Postmenopausal Women With Stage I, II or III Breast Cancer That Can Be Removed by Surgery",995
38,NCT01160211,Phase III,"Active, not recruiting","[{'id': 1414, 'therapyName': 'Trastuzumab + Lapatinib'}, {'id': 794, 'therapyName': 'Letrozole'}, {'id': 633, 'therapyName': 'Anastrozole'}, {'id': 787, 'therapyName': 'Lapatinib'}, {'id': 947, 'therapyName': 'Trastuzumab'}, {'id': 738, 'therapyName': 'Exemestane'}]","A Study to Compare the Safety and Efficacy of an Aromatase Inhibitor in Combination With Lapatinib, Trastuzumab or Both for the Treatment of Hormone Receptor Positive, HER2+ Metastatic Breast Cancer",995
39,NCT02648477,Phase II,Recruiting,"[{'id': 667, 'therapyName': 'Bevacizumab'}, {'id': 794, 'therapyName': 'Letrozole'}, {'id': 633, 'therapyName': 'Anastrozole'}, {'id': 738, 'therapyName': 'Exemestane'}, {'id': 1009, 'therapyName': 'Doxorubicin'}]",Pembrolizumab and Doxorubicin Hydrochloride or Anti-Estrogen Therapy in Treating Patients With Triple-Negative or Hormone Receptor-Positive Metastatic Breast Cancer,995
40,NCT02689921,Phase II,Recruiting,"[{'id': 633, 'therapyName': 'Anastrozole'}, {'id': 794, 'therapyName': 'Letrozole'}, {'id': 795, 'therapyName': 'Leuprolide'}, {'id': 1389, 'therapyName': 'Trastuzumab + Pertuzumab'}, {'id': 738, 'therapyName': 'Exemestane'}]",NEOADjuvant Aromatase Inhibitor and Pertuzumab/Trastuzumab for Women With Breast Cancer (NEOADAPT),995
41,NCT00461773,Phase II,Unknown status,"[{'id': 794, 'therapyName': 'Letrozole'}, {'id': 667, 'therapyName': 'Bevacizumab'}]",Randomized Phase II Study of Preoperative Letrozole (Femara) in Combination With Avastin in Hormone Receptor Positive Breast Cancer,995
42,NCT02753686,Phase I,Recruiting,"[{'id': 1456, 'therapyName': 'Tamoxifen'}, {'id': 738, 'therapyName': 'Exemestane'}, {'id': 744, 'therapyName': 'Fulvestrant'}, {'id': 794, 'therapyName': 'Letrozole'}, {'id': 633, 'therapyName': 'Anastrozole'}, {'id': 1966, 'therapyName': 'Exemestane + Everolimus'}]",Treatment of Canadian Postmenopausal Women With ER+ Advanced Breast Cancer in the Real-World Setting With Hormone Therapy ± Targeted Therapy (Treat ER+ight),995
43,NCT02269670,Phase II,"Active, not recruiting","[{'id': 1456, 'therapyName': 'Tamoxifen'}, {'id': 735, 'therapyName': 'Everolimus'}, {'id': 1869, 'therapyName': 'Megestrol'}, {'id': 794, 'therapyName': 'Letrozole'}, {'id': 744, 'therapyName': 'Fulvestrant'}, {'id': 633, 'therapyName': 'Anastrozole'}]",Everolimus and Hormone Therapy in Treating Patients With Advanced Hormone Receptor Positive Breast Cancer That Has Progressed or Recurred on Everolimus and Exemestane Therapy,995
44,NCT03122197,Phase I,Recruiting,"[{'id': 794, 'therapyName': 'Letrozole'}]",Study of Letrozole in Recurrent Gliomas,995
45,NCT02947685,Phase III,Recruiting,"[{'id': 744, 'therapyName': 'Fulvestrant'}, {'id': 856, 'therapyName': 'Pertuzumab'}, {'id': 794, 'therapyName': 'Letrozole'}, {'id': 633, 'therapyName': 'Anastrozole'}, {'id': 738, 'therapyName': 'Exemestane'}, {'id': 947, 'therapyName': 'Trastuzumab'}]","Randomized, Open Label, Clinical Study of the Targeted Therapy, Palbociclib, to Treat Metastatic Breast Cancer (PATINA)",995
46,NCT02684032,Phase I,Recruiting,"[{'id': 794, 'therapyName': 'Letrozole'}, {'id': 744, 'therapyName': 'Fulvestrant'}, {'id': 4034, 'therapyName': 'Gedatolisib + Palbociclib'}]",A Study To Assess The Tolerability And Clinical Activity Of Gedatolisib In Combination With Palbociclib/Letrozole Or Palbociclib/Fulvestrant In Women With Metastatic Breast Cancer,995
47,NCT02040857,Phase II,"Active, not recruiting","[{'id': 738, 'therapyName': 'Exemestane'}, {'id': 850, 'therapyName': 'Palbociclib'}, {'id': 1456, 'therapyName': 'Tamoxifen'}, {'id': 794, 'therapyName': 'Letrozole'}, {'id': 633, 'therapyName': 'Anastrozole'}]",Palbociclib + Endocrine Therapy for HR + BrCa,995
48,NCT02520063,Phase Ib/II,Recruiting,"[{'id': 794, 'therapyName': 'Letrozole'}, {'id': 1242, 'therapyName': 'TRC105'}, {'id': 735, 'therapyName': 'Everolimus'}]","Preoperative Combination of Letrozole, Everolimus, and TRC105 in Postmenopausal Hormone-Receptor Positive and Her2 Negative Breast Cancer",995
