,nctId,phase,recruitment,therapies,title,Therapies_id
24,NCT01338987,Phase II,"Active, not recruiting","[{'id': 1843, 'therapyName': 'Tacrolimus'}, {'id': 1639, 'therapyName': 'Methotrexate'}, {'id': 795, 'therapyName': 'Leuprolide'}, {'id': 1148, 'therapyName': 'Cyclophosphamide'}]",Pilot Study of Lupron to Improve Immune Function After Allogeneic Bone Marrow Transplantation,1639
25,NCT01790568,Phase II,"Active, not recruiting","[{'id': 1639, 'therapyName': 'Methotrexate'}, {'id': 1843, 'therapyName': 'Tacrolimus'}, {'id': 1077, 'therapyName': 'Vorinostat'}]",Vorinostat Plus Tacrolimus & Methotrexate to Prevent Graft vs Host Disease Following Unrelated Stem Cell Transplant,1639
26,NCT00857389,Phase II,"Active, not recruiting","[{'id': 1148, 'therapyName': 'Cyclophosphamide'}, {'id': 1632, 'therapyName': 'Filgrastim'}, {'id': 1843, 'therapyName': 'Tacrolimus'}, {'id': 2563, 'therapyName': 'Thiotepa'}, {'id': 2469, 'therapyName': 'Busulfan + Clofarabine + Thymoglobulin'}, {'id': 1639, 'therapyName': 'Methotrexate'}]",Thiotepa-Clofarabine-Busulfan With Allogeneic Stem Cell Transplant for High Risk Malignancies,1639
27,NCT03020030,Phase III,Recruiting,"[{'id': 3160, 'therapyName': 'Nelarabine'}, {'id': 5153, 'therapyName': 'dexrazoxane'}, {'id': 2206, 'therapyName': 'Asparaginase'}, {'id': 1631, 'therapyName': 'Vincristine'}, {'id': 1148, 'therapyName': 'Cyclophosphamide'}, {'id': 712, 'therapyName': 'Cytarabine'}, {'id': 1640, 'therapyName': 'Mercaptopurine'}, {'id': 1638, 'therapyName': 'Pegaspargase'}, {'id': 1639, 'therapyName': 'Methotrexate'}, {'id': 1136, 'therapyName': 'Etoposide'}, {'id': 1009, 'therapyName': 'Doxorubicin'}, {'id': 1390, 'therapyName': 'Dexamethasone'}, {'id': 2188, 'therapyName': 'Prednisone'}, {'id': 717, 'therapyName': 'Dasatinib'}, {'id': 1642, 'therapyName': 'Leucovorin'}]",Treatment of Newly Diagnosed Acute Lymphoblastic Leukemia in Children and Adolescents,1639
28,NCT02252042,Phase III,"Active, not recruiting","[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 1639, 'therapyName': 'Methotrexate'}, {'id': 694, 'therapyName': 'Cetuximab'}, {'id': 720, 'therapyName': 'Docetaxel'}]",Pembrolizumab (MK-3475) Versus Standard Treatment for Recurrent or Metastatic Head and Neck Cancer (MK-3475-040/KEYNOTE-040),1639
29,NCT02551718,Phase I,Recruiting,"[{'id': 690, 'therapyName': 'Bosutinib'}, {'id': 1074, 'therapyName': 'Irinotecan'}, {'id': 1075, 'therapyName': 'romidepsin'}, {'id': 1206, 'therapyName': 'Busulfan'}, {'id': 1207, 'therapyName': 'Melphalan'}, {'id': 829, 'therapyName': 'Nilotinib'}, {'id': 706, 'therapyName': 'Crizotinib'}, {'id': 712, 'therapyName': 'Cytarabine'}, {'id': 1740, 'therapyName': 'Mitoxantrone'}, {'id': 717, 'therapyName': 'Dasatinib'}, {'id': 848, 'therapyName': 'Pazopanib'}, {'id': 1103, 'therapyName': 'Paclitaxel'}, {'id': 1746, 'therapyName': 'Clofarabine'}, {'id': 1750, 'therapyName': 'Hydroxyurea'}, {'id': 1877, 'therapyName': 'Tretinoin  '}, {'id': 1624, 'therapyName': 'Carfilzomib'}, {'id': 3160, 'therapyName': 'Nelarabine'}, {'id': 3159, 'therapyName': 'Bexarotene'}, {'id': 3161, 'therapyName': 'Pentostatin'}, {'id': 735, 'therapyName': 'Everolimus'}, {'id': 998, 'therapyName': 'cabozantinib'}, {'id': 1640, 'therapyName': 'Mercaptopurine'}, {'id': 1639, 'therapyName': 'Methotrexate'}, {'id': 1767, 'therapyName': 'Cladribine'}, {'id': 1641, 'therapyName': 'Thioguanine'}, {'id': 1006, 'therapyName': 'Daunorubicin'}, {'id': 877, 'therapyName': 'Ponatinib'}, {'id': 1136, 'therapyName': 'Etoposide'}, {'id': 623, 'therapyName': 'Afatinib'}, {'id': 751, 'therapyName': 'Gefitinib'}, {'id': 755, 'therapyName': 'Gemcitabine'}, {'id': 890, 'therapyName': 'Regorafenib'}, {'id': 640, 'therapyName': 'Arsenic trioxide'}, {'id': 2, 'therapyName': 'Trametinib'}, {'id': 770, 'therapyName': 'Imatinib'}, {'id': 4, 'therapyName': 'Erlotinib'}, {'id': 3, 'therapyName': 'Dabrafenib'}, {'id': 650, 'therapyName': 'Decitabine'}, {'id': 649, 'therapyName': 'Axitinib'}, {'id': 651, 'therapyName': 'Azacitidine'}, {'id': 907, 'therapyName': 'Ruxolitinib'}, {'id': 1166, 'therapyName': 'Fludarabine'}, {'id': 787, 'therapyName': 'Lapatinib'}, {'id': 789, 'therapyName': 'Ceritinib'}, {'id': 917, 'therapyName': 'Sirolimus'}, {'id': 920, 'therapyName': 'Sorafenib'}, {'id': 2075, 'therapyName': 'Lomustine'}, {'id': 930, 'therapyName': 'Sunitinib'}, {'id': 1571, 'therapyName': 'Cabazitaxel'}, {'id': 936, 'therapyName': 'Temsirolimus'}, {'id': 942, 'therapyName': 'Topotecan'}, {'id': 688, 'therapyName': 'Bortezomib'}, {'id': 1327, 'therapyName': 'Pralatrexate'}]",High Throughput Drug Sensitivity Assay and Genomics- Guided Treatment of Patients With Relapsed or Refractory Acute Leukemia,1639
30,NCT02251821,Phase II,Recruiting,"[{'id': 1166, 'therapyName': 'Fludarabine'}, {'id': 1843, 'therapyName': 'Tacrolimus'}, {'id': 1845, 'therapyName': 'Mycophenolate mofetil'}, {'id': 1206, 'therapyName': 'Busulfan'}, {'id': 2006, 'therapyName': 'Pacritinib'}, {'id': 823, 'therapyName': 'Momelotinib'}, {'id': 1207, 'therapyName': 'Melphalan'}, {'id': 1639, 'therapyName': 'Methotrexate'}, {'id': 907, 'therapyName': 'Ruxolitinib'}, {'id': 1148, 'therapyName': 'Cyclophosphamide'}]",JAK-2 Inhibitor Before Donor Stem Cell Transplant in Treating Patients With Primary or Secondary Myelofibrosis,1639
31,NCT02883049,Phase III,Suspended,"[{'id': 717, 'therapyName': 'Dasatinib'}, {'id': 4685, 'therapyName': 'Dexamethasone + Doxorubicin'}, {'id': 2188, 'therapyName': 'Prednisone'}, {'id': 1631, 'therapyName': 'Vincristine'}, {'id': 1641, 'therapyName': 'Thioguanine'}, {'id': 712, 'therapyName': 'Cytarabine'}, {'id': 1640, 'therapyName': 'Mercaptopurine'}, {'id': 1642, 'therapyName': 'Leucovorin'}, {'id': 1639, 'therapyName': 'Methotrexate'}, {'id': 1638, 'therapyName': 'Pegaspargase'}, {'id': 1136, 'therapyName': 'Etoposide'}, {'id': 1746, 'therapyName': 'Clofarabine'}]",Combination Chemotherapy in Treating Young Patients With Newly Diagnosed High-Risk B Acute Lymphoblastic Leukemia and Ph-Like TKI Sensitive Mutations,1639
32,NCT03147612,Phase II,Not yet recruiting,"[{'id': 5682, 'therapyName': 'Mesna'}, {'id': 1631, 'therapyName': 'Vincristine'}, {'id': 1390, 'therapyName': 'Dexamethasone'}, {'id': 897, 'therapyName': 'Rituximab'}, {'id': 1632, 'therapyName': 'Filgrastim'}, {'id': 877, 'therapyName': 'Ponatinib'}, {'id': 1148, 'therapyName': 'Cyclophosphamide'}, {'id': 1639, 'therapyName': 'Methotrexate'}, {'id': 712, 'therapyName': 'Cytarabine'}]",Study of the Combination of Low-Intensity Chemotherapy and Ponatinib in Patients With Philadelphia Chromosome (Ph)-Positive and/or BCR-ABL Positive Acute Lymphoblastic Leukemia (ALL),1639
0,NCT02114229,Phase II,Recruiting,"[{'id': 1092, 'therapyName': 'Carboplatin'}, {'id': 2449, 'therapyName': 'Methotrexate + Cisplatin + Cyclophosphamide + Vincristine'}, {'id': 626, 'therapyName': 'Alisertib'}, {'id': 1136, 'therapyName': 'Etoposide'}, {'id': 942, 'therapyName': 'Topotecan'}]",Phase 2 Study of Alisertib Therapy for Rhabdoid Tumors,2449
1,NCT00602667,Phase I,"Active, not recruiting","[{'id': 2449, 'therapyName': 'Methotrexate + Cisplatin + Cyclophosphamide + Vincristine'}, {'id': 2450, 'therapyName': 'Cyclophosphamide + Etoposide + Topotecan'}, {'id': 2451, 'therapyName': 'Erlotinib + Cyclophosphamide + Topotecan'}]","Risk-Adapted Therapy for Young Children With Embryonal Brain Tumors, Choroid Plexus Carcinoma, High Grade Glioma or Ependymoma",2449
0,NCT02270788,Phase I,Completed,"[{'id': 1865, 'therapyName': 'Methotrexate + Cytarabine + Leucovorin'}, {'id': 1864, 'therapyName': 'Crenolanib + Sorafenib'}]",Crenolanib in Combination With Sorafenib in Patients With Refractory or Relapsed Hematologic Malignancies,1865
0,NCT01015222,Phase I,"Active, not recruiting","[{'id': 1032, 'therapyName': 'methylnaltrexone'}, {'id': 717, 'therapyName': 'Dasatinib'}, {'id': 1103, 'therapyName': 'Paclitaxel'}, {'id': 667, 'therapyName': 'Bevacizumab'}]","Dasatinib, Bevacizumab, Paclitaxel in Patients With Advanced Malignancies",1032
0,NCT03007147,Phase III,Recruiting,"[{'id': 1638, 'therapyName': 'Pegaspargase'}, {'id': 1639, 'therapyName': 'Methotrexate'}, {'id': 1642, 'therapyName': 'Leucovorin'}, {'id': 712, 'therapyName': 'Cytarabine'}, {'id': 1640, 'therapyName': 'Mercaptopurine'}, {'id': 1641, 'therapyName': 'Thioguanine'}, {'id': 1631, 'therapyName': 'Vincristine'}, {'id': 1148, 'therapyName': 'Cyclophosphamide'}, {'id': 770, 'therapyName': 'Imatinib'}, {'id': 1441, 'therapyName': 'Ifosfamide'}, {'id': 5153, 'therapyName': 'dexrazoxane'}, {'id': 1006, 'therapyName': 'Daunorubicin'}, {'id': 1390, 'therapyName': 'Dexamethasone'}, {'id': 5167, 'therapyName': 'Methylprednisolone'}, {'id': 1136, 'therapyName': 'Etoposide'}, {'id': 5168, 'therapyName': 'Prednisolone'}, {'id': 1009, 'therapyName': 'Doxorubicin'}]",Imatinib Mesylate and Combination Chemotherapy in Treating Patients With Newly Diagnosed Philadelphia Chromosome Positive Acute Lymphoblastic Leukemia,5167
0,NCT03110822,Phase I,Recruiting,"[{'id': 5550, 'therapyName': 'Methylprednisolone + Lenalidomide + Ruxolitinib'}]","A Phase 1 Study of Ruxolitinib, Steroids and Lenalidomide for Relapsed/Refractory Multiple Myeloma (RRMM) Patients",5550
0,NCT02923921,Phase III,Recruiting,"[{'id': 5849, 'therapyName': 'AM0010 + mFOLFOX-6'}, {'id': 5850, 'therapyName': 'mFOLFOX-6'}]",Study of AM0010 With FOLFOX Compared to FOLFOX Alone Second-line Tx in Pts With Metastatic Pancreatic Cancer,5850
1,NCT03281369,Phase Ib/II,Not yet recruiting,"[{'id': 1343, 'therapyName': 'Atezolizumab + Cobimetinib'}, {'id': 6274, 'therapyName': 'mFOLFOX-6 + Atezolizumab + Cobimetinib'}, {'id': 6275, 'therapyName': 'mFOLFOX-6 + Atezolizumab'}, {'id': 6276, 'therapyName': 'Atezolizumab + Linagliptin'}, {'id': 5941, 'therapyName': 'Atezolizumab + PEGPH20'}, {'id': 5942, 'therapyName': 'Atezolizumab + BKT140'}, {'id': 1721, 'therapyName': 'Ramucirumab + Paclitaxel'}, {'id': 5850, 'therapyName': 'mFOLFOX-6'}]",A Study of Multiple Immunotherapy-Based Treatment Combinations in Patients With Locally Advanced Unresectable or Metastatic Gastric or Gastroesophageal Junction Cancer (G/GEJ) (UMBRELLA),5850
0,NCT03281369,Phase Ib/II,Not yet recruiting,"[{'id': 1343, 'therapyName': 'Atezolizumab + Cobimetinib'}, {'id': 6274, 'therapyName': 'mFOLFOX-6 + Atezolizumab + Cobimetinib'}, {'id': 6275, 'therapyName': 'mFOLFOX-6 + Atezolizumab'}, {'id': 6276, 'therapyName': 'Atezolizumab + Linagliptin'}, {'id': 5941, 'therapyName': 'Atezolizumab + PEGPH20'}, {'id': 5942, 'therapyName': 'Atezolizumab + BKT140'}, {'id': 1721, 'therapyName': 'Ramucirumab + Paclitaxel'}, {'id': 5850, 'therapyName': 'mFOLFOX-6'}]",A Study of Multiple Immunotherapy-Based Treatment Combinations in Patients With Locally Advanced Unresectable or Metastatic Gastric or Gastroesophageal Junction Cancer (G/GEJ) (UMBRELLA),6275
0,NCT03281369,Phase Ib/II,Not yet recruiting,"[{'id': 1343, 'therapyName': 'Atezolizumab + Cobimetinib'}, {'id': 6274, 'therapyName': 'mFOLFOX-6 + Atezolizumab + Cobimetinib'}, {'id': 6275, 'therapyName': 'mFOLFOX-6 + Atezolizumab'}, {'id': 6276, 'therapyName': 'Atezolizumab + Linagliptin'}, {'id': 5941, 'therapyName': 'Atezolizumab + PEGPH20'}, {'id': 5942, 'therapyName': 'Atezolizumab + BKT140'}, {'id': 1721, 'therapyName': 'Ramucirumab + Paclitaxel'}, {'id': 5850, 'therapyName': 'mFOLFOX-6'}]",A Study of Multiple Immunotherapy-Based Treatment Combinations in Patients With Locally Advanced Unresectable or Metastatic Gastric or Gastroesophageal Junction Cancer (G/GEJ) (UMBRELLA),6274
0,NCT01206530,Phase Ib/II,"Active, not recruiting","[{'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}, {'id': 667, 'therapyName': 'Bevacizumab'}, {'id': 1316, 'therapyName': 'Hydroxychloroquine'}]",FOLFOX/Bevacizumab/Hydroxychloroquine (HCQ) in Colorectal Cancer,1161
1,NCT02213289,Phase Ib/II,Recruiting,"[{'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}, {'id': 1913, 'therapyName': 'FOLTAX'}, {'id': 947, 'therapyName': 'Trastuzumab'}, {'id': 1315, 'therapyName': 'FOLFIRI'}, {'id': 629, 'therapyName': 'AMG102'}]",PANGEA-IMBBP: Personalized Antibodies for Gastro-Esophageal Adenocarcinoma - A 1st Pilot Metastatic Trial of Biologics Beyond Progression,1161
2,NCT02046538,Phase II,Withdrawn,"[{'id': 1315, 'therapyName': 'FOLFIRI'}, {'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}, {'id': 624, 'therapyName': 'Aflibercept'}]",Phase II Study of Zaltrap and Chemotherapy for Advanced Resectable Colorectal Cancer,1161
3,NCT02730546,Phase Ib/II,Suspended,"[{'id': 1124, 'therapyName': 'Paclitaxel + Carboplatin'}, {'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]","Pembrolizumab, Combination Chemotherapy, and Radiation Therapy Before Surgery in Treating Adult Patients With Locally Advanced Gastroesophageal Junction or Gastric Cardia Cancer That Can Be Removed by Surgery",1161
4,NCT01662869,Phase III,Completed,"[{'id': 838, 'therapyName': 'Onartuzumab'}, {'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}]",A Study of Onartuzumab (MetMAb) in Combination With mFOLFOX6 in Patients With Metastatic HER2-Negative And Met-Positive Gastroesophageal Cancer (MetGastric),1161
5,NCT02024607,Phase Ib/II,"Active, not recruiting","[{'id': 1597, 'therapyName': 'Capecitabine + Oxaliplatin'}, {'id': 2093, 'therapyName': 'BBI608 + Bevacizumab'}, {'id': 2094, 'therapyName': 'BBI608 + Regorafenib'}, {'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}, {'id': 2057, 'therapyName': 'BBI608'}, {'id': 1315, 'therapyName': 'FOLFIRI'}]",A Study of BBI608 in Combination With Standard Chemotherapies in Adult Patients With Advanced Gastrointestinal Cancer,1161
6,NCT02625610,Phase III,Recruiting,"[{'id': 1104, 'therapyName': 'Oxaliplatin'}, {'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}, {'id': 3144, 'therapyName': 'Avelumab'}, {'id': 1597, 'therapyName': 'Capecitabine + Oxaliplatin'}]",Avelumab in First-Line Gastric Cancer (JAVELIN Gastric 100),1161
7,NCT01260415,Phase II,Completed,"[{'id': 845, 'therapyName': 'Panitumumab'}, {'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}, {'id': 1315, 'therapyName': 'FOLFIRI'}]",A Study of Perioperative Chemotherapy Plus Panitumumab in Patients With Colorectal Cancer Liver Metastases,1161
8,NCT02912559,Phase III,Recruiting,"[{'id': 1201, 'therapyName': 'Atezolizumab'}, {'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}]",Combination Chemotherapy With or Without Atezolizumab in Treating Patients With Stage III Colon Cancer and Deficient DNA Mismatch Repair or Microsatellite Instability,1161
9,NCT01586611,Phase III,Unknown status,"[{'id': 755, 'therapyName': 'Gemcitabine'}, {'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}]",A Study to See if hENT1 Testing on Tumour Tissue Can Predict Response to Treatment With Gemcitabine Chemotherapy and if a Different Chemotherapy Called FOLFOX is Better Than Gemcitabine in Metastatic Pancreas Cancer,1161
10,NCT02268825,Phase Ib/II,"Active, not recruiting","[{'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",Phase I/IIA Study MK-3475 With Chemotherapy in Patients With Advanced GI Cancers,1161
11,NCT02413853,Phase II,Withdrawn,"[{'id': 667, 'therapyName': 'Bevacizumab'}, {'id': 1083, 'therapyName': 'Pri-724'}, {'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}]",Combination Chemotherapy and Bevacizumab With or Without PRI-724 in Treating Patients With Newly Diagnosed Metastatic Colorectal Cancer,1161
12,NCT01985763,Phase Ib/II,Completed,"[{'id': 757, 'therapyName': 'Genistein'}, {'id': 667, 'therapyName': 'Bevacizumab'}, {'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}]",Genistein in Treatment of Metastatic Colorectal Cancer,1161
13,NCT02344810,Phase Ib/II,Unknown status,"[{'id': 1064, 'therapyName': 'AMG 337'}, {'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}]","C-Met Inhibitor AMG 337, Oxaliplatin, Leucovorin Calcium, and Fluorouracil in Treating Patients With Advanced Stomach or Esophageal Cancer",1161
14,NCT01327612,Phase II,"Active, not recruiting","[{'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}, {'id': 746, 'therapyName': 'Ganitumab'}, {'id': 667, 'therapyName': 'Bevacizumab'}, {'id': 1458, 'therapyName': 'Conatumumab'}]",Open Label Extension Study of Conatumumab and AMG 479,1161
15,NCT02009449,Phase I,"Active, not recruiting","[{'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 1092, 'therapyName': 'Carboplatin'}, {'id': 755, 'therapyName': 'Gemcitabine'}, {'id': 720, 'therapyName': 'Docetaxel'}, {'id': 848, 'therapyName': 'Pazopanib'}, {'id': 1105, 'therapyName': 'Capecitabine'}, {'id': 1103, 'therapyName': 'Paclitaxel'}, {'id': 700, 'therapyName': 'Cisplatin'}, {'id': 2621, 'therapyName': 'AM0010 '}, {'id': 619, 'therapyName': 'Abraxane'}]",A Phase 1 Study of AM0010 in Patients With Advanced Solid Tumors,1161
16,NCT02921256,Phase II,Recruiting,"[{'id': 954, 'therapyName': 'Veliparib'}, {'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}, {'id': 4838, 'therapyName': 'Capecitabine + Veliparib'}, {'id': 1105, 'therapyName': 'Capecitabine'}]",Veliparib and Combination Chemotherapy in Treating Patient With Locally Advanced Rectal Cancer,1161
17,NCT01896531,Phase II,"Active, not recruiting","[{'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}, {'id': 747, 'therapyName': 'Ipatasertib'}]",A Study of GDC-0068 in Combination With Fluoropyrimidine Plus Oxaliplatin in Patients With Advanced or Metastatic Gastric or Gastroesophageal Junction Cancer,1161
18,NCT02574663,Phase I,"Active, not recruiting","[{'id': 1779, 'therapyName': 'Nab-paclitaxel + Gemcitabine'}, {'id': 667, 'therapyName': 'Bevacizumab'}, {'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}, {'id': 2022, 'therapyName': 'TGR-1202'}]",TGR-1202 Alone and in Combination With Either Nab-paclitaxel + Gemcitabine or With FOLFOX in Patients With Select Relapsed or Refractory Solid Tumors,1161
19,NCT02943603,Phase II,Withdrawn,"[{'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}]",A Study of Perioperative mFOLFOX6 Plus Pembrolizumab in Patients With Potentially Resectable Adenocarcinoma of the Gastroesophageal Junction (GEJ) and Stomach,1161
20,NCT01362374,Phase I,"Active, not recruiting","[{'id': 1262, 'therapyName': 'Enzalutamide'}, {'id': 1103, 'therapyName': 'Paclitaxel'}, {'id': 720, 'therapyName': 'Docetaxel'}, {'id': 747, 'therapyName': 'Ipatasertib'}, {'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}]","Safety and Pharmacology Of GDC-0068 in Combination With Docetaxel, Fluoropyrimidine Plus Oxaliplatin, Paclitaxel, or Enzalutamide in Patients With Advanced Solid Tumors",1161
21,NCT01747551,Phase II,"Active, not recruiting","[{'id': 624, 'therapyName': 'Aflibercept'}, {'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}]",FOLFOX +/- Ziv-Aflibercept for Esophageal and Gastric Cancer,1161
22,NCT02141295,Phase II,Completed,"[{'id': 1484, 'therapyName': 'Bevacizumab + Oxaliplatin + Leucovorin + Fluorouracil'}, {'id': 1598, 'therapyName': 'RO5520985'}, {'id': 1599, 'therapyName': 'Bevacizumab + Fluorouracil + Leucovorin'}, {'id': 1600, 'therapyName': 'RO5520985 + Leucovorin + Fluorouracil'}, {'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}]",A Study Comparing the Efficacy and Safety of RO5520985 and FOLFOX With Bevacizumab and FOLFOX in Patients With Untreated Metastatic Colorectal Cancer (McCAVE),1161
23,NCT00602329,Phase II,Unknown status,"[{'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}, {'id': 667, 'therapyName': 'Bevacizumab'}]",MRI in Predicting Response in Patients Receiving Combination Chemotherapy and Bevacizumab For Advanced or Metastatic Colorectal Cancer,1161
24,NCT02358863,Phase I,Terminated,"[{'id': 4311, 'therapyName': 'Docetaxel + Irinotecan'}, {'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}, {'id': 1835, 'therapyName': 'Docetaxel + Cisplatin'}, {'id': 1406, 'therapyName': 'Camptosar + Cisplatin'}, {'id': 4310, 'therapyName': 'Epirubicin + Docetaxel'}, {'id': 4309, 'therapyName': 'Capecitabine + Docetaxel'}]",Molecularly Tailored Therapy for Patients With Metastatic Cancer of the Esophagus and Stomach (mEGA),1161
25,NCT01516216,Phase II,"Active, not recruiting","[{'id': 667, 'therapyName': 'Bevacizumab'}, {'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}]",Study of Vitamin D in Untreated Metastatic Colorectal Cancer,1161
26,NCT01489865,Phase Ib/II,Recruiting,"[{'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}, {'id': 954, 'therapyName': 'Veliparib'}]",ABT-888 With Modified FOLFOX6 in Patients With Metastatic Pancreatic Cancer,1161
27,NCT02375672,Phase II,"Active, not recruiting","[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}]",Study of Pembrolizumab in Combination With Chemotherapy for Patients With Advanced Colorectal Cancer,1161
28,NCT01571024,Phase I,Completed,"[{'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}, {'id': 680, 'therapyName': 'BKM120'}]", BKM120 + mFOLFOX6 in Advanced Solid Tumors With Expansion Cohort Pancreatic Cancer,1161
29,NCT01420874,Phase I,"Active, not recruiting","[{'id': 1012, 'therapyName': 'EGFRBi-armed autologous activated T cells'}, {'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}]",Anti-CD3 x Anti-Erbitux Armed Activated T Cells (Phase Ib) for Gastrointestinal (GI Cancer),1161
30,NCT02715531,Phase I,Recruiting,"[{'id': 3947, 'therapyName': 'Atezolizumab + Gemcitabine + nab-paclitaxel'}, {'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}, {'id': 1202, 'therapyName': 'Atezolizumab + Bevacizumab + Capecitabine'}]",A Study of the Safety and Tolerability of Atezolizumab Administered in Combination With Bevacizumab and/or Other Treatments in Participants With Solid Tumors,1161
31,NCT02872116,Phase III,Recruiting,"[{'id': 1597, 'therapyName': 'Capecitabine + Oxaliplatin'}, {'id': 1627, 'therapyName': 'Nivolumab + Ipilimumab'}, {'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}]",Efficacy Study of Nivolumab Plus Ipilimumab Against Chemotherapy Standard of Care in Stomach Cancer or Stomach/Esophagus Junction Cancer (CheckMate649),1161
32,NCT01666730,Phase II,Recruiting,"[{'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}, {'id': 1031, 'therapyName': 'Metformin'}]",Metformin Plus Modified FOLFOX 6 in Metastatic Pancreatic Cancer,1161
33,NCT01803282,Phase I,Recruiting,"[{'id': 3320, 'therapyName': 'GS-5745'}, {'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}, {'id': 1602, 'therapyName': 'Carboplatin + Pemetrexed'}, {'id': 1315, 'therapyName': 'FOLFIRI'}, {'id': 1779, 'therapyName': 'Nab-paclitaxel + Gemcitabine'}, {'id': 1124, 'therapyName': 'Paclitaxel + Carboplatin'}, {'id': 1103, 'therapyName': 'Paclitaxel'}, {'id': 667, 'therapyName': 'Bevacizumab'}]",Safety and Tolerability Study in Solid Tumors,1161
34,NCT02319018,Phase I,"Active, not recruiting","[{'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}, {'id': 626, 'therapyName': 'Alisertib'}]",Alisertib and Combination Chemotherapy in Treating Patients With Gastrointestinal Tumors,1161
35,NCT02658214,Phase I,Recruiting,"[{'id': 2667, 'therapyName': 'Carboplatin + Gemcitabine'}, {'id': 2634, 'therapyName': 'Carboplatin + nab-paclitaxel'}, {'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}, {'id': 2439, 'therapyName': 'Durvalumab + Tremelimumab'}, {'id': 1124, 'therapyName': 'Paclitaxel + Carboplatin'}, {'id': 1791, 'therapyName': 'Carboplatin + Etoposide'}]",Durvalumab and Tremelimumab in Combination With First-Line Chemotherapy in Advanced Solid Tumors,1161
36,NCT01652976,Phase II,"Active, not recruiting","[{'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}, {'id': 717, 'therapyName': 'Dasatinib'}]","Phase II Study of 5-FU, Oxaliplatin Plus Dasatinib in Metastatic Pancreatic Adenocarcinoma",1161
37,NCT02545504,Phase III,"Active, not recruiting","[{'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}, {'id': 3320, 'therapyName': 'GS-5745'}]",GS-5745 With mFOLFOX6 as First Line Treatment for Advanced Gastric or Gastroesophageal Junction Adenocarcinoma,1161
38,NCT02563002,Phase III,Recruiting,"[{'id': 667, 'therapyName': 'Bevacizumab'}, {'id': 1315, 'therapyName': 'FOLFIRI'}, {'id': 694, 'therapyName': 'Cetuximab'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}]",Study of Pembrolizumab (MK-3475) vs Standard Therapy in Participants With Microsatellite Instability-High (MSI-H) or Mismatch Repair Deficient (dMMR) Stage IV Colorectal Carcinoma (MK-3475-177/KEYNOTE-177),1161
