,nctId,phase,recruitment,therapies,title,Indications_id
65,NCT02036502,Phase I,Recruiting,"[{'id': 1390, 'therapyName': 'Dexamethasone'}, {'id': 3322, 'therapyName': 'lenalidomide + Pembrolizumab'}]",A Study of Pembrolizumab (MK-3475) in Combination With Lenalidomide and Dexamethasone in Participants With Multiple Myeloma (MK-3475-023/KEYNOTE-023),9538
66,NCT02052778,Phase Ib/II,Recruiting,"[{'id': 1053, 'therapyName': 'TAS-120'}]",A Dose Finding Study Followed by a Safety and Efficacy Study in Patients With Advanced Solid Tumors or Multiple Myeloma With FGF/FGFR-Related Abnormalities,9538
67,NCT02057640,Phase Ib/II,"Active, not recruiting","[{'id': 4565, 'therapyName': 'Dexamethasone + Ixazomib + Panobinostat'}]",MLN9708 (Ixazomib) in Combination With Panobinostat and Dexamethasone in Multiple Myeloma,9538
68,NCT02061761,Phase Ib/II,Recruiting,"[{'id': 4197, 'therapyName': 'BMS-986016 + Nivolumab'}, {'id': 4196, 'therapyName': 'BMS-986016'}]",Safety Study of Anti-LAG-3 in Relapsed or Refractory Hematologic Malignancies,9538
69,NCT02077959,Phase Ib/II,"Active, not recruiting","[{'id': 3357, 'therapyName': 'lenalidomide + Pidilizumab'}]",Lenalidomide and Pidilizumab in Treating Patients With Relapsed or Refractory Multiple Myeloma,9538
70,NCT02086552,Phase II,Recruiting,"[{'id': 4445, 'therapyName': 'lenalidomide + Sonidegib'}]",Sonidegib and Lenalidomide After Stem Cell Transplant in Treating Patients With Multiple Myeloma,9538
71,NCT02098109,Phase II,Completed,"[{'id': 1756, 'therapyName': 'Plerixafor'}, {'id': 1632, 'therapyName': 'Filgrastim'}]",Non-inferiority Study of XM02 Filgrastim (Granix) and Filgrastim (Neupogen) in Combination With Plerixafor for Autologous Stem Cell Mobilization in Patients With Multiple Myeloma or Non-Hodgkin Lymphoma,9538
72,NCT02099539,Phase Ib/II,Recruiting,"[{'id': 3060, 'therapyName': 'ALT-803'}]",A Study of ALT-803 in Patients With Relapsed or Refractory Multiple Myeloma,9538
73,NCT02101944,Phase I,Recruiting,"[{'id': 2463, 'therapyName': 'Carfilzomib + Dexamethasone + Reolysin'}]","Viral Protein Production After Dexamethasone, Wild-Type Reovirus, and Carfilzomib in Treating Patients With Multiple Myeloma",9538
74,NCT02104427,Phase II,Completed,"[{'id': 2853, 'therapyName': 'TG-0054'}, {'id': 1632, 'therapyName': 'Filgrastim'}]","PD and Safety of TG-0054 Combined With G-CSF in Multiple Myeloma, Non-Hodgkin Lymphoma and Hodgkin Disease Patients",9538
75,NCT02110563,Phase I,Terminated,"[{'id': 3122, 'therapyName': 'DCR-MYC'}]","Phase I, Multicenter, Dose Escalation Study of DCR-MYC in Patients With Solid Tumors, Multiple Myeloma, or Lymphoma",9538
76,NCT02136134,Phase III,"Active, not recruiting","[{'id': 1630, 'therapyName': 'Daratumumab'}, {'id': 2470, 'therapyName': 'Bortezomib + Dexamethasone'}]",Addition of Daratumumab to Combination of Bortezomib and Dexamethasone in Participants With Relapsed or Refractory Multiple Myeloma,9538
77,NCT02140840,Phase II,Withdrawn,"[{'id': 2, 'therapyName': 'Trametinib'}]","A Phase II Open-Label, Multiple-Dose, Single Agent Study to Evaluate the Overall Response Rate of Orally Administered Trametinib",9538
78,NCT02144038,Phase Ib/II,Completed,"[{'id': 2419, 'therapyName': 'BYL719 + LGH447'}, {'id': 2402, 'therapyName': 'LGH447 '}]",Study of the Safety and Effectiveness of LGH447 and BYL719 in Patients With Relapsed and Refractory Multiple Myeloma,9538
79,NCT02157636,Phase I,Recruiting,"[{'id': 2033, 'therapyName': 'CPI-0610'}]",A Phase 1 Study Evaluating CPI-0610 in Patients With Previously Treated Multiple Myeloma,9538
80,NCT02159365,Phase II,"Active, not recruiting","[{'id': 3353, 'therapyName': 'Elotuzumab + Dexamethasone + Lenalidomide'}]",Study of Safety of Elotuzumab Administered Over Approximately 60 Minutes in Combination With Lenalidomide and Dexamethasone for Newly Diagnosed or Relapsed/Refractory Multiple Myeloma Patients,9538
81,NCT02186834,Phase Ib/II,"Active, not recruiting","[{'id': 3356, 'therapyName': 'Dexamethasone + pegylated liposomal-doxorubicin + Selinexor'}]",Selinexor (KPT-330) and Pegylated Liposomal Doxorubicin For Relapsed and Refractory Multiple Myeloma,9538
82,NCT02188368,Phase II,Recruiting,"[{'id': 1625, 'therapyName': 'Bortezomib + Carfilzomib + Clarithromycin'}, {'id': 1674, 'therapyName': 'Doxil + Pomalidomide'}, {'id': 1622, 'therapyName': 'Pomalidomide'}]",Pomalidomide for Lenalidomide for Failures,9538
83,NCT02189343,Phase I,"Active, not recruiting","[{'id': 1614, 'therapyName': 'ACY-1215 + Pomalidomide + Dexamethasone'}]",Phase 1b Study Evaluating ACY-1215 (Ricolinostat) in Combination With Pomalidomide and Dexamethasone in Relapsed-and-Refractory Multiple Myeloma,9538
84,NCT02192775,Phase II,Recruiting,"[{'id': 6125, 'therapyName': 'MV-NIS'}]",UARK 2014-21 A Phase II Trial of Oncolytic Virotherapy by Systemic Administration of Edmonston Strain of Measles Virus,9538
85,NCT02195479,Phase III,Recruiting,"[{'id': 688, 'therapyName': 'Bortezomib'}, {'id': 1630, 'therapyName': 'Daratumumab'}, {'id': 1207, 'therapyName': 'Melphalan'}]",A Study of Combination of Daratumumanb and Velcade (Bortezomib) Melphalan-Prednisone (DVMP) Compared to Velcade Melphalan-Prednisone (VMP) in Participants With Previously Untreated Multiple Myeloma,9538
86,NCT02199665,Phase I,"Active, not recruiting","[{'id': 2985, 'therapyName': 'Carfilzomib + Dexamethasone + Selinexor'}]","Selinexor, Carfilzomib, and Dexamethasone in Treating Patients With Relapsed or Refractory Multiple Myeloma",9538
87,NCT02204553,Phase I,No longer available,"[{'id': 1604, 'therapyName': 'Panobinostat + Bortezomib + Dexamethasone'}]",Expanded Treatment Prot of Panobinostat in Combo w/ Bortez and Dex in Pts w/ Relapsed and/or Refractory Multiple Myeloma,9538
88,NCT02211014,Phase I,"Active, not recruiting","[{'id': 1605, 'therapyName': 'Acalabrutinib'}, {'id': 1390, 'therapyName': 'Dexamethasone'}]","An Open-Label, Phase 1b Study of ACP-196 With and Without Dexamethasone in Subjects With Multiple Myeloma",9538
89,NCT02220608,Phase I,Completed,"[{'id': 3345, 'therapyName': 'Bortezomib + Filgrastim'}]",Phase I Study of Bortezomib With G-CSF for Stem Cell Mobilization in Patients With Multiple Myeloma,9538
90,NCT02223598,Phase I,Terminated,"[{'id': 1944, 'therapyName': 'CB-5083'}, {'id': 4513, 'therapyName': 'CB-5083 + Dexamethasone'}]",A Phase 1 Study Evaluating CB-5083 in Subjects With Lymphoid Hematological Malignancies  (CLC-102),9538
91,NCT02235740,Phase I,Terminated,"[{'id': 1624, 'therapyName': 'Carfilzomib'}, {'id': 1839, 'therapyName': 'Afuresertib + Carfilzomib'}]","A Study Conducted in Subjects With Relapsed/Refractory Multiple Myeloma (MM); to Determine Dose of Afuresertib in Combination With Carfilzomib (Part 1) and to Investigate the Safety, Pharmacokinetic and Clinical Activity of the Combination Compared With Carfilzomib Alone (Part 2)",9538
92,NCT02252263,Phase I,"Active, not recruiting","[{'id': 2055, 'therapyName': 'Urelumab'}, {'id': 2583, 'therapyName': 'Lirilumab '}, {'id': 3343, 'therapyName': 'Elotuzumab'}]",A Phase I Open Label Study of the Safety and Tolerability of Elotuzumab (BMS-901608) Administered in Combination With Either Lirilumab (BMS-986015) or Urelumab (BMS-663513) in Subjects With Multiple Myeloma,9538
93,NCT02254551,Phase II,Terminated,"[{'id': 1954, 'therapyName': 'Bortezomib + Sonidegib'}]",Safety/Efficacy Study of LDE225 (Sonidegib) Plus Bortezomib in Patients With Relapsed or Relapsed/Refractory Multiple Myeloma,9538
94,NCT02289222,Phase Ib/II,"Active, not recruiting","[{'id': 3344, 'therapyName': 'Dexamethasone + Pembrolizumab + Pomalidomide'}]",Anti-PD-1 (MK-3475) and IMiD (Pomalidomide) Combination Immunotherapy in Relapsed/Refractory Multiple Myeloma,9538
95,NCT02308280,Phase II,Recruiting,"[{'id': 688, 'therapyName': 'Bortezomib'}]",Nonmyeloablative Allogeneic Stem Cell Transplant Followed by Bortezomib in High-risk Multiple Myeloma Patients,9538
96,NCT02328014,Phase Ib/II,Recruiting,"[{'id': 3265, 'therapyName': 'ACP-319'}, {'id': 1605, 'therapyName': 'Acalabrutinib'}]","ACP-196 in Combination With ACP-319, for Treatment of B-Cell Malignancies",9538
97,NCT02331368,Phase II,"Active, not recruiting","[{'id': 1164, 'therapyName': 'lenalidomide'}, {'id': 1207, 'therapyName': 'Melphalan'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",Phase 2 Multi-center Study of Anti-PD-1 During Lymphopenic State After HDT/ASCT for Multiple Myeloma,9538
98,NCT02332850,,Recruiting,"[{'id': 1624, 'therapyName': 'Carfilzomib'}]",SAR650984 in Combination With Carfilzomib for Treatment of Relapsed or Refractory Multiple Myeloma,9538
99,NCT02336815,Phase II,Recruiting,"[{'id': 2479, 'therapyName': 'Dexamethasone + Selinexor'}]",Phase 2b Open-Label Single-Arm Selinexor (KPT-330) + Low-Dose Dexamethasone in Patients w/ Multiple Myeloma Quad-refractory to Previous Therapies,9538
100,NCT02343042,Phase Ib/II,Recruiting,"[{'id': 688, 'therapyName': 'Bortezomib'}, {'id': 2479, 'therapyName': 'Dexamethasone + Selinexor'}, {'id': 1622, 'therapyName': 'Pomalidomide'}]",Phase 1b/2 Study of Selinexor (KPT-330) in Combination w/ Backbone Treatments for Resistant/Refractory Multiple Myeloma,9538
101,NCT02356159,Phase Ib/II,Recruiting,"[{'id': 2294, 'therapyName': 'Cytarabine + Fludarabine'}, {'id': 2373, 'therapyName': 'Palifermin'}, {'id': 2188, 'therapyName': 'Prednisone'}, {'id': 1632, 'therapyName': 'Filgrastim'}, {'id': 2238, 'therapyName': 'Sirolimus + Tacrolimus + Methotrexate'}, {'id': 2292, 'therapyName': 'Doxorubicin + Etoposide + Fludarabine + Vincristine '}, {'id': 2291, 'therapyName': 'Cyclophosphamide + Fludarabine'}, {'id': 897, 'therapyName': 'Rituximab'}]",Study of Palifermin (Kepivance) in Persons Undergoing Unrelated Donor Allogeneic Hematopoietic Cell Transplantation,9538
102,NCT02368301,Phase I,Approved for marketing,"[{'id': 3353, 'therapyName': 'Elotuzumab + Dexamethasone + Lenalidomide'}]",Expanded Access Treatment Protocol CA204-143,9538
103,NCT02372240,Phase Ib/II,Suspended,"[{'id': 5099, 'therapyName': 'VLX1570 + Dexamethasone'}]",A Study of VLX1570 and Dexamethasone in Myeloma Patients,9538
104,NCT02375555,Phase II,"Active, not recruiting","[{'id': 3343, 'therapyName': 'Elotuzumab'}, {'id': 3342, 'therapyName': 'Bortezomib + Dexamethasone + lenalidomide'}]","Study of Bortezomib,Lenalidomide,Dexamethasone & Elotuzumab in Newly Diagnosed MM",9538
105,NCT02391480,Phase I,Recruiting,"[{'id': 4028, 'therapyName': 'ABBV-075'}]",A Study Evaluating the Safety and Pharmacokinetics of ABBV-075 in Subjects With Cancer,9538
106,NCT02393248,Phase Ib/II,Recruiting,"[{'id': 4176, 'therapyName': 'Cisplatin + Gemcitabine + INCB054828'}, {'id': 4174, 'therapyName': 'Docetaxel + INCB054828'}, {'id': 4088, 'therapyName': 'Epacadostat + Pembrolizumab'}]","Open-Label, Dose-Escalation Study of INCB054828 in Subjects With Advanced Malignancies",9538
107,NCT02400242,Phase I,"Active, not recruiting","[{'id': 3311, 'therapyName': 'Citarinostat'}, {'id': 1390, 'therapyName': 'Dexamethasone'}, {'id': 1622, 'therapyName': 'Pomalidomide'}]",Study of ACY-241 Alone and in Combination With Pomalidomide and Dexamethasone in Multiple Myeloma,9538
108,NCT02401295,Phase I,Completed,"[{'id': 3433, 'therapyName': 'Celecoxib + Itraconazole + Tretinoin '}]","ATRA, Celecoxib, and Itraconazole as Maintenance",9538
109,NCT02426723,Phase I,Recruiting,"[{'id': 3081, 'therapyName': 'CWP232291'}, {'id': 4036, 'therapyName': 'Dexamethasone + lenalidomide'}]",Clinical Study of CWP232291 in Relapsed or Refractory Myeloma Patients,9538
110,NCT02431208,Phase I,Suspended,"[{'id': 1164, 'therapyName': 'lenalidomide'}, {'id': 1201, 'therapyName': 'Atezolizumab'}]",A Study of Atezolizumab (Anti-Programmed Death Ligand 1 [PD-L1] Antibody) Administered With or Without Lenalidomide in Participants With Multiple Myeloma (MM),9538
111,NCT02440464,Phase II,Recruiting,"[{'id': 3321, 'therapyName': 'Tacrolimus + Methotrexate'}, {'id': 1359, 'therapyName': 'Ixazomib'}, {'id': 2237, 'therapyName': 'Fludarabine + Melphalan'}, {'id': 688, 'therapyName': 'Bortezomib'}]",Allogeneic Hematopoietic Stem Cell Transplantation With Ixazomib for High Risk Multiple Myeloma (BMT CTN 1302),9538
112,NCT02441686,Phase II,"Active, not recruiting","[{'id': 3342, 'therapyName': 'Bortezomib + Dexamethasone + lenalidomide'}]","Phase II Study of Efficacy and Safety of Lenalidomide, Subcutaneous Bortezomib and Dexamethasone Therapy for Newly Diagnosed Multiple Myeloma",9538
113,NCT02465060,Phase II,Recruiting,"[{'id': 660, 'therapyName': 'Osimertinib'}, {'id': 3, 'therapyName': 'Dabrafenib'}, {'id': 947, 'therapyName': 'Trastuzumab'}, {'id': 2, 'therapyName': 'Trametinib'}, {'id': 706, 'therapyName': 'Crizotinib'}, {'id': 930, 'therapyName': 'Sunitinib'}, {'id': 623, 'therapyName': 'Afatinib'}, {'id': 654, 'therapyName': 'AZD4547'}, {'id': 958, 'therapyName': 'VS-6063'}, {'id': 765, 'therapyName': 'GSK2636771'}]",NCI-MATCH Targeted Therapy Directed by Genetic Testing in Treating Patients With Advanced Refractory Solid Tumors or Lymphomas,9538
114,NCT02477878,Phase I,Recruiting,"[{'id': 5995, 'therapyName': 'BPX-601'}, {'id': 5992, 'therapyName': 'Rimiducid'}]",Study of Gene Modified Donor T Cell Infusion in Patients With Recurrent Disease After Allogeneic Transplant,9538
115,NCT02514382,Phase I,Recruiting,"[{'id': 3432, 'therapyName': 'Bortezomib + Dexamethasone + Reolysin'}]","Wild-Type Reovirus, Bortezomib, and Dexamethasone in Treating Patients With Relapsed or Refractory Multiple Myeloma",9538
116,NCT02548962,Phase Ib/II,Recruiting,"[{'id': 768, 'therapyName': 'Ibrutinib'}, {'id': 3792, 'therapyName': 'Dexamethasone + Pomalidomide'}]",Study of Ibrutinib in Combination With Pomalidomide and Dexamethasone in Subjects With Relapsed/Refractory Multiple Myeloma,9538
117,NCT02568943,Phase I,Available,"[{'id': 1604, 'therapyName': 'Panobinostat + Bortezomib + Dexamethasone'}]","An Expanded Treatment Protocol of Panobinostat in Combination Therapy for Relapsed, and Relapsed and Refractory Multiple Myeloma",9538
118,NCT02569320,Phase I,Suspended,"[{'id': 4299, 'therapyName': 'AR-42 + Dexamethasone + Pomalidomide'}]",HDAC Inhibitor AR-42 and Pomalidomide in Treating Patients With Relapsed Multiple Myeloma,9538
119,NCT02576496,Phase I,Recruiting,"[{'id': 6104, 'therapyName': 'EDO-S101'}]","Study of EDO-S101, A First-in-Class Alkylating HDACi Fusion Molecule, in Relapsed/Refractory Hematologic Malignancies",9538
120,NCT02576977,Phase III,Suspended,"[{'id': 1622, 'therapyName': 'Pomalidomide'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 1390, 'therapyName': 'Dexamethasone'}]",Study of Pomalidomide and Low Dose Dexamethasone With or Without Pembrolizumab (MK-3475) in Refractory or Relapsed and Refractory Multiple Myeloma (rrMM) (MK-3475-183/KEYNOTE-183),9538
121,NCT02579824,Phase I,Recruiting,"[{'id': 2079, 'therapyName': 'DS-3032b'}]",DS-3032b for Relapsed and/or Refractory (RR) Myeloma,9538
122,NCT02579863,Phase III,Suspended,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 1390, 'therapyName': 'Dexamethasone'}, {'id': 1164, 'therapyName': 'lenalidomide'}]",Study of Lenalidomide and Dexamethasone With or Without Pembrolizumab (MK-3475) in Participants With Newly Diagnosed Treatment Naive Multiple Myeloma (MK-3475-185/KEYNOTE-185),9538
123,NCT02603887,Phase I,"Active, not recruiting","[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab for Smoldering Multiple Myeloma (SMM),9538
124,NCT02605356,Phase Ib/II,Withdrawn,"[{'id': 2001, 'therapyName': 'radium Ra 223 dichloride'}, {'id': 688, 'therapyName': 'Bortezomib'}, {'id': 1390, 'therapyName': 'Dexamethasone'}]",Phase 1b/2 Study Testing Radium-223 Dichloride/Bortezomib/Dexamethasone Combination in Relapsed Multiple Myeloma,9538
125,NCT02612779,Phase II,"Active, not recruiting","[{'id': 3355, 'therapyName': 'Elotuzumab + Dexamethasone + Pomalidomide'}]",A Study of Elotuzumab in Combination With Pomalidomide and Low Dose Dexamethasone (EPd) in Patients With Multiple Myeloma Relapsed or Refractory to Prior Treatment With Lenalidomide,9538
126,NCT02616640,Phase I,"Active, not recruiting","[{'id': 1622, 'therapyName': 'Pomalidomide'}, {'id': 1390, 'therapyName': 'Dexamethasone'}, {'id': 1356, 'therapyName': 'Durvalumab'}]",A Study to Determine Dose and Regimen of Durvalumab as Monotherapy or in Combination With Pomalidomide With or Without Dexamethasone in Subjects With Relapsed and Refractory Multiple Myeloma,9538
127,NCT02628704,Phase II,Withdrawn,"[{'id': 2985, 'therapyName': 'Carfilzomib + Dexamethasone + Selinexor'}]","Selinexor, Carfilzomib, and Dexamethasone Versus Placebo, Carfilzomib, and Dexamethasone in Multiple Myeloma",9538
128,NCT02633059,Phase Ib/II,Recruiting,"[{'id': 4392, 'therapyName': 'Dexamethasone + Idasanutlin + Ixazomib'}]","Idasanutlin, Ixazomib Citrate, and Dexamethasone in Treating Patients With Relapsed Multiple Myeloma",9538
129,NCT02649790,Phase Ib/II,Recruiting,"[{'id': 5687, 'therapyName': 'KPT-8602'}]","Study of the Safety, Tolerability and Efficacy of KPT-8602 in Patients With Relapsed/Refractory Multiple Myeloma",9538
130,NCT02654132,Phase II,"Active, not recruiting","[{'id': 3792, 'therapyName': 'Dexamethasone + Pomalidomide'}, {'id': 3343, 'therapyName': 'Elotuzumab'}]",Trial of Elotuzumab With or Without Pomalidomide and Low-dose Dexamethasone to Treat Refractory and Relapsed and Refractory Multiple Myeloma,9538
131,NCT02654990,Phase II,Recruiting,"[{'id': 1604, 'therapyName': 'Panobinostat + Bortezomib + Dexamethasone'}]",Panobinostat/Bortezomib/Dexamethasone in Relapsed or Relapsed-and-refractory Multiple Myeloma,9538
132,NCT02655458,Phase I,Completed,"[{'id': 3430, 'therapyName': 'Elotuzumab + lenalidomide'}]",Elotuzumab in Autologous Stem Cell Transplantation (ASCT) and Lenalidomide Maintenance for Multiple Myeloma,9538
133,NCT02658396,Phase I,Withdrawn,"[{'id': 3427, 'therapyName': 'Bortezomib + GO-203-2C'}]",GO-203-2C + Bortezomib For Relapsed Or Refractory MM,9538
134,NCT02658929,Phase I,Recruiting,"[{'id': 5278, 'therapyName': 'bb2121'}]",Study of bb2121 in Multiple Myeloma,9538
135,NCT02666209,Phase I,No longer available,"[{'id': 3556, 'therapyName': 'Bortezomib + Dexamethasone + Ulocuplumab'}, {'id': 3555, 'therapyName': 'Dexamethasone + lenalidomide + Ulocuplumab'}]",Early Patient Access Single Named Patient Program for the Use of Ulocuplumab for the Treatment of Multiple Myeloma,9538
136,NCT02681302,Phase Ib/II,Recruiting,"[{'id': 1627, 'therapyName': 'Nivolumab + Ipilimumab'}]",Study of Combined Check Point Inhibition After Autologous Hematopoietic Stem Cell Transplantation in Patients at High Risk for Post-transplant Recurrence (CPIT001),9538
137,NCT02684617,Phase I,Recruiting,"[{'id': 4225, 'therapyName': 'Dinaciclib + Pembrolizumab'}]",Study of Pembrolizumab (MK-3475) in Combination With Dinaciclib (MK-7965) in Hematologic Malignancies  (MK-3475-155) (KEYNOTE-155),9538
138,NCT02685826,Phase I,Suspended,"[{'id': 1390, 'therapyName': 'Dexamethasone'}, {'id': 3934, 'therapyName': 'lenalidomide + MEDI4736'}]",A Study of Durvalumab in Combination With Lenalidomide With and Without Dexamethasone in Subjects With Newly Diagnosed Multiple Myeloma,9538
139,NCT02693535,Phase II,Recruiting,"[{'id': 1657, 'therapyName': 'Vemurafenib + Cobimetinib'}, {'id': 890, 'therapyName': 'Regorafenib'}, {'id': 956, 'therapyName': 'Vismodegib'}, {'id': 690, 'therapyName': 'Bosutinib'}, {'id': 850, 'therapyName': 'Palbociclib'}, {'id': 694, 'therapyName': 'Cetuximab'}, {'id': 649, 'therapyName': 'Axitinib'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 936, 'therapyName': 'Temsirolimus'}, {'id': 717, 'therapyName': 'Dasatinib'}, {'id': 1389, 'therapyName': 'Trastuzumab + Pertuzumab'}, {'id': 706, 'therapyName': 'Crizotinib'}, {'id': 930, 'therapyName': 'Sunitinib'}, {'id': 837, 'therapyName': 'Olaparib'}, {'id': 4, 'therapyName': 'Erlotinib'}]",TAPUR: Testing the Use of Food and Drug Administration (FDA) Approved Drugs That Target a Specific Abnormality in a Tumor Gene in People With Advanced Stage Cancer,9538
140,NCT02700841,Phase II,Recruiting,"[{'id': 5344, 'therapyName': 'Melphalan + PVX-410'}]",Enhancing Anti-Myeloma Vaccine Response After Autologous Stem Cell Transplantation,9538
141,NCT02703779,Phase II,Recruiting,"[{'id': 688, 'therapyName': 'Bortezomib'}, {'id': 3933, 'therapyName': 'Filgrastim + Plerixafor'}]",Exploratory Trial to Estimate Proportion of Patients With Tumor Cell Contaminated Leukapheresis Products With and Without Bortezomib With In-vivo Purging - Multiple Myeloma (MM),9538
142,NCT02716805,Phase I,"Active, not recruiting","[{'id': 2439, 'therapyName': 'Durvalumab + Tremelimumab'}]","Phase 1 Study to Assess Safety & Tolerability of Tremelimumab & Durvalumab, Administered With High Dose Chemotherapy and Autologous Stem Cell Transplant",9538
143,NCT02718833,Phase II,Recruiting,"[{'id': 4031, 'therapyName': 'Bortezomib + Dexamethasone + Elotuzumab + Panobinostat'}]","A Study of Elotuzumab With Pomalidomide, Bortezomib, and Dexamethasone in Relapsed Multiple Myeloma",9538
144,NCT02719613,Phase II,Recruiting,"[{'id': 4533, 'therapyName': 'Bortezomib + Elotuzumab + Dexamethasone + lenalidomide'}]",Continuing Treatment for Subjects Who Have Participated in a Prior Protocol Investigating Elotuzumab,9538
145,NCT02720510,Phase II,Recruiting,"[{'id': 1080, 'therapyName': 'Panobinostat'}, {'id': 3342, 'therapyName': 'Bortezomib + Dexamethasone + lenalidomide'}]","A Trial Evaluating Efficacy & Safety of RVD +/- Panobinostat in Transplant Eligible, Newly Diagnosed Multiple Myeloma (NDMM)",9538
146,NCT02722668,Phase II,Recruiting,"[{'id': 2281, 'therapyName': 'Cyclophosphamide + Fludarabine + Mycophenolate mofetil'}, {'id': 917, 'therapyName': 'Sirolimus'}, {'id': 1844, 'therapyName': 'anti-thymocyte globulin'}]",UCB Transplant for Hematological DIseases Using a Non Myeloablative Prep,9538
147,NCT02722941,Phase II,Recruiting,"[{'id': 1080, 'therapyName': 'Panobinostat'}]",Panobinostat (LBH589): Multiple Myeloma - Autologous Hematopoietic Cell Transplantation (HCT),9538
148,NCT02726581,Phase III,"Active, not recruiting","[{'id': 3343, 'therapyName': 'Elotuzumab'}, {'id': 1312, 'therapyName': 'Nivolumab'}, {'id': 3792, 'therapyName': 'Dexamethasone + Pomalidomide'}]","Study of Combinations of Nivolumab, Elotuzumab, Pomalidomide and Dexamethasone in Multiple Myeloma",9538
149,NCT02755597,Phase III,Recruiting,"[{'id': 2470, 'therapyName': 'Bortezomib + Dexamethasone'}, {'id': 3436, 'therapyName': 'Bortezomib + Dexamethasone + GDC-0199\t'}]",A Study Evaluating Venetoclax (ABT-199) in Multiple Myeloma Subjects Who Are Receiving Bortezomib and Dexamethasone as Standard Therapy,9538
150,NCT02757326,Phase Ib/II,Recruiting,"[{'id': 3301, 'therapyName': 'ABC294640'}]",ABC294640 in Refractory / Relapsed Multiple Myeloma,9538
151,NCT02780609,Phase Ib/II,Recruiting,"[{'id': 4221, 'therapyName': 'Dexamethasone + Melphalan + Selinexor'}]",Selinexor Plus High-Dose Melphalan (HDM) Before Autologous Hematopoietic Cell Transplantation for Multiple Myeloma,9538
152,NCT02784483,Phase I,Recruiting,"[{'id': 1201, 'therapyName': 'Atezolizumab'}]","Pilot Study Of Anti-Programmed Death Ligand-1 (Anti-PD-L1, Atezolizumab) In Asymptomatic Myeloma",9538
153,NCT02786485,Phase I,Not yet recruiting,"[{'id': 5992, 'therapyName': 'Rimiducid'}, {'id': 6053, 'therapyName': 'BPX-501'}]",Study of Matched Unrelated Donor T Cell Infusion for Hematologic Malignancies After Allo-HSCT,9538
154,NCT02802163,Phase Ib/II,Withdrawn,"[{'id': 4367, 'therapyName': 'Carfilzomib + Dexamethasone + lenalidomide + Panobinostat'}]","Induction Therapy for Multiple Myeloma With Carfilzomib, Lenalidomide,Dexamethasone,Panobinostat",9538
155,NCT02807454,Phase Ib/II,"Active, not recruiting","[{'id': 4531, 'therapyName': 'Daratumumab + Dexamethasone + MEDI4736 + Pomalidomide'}, {'id': 4530, 'therapyName': 'Daratumumab + MEDI4736'}]",A Study to Determine the Safety and Efficacy for the Combination of Durvalumab and Daratumumab in Relapsed and Refractory Multiple Myeloma (FUSIONMM-003),9538
156,NCT02831686,Phase I,Recruiting,"[{'id': 4500, 'therapyName': 'Dexamethasone + Ixazomib + Selinexor'}]","A Study to Test the Combination of Selinexor (KPT-330), Ixazomib, and Dexamethasone in Patients With Myeloma",9538
157,NCT02833610,Phase II,Recruiting,"[{'id': 1198, 'therapyName': 'Denosumab'}]",A Study of Denosumab in Multiple Myeloma Patients With Renal Insufficiency,9538
158,NCT02863991,Phase II,Recruiting,"[{'id': 1687, 'therapyName': 'ONC201'}]",Oral ONC201 in Relapsed/Refractory Multiple Myeloma,9538
159,NCT02874742,Phase II,Recruiting,"[{'id': 1630, 'therapyName': 'Daratumumab'}, {'id': 3342, 'therapyName': 'Bortezomib + Dexamethasone + lenalidomide'}]","Study Comparing Daratumumab, Lenalidomide, Bortezomib, and Dexamethasone (D-RVd) Versus Lenalidomide, Bortezomib, and Dexamethasone (RVd) in Subjects With Newly Diagnosed Multiple Myeloma",9538
160,NCT02880228,Phase II,"Active, not recruiting","[{'id': 4612, 'therapyName': 'Dexamethasone + lenalidomide + Pembrolizumab'}]","Pembrolizumab, Lenalidomide, and Dexamethasone in Treating Patients With Newly Diagnosed Multiple Myeloma Eligible for Stem Cell Transplant",9538
161,NCT02899052,Phase II,Recruiting,"[{'id': 5268, 'therapyName': 'Carfilzomib + Dexamethasone + Venetoclax'}]",Study of Venetoclax in Combination With Carfilzomib and Dexamethasone in Subjects With Relapsed or Refractory Multiple Myeloma (MM),9538
162,NCT02906332,Phase II,"Active, not recruiting","[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 1390, 'therapyName': 'Dexamethasone'}]",Pembrolizumab + Lenalidomide Post Autologous Stem Cell Transplant (ASCT) in High-risk Multiple Myeloma (MM),9538
163,NCT02928029,Phase Ib/II,Recruiting,"[{'id': 6161, 'therapyName': 'Bortezomib + Dexamethasone + radium Ra 223 dichloride'}]",Study Testing Radium-223 Dichloride in Relapsed Multiple Myeloma,9538
164,NCT02943473,Phase II,Recruiting,"[{'id': 768, 'therapyName': 'Ibrutinib'}]",Study on the Effect of Ibrutinib on High Risk Smoldering Multiple Myeloma Patients,9538
