,createDate,id,therapyDescriptions,therapyName,updateDate
0,2017-10-08T00:40:20Z,6299,[],LHC165 + PDR001,2017-10-08T00:40:20Z
0,2014-03-12T15:53:16Z,797,"[{'description': 'Linifanib (ABT-869) is a receptor tyrosine kinase inhibitor with specificity against FLT1 (VEGFR1), CSF-1R, KDR (VEGFR2), FLT3, and KIT (PMID: 16648571).', 'references': [{'id': 972, 'pubMedId': 16648571, 'title': 'Preclinical activity of ABT-869, a multitargeted receptor tyrosine kinase inhibitor.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/16648571'}]}]",Linifanib,2015-06-18T14:42:38Z
0,2015-03-06T04:28:28Z,2310,[],Linifanib + Paclitaxel + Carboplatin,2015-03-06T04:28:28Z
0,2014-03-12T15:53:16Z,798,"[{'description': 'Linsitinib (OSI-906) is a small molecule dual inhibitor of IGF-1R and IR, which leads to decreased tumor cell proliferation (PMID: 21425998).', 'references': [{'id': 887, 'pubMedId': 21425998, 'title': 'Discovery of OSI-906: a selective and orally efficacious dual inhibitor of the IGF-1 receptor and insulin receptor.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/21425998'}]}]",Linsitinib,2015-05-29T03:38:06Z
0,2014-12-22T16:27:08Z,1831,[],Linsitinib + Bortezomib + Dexamethasone,2014-12-22T16:27:08Z
0,2017-02-28T16:40:40Z,5380,[],Linsitinib + Midostaurin,2017-02-28T16:40:40Z
0,2016-04-19T19:12:08Z,3955,[],Linsitinib + Palbociclib,2016-04-19T19:12:08Z
0,2016-09-08T02:36:29Z,4666,[],Linsitinib + PF-4708671,2016-09-08T02:36:29Z
0,2016-11-23T17:28:51Z,5002,[],Linsitinib + SCH772984,2016-11-23T17:28:51Z
0,2015-05-14T03:13:58Z,2674,"[{'description': 'Triostat (liothyronine sodium) is a synthetic version of T3, which induces thyroid hormone responsive gene expression to promote normal development and growth (NCI Drug DIctionary). ', 'references': [{'id': 287, 'pubMedId': None, 'title': '(NCI Drug Dictionary)', 'url': 'http://www.cancer.gov/drugdictionary'}]}]",liothyronine sodium  ,2015-05-19T14:32:07Z
0,2015-04-24T12:45:47Z,2583,"[{'description': 'Lirilumab is a monoclonal antibody against killer-cell immunoglobulin-like receptors (KIR), which leads to increased NK cell-mediated cytotoxicity towards tumor cells (PMID: 24326534).', 'references': [{'id': 2570, 'pubMedId': 24326534, 'title': 'Anti-KIR antibody enhancement of anti-lymphoma activity of natural killer cells as monotherapy and in combination with anti-CD20 antibodies.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/24326534'}]}]",Lirilumab ,2015-04-24T19:36:08Z
0,2015-04-24T12:46:43Z,2584,[],Lirilumab + Nivolumab,2015-04-24T12:46:43Z
0,2015-01-04T02:08:16Z,1900,[],Lisinopril,2015-01-04T02:08:16Z
0,2015-02-10T18:22:28Z,2036,"[{'description': 'LJM716 is a monoclonal antibody that targets ErbB3 (Her3) and prevents its transition into an active conformation, resulting in inhibition of ligand-dependent and ligand-independent downstream signaling and decreased tumor cell proliferation (PMID: 23928993).\r\n', 'references': [{'id': 1859, 'pubMedId': 23928993, 'title': 'An antibody that locks HER3 in the inactive conformation inhibits tumor growth driven by HER2 or neuregulin.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/23928993'}]}]",LJM716,2015-02-11T20:53:46Z
0,2017-07-27T16:39:59Z,6012,[],LJM716 + Neratinib,2017-07-27T16:39:59Z
0,2015-02-10T18:31:03Z,2037,[],LJM716 + Trastuzumab,2015-02-10T18:31:03Z
0,2016-02-23T10:18:40Z,3592,"[{'description': 'LLL12 is a small molecule inhibitor of Stat3 with anti-cancer activity in cell line and xenograft models (PMID: 25883212).', 'references': [{'id': 4664, 'pubMedId': 25883212, 'title': 'LLL12, a novel small inhibitor targeting STAT3 for hepatocellular carcinoma therapy.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/25883212'}]}]",LLL12,2016-02-23T10:18:40Z
0,2016-02-26T16:24:16Z,3626,"[{'description': 'LMP400 inhibits Top1, resulting in decreased proliferation of tumor cells (PMID: 23215354).', 'references': [{'id': 4709, 'pubMedId': 23215354, 'title': 'Identification, synthesis, and biological evaluation of metabolites of the experimental cancer treatment drugs indotecan (LMP400) and indimitecan (LMP776) and investigation of isomerically hydroxylated indenoisoquinoline analogues as topoisomerase I poisons.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/23215354'}]}]",LMP400,2016-07-06T18:09:59Z
0,2017-05-23T17:47:31Z,5749,"[{'description': 'LMP744 is an inhibitor of TOP1, which upon binding results in stability of cleaved Top1, thereby potentially leading to cell cycle arrest and apoptosis of cancer cells (NCI Drug Dictionary). ', 'references': [{'id': 287, 'pubMedId': None, 'title': '(NCI Drug Dictionary)', 'url': 'http://www.cancer.gov/drugdictionary'}]}]",LMP744,2017-05-23T17:47:31Z
0,2016-07-06T18:15:25Z,4423,"[{'description': 'LMP776 inhibits TOP1 and has anti-proliferation activities (PMID: 24517248).', 'references': [{'id': 6218, 'pubMedId': 24517248, 'title': 'Synthesis and biological evaluation of new carbohydrate-substituted indenoisoquinoline topoisomerase I inhibitors and improved syntheses of the experimental anticancer agents indotecan (LMP400) and indimitecan (LMP776).', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/24517248'}]}]",LMP776,2016-07-06T18:15:25Z
0,2015-02-13T16:22:57Z,2075,[],Lomustine,2015-02-13T16:22:57Z
0,2014-03-12T15:53:16Z,799,"[{'description': 'Lonafarnib (SCH66336) is a farnesyl transferase inhibitor, which alters post-translational modification and activation of Ras proteins (PMID: 25323927).', 'references': [{'id': 2048, 'pubMedId': 25323927, 'title': 'Drugging the undruggable RAS: Mission possible?', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/25323927'}]}]",Lonafarnib,2016-03-11T19:05:57Z
0,2016-03-02T18:53:39Z,3664,[],Lonafarnib + Tamoxifen,2016-03-02T18:53:39Z
0,2015-06-11T18:32:07Z,2818,"[{'description': 'Lonaprisan is a progesterone receptor antagonist, which has been demonstrated to result in antiproliferative activity and cell cycle arrest (PMID: 21138753).', 'references': [{'id': 3016, 'pubMedId': 21138753, 'title': 'The antiprogestin Lonaprisan inhibits breast cancer cell proliferation by inducing p21 expression.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/21138753'}]}]",Lonaprisan,2015-06-19T12:07:45Z
0,2015-08-12T00:51:50Z,3009,"[{'description': 'Long peptide vaccine 7 is a cancer vaccine that contains synthetic peptides based on cancer-testis antigens and melanocytic differentiation proteins, which may induce an anti-tumor immune response (NCI Drug Dictionary).', 'references': [{'id': 287, 'pubMedId': None, 'title': '(NCI Drug Dictionary)', 'url': 'http://www.cancer.gov/drugdictionary'}]}]",Long peptide vaccine 7,2015-09-10T13:41:47Z
0,2015-05-15T15:26:59Z,2700,[],Loperamide,2015-05-15T15:26:59Z
0,2015-08-06T04:08:12Z,2998,[],Losartan,2015-08-06T04:08:12Z
0,2015-05-11T19:34:40Z,2650,"[{'description': 'LOXO-101 binds to and prevents activation of TRK receptors, potentially resulting in decreased growth and increased apoptosis in Trk-expressing tumor cells (NCI Drug Dictionary).', 'references': [{'id': 287, 'pubMedId': None, 'title': '(NCI Drug Dictionary)', 'url': 'http://www.cancer.gov/drugdictionary'}]}]",LOXO-101,2017-06-05T08:48:23Z
0,2017-06-21T20:34:22Z,5917,"[{'description': 'LOXO-195 is an inhibitor of NTRK1, NTRK2, and NTRK3, which may result in inhibition of tumor growth and tumor regression (PMID: 28578312).', 'references': [{'id': 9187, 'pubMedId': 28578312, 'title': 'A Next-Generation TRK Kinase Inhibitor Overcomes Acquired Resistance to Prior TRK Kinase Inhibition in Patients with TRK Fusion-Positive Solid Tumors.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/28578312'}]}]",LOXO-195,2017-06-21T20:34:22Z
0,2017-05-19T18:22:36Z,5702,"[{'description': 'LOXO-292 is an inhibitor of RET, specifically targeting RET mutations and fusions, and may block the growth of cells with Ret activity (NCI Drug Dictionary). ', 'references': [{'id': 287, 'pubMedId': None, 'title': '(NCI Drug Dictionary)', 'url': 'http://www.cancer.gov/drugdictionary'}, {'id': 275, 'pubMedId': 10, 'title': '', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/10'}]}]",LOXO-292,2017-09-19T17:55:23Z
0,2016-02-10T16:01:15Z,3506,"[{'description': 'LQZ-7F is a small molecule inhibitor of survivin, which may induce cell cycle arrest and apoptosis, and inhibit tumor growth (PMID: 26744521).', 'references': [{'id': 4545, 'pubMedId': 26744521, 'title': 'Effective Targeting of the Survivin Dimerization Interface with Small-Molecule Inhibitors.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/26744521'}]}]",LQZ-7F,2016-02-10T16:01:15Z
0,2015-06-04T16:35:53Z,2793,"[{'description': 'LS104 is a non-ATP competitive inhibitor of JAK2 and JAK2 (V617F), which induces apoptosis (PMID: 18483305).', 'references': [{'id': 2957, 'pubMedId': 18483305, 'title': 'LS104, a non-ATP-competitive small-molecule inhibitor of JAK2, is potently inducing apoptosis in JAK2V617F-positive cells.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/18483305'}]}]",LS104,2015-06-04T16:35:53Z
0,2017-10-18T19:06:51Z,6337,"[{'description': 'LSN3074753 is a Pan-RAF inhibitor that inhibits signaling of all RAF isoforms and RAF dimers, which leads to inhibition of tumor cell growth (PMID: 28611205).', 'references': [{'id': 10143, 'pubMedId': 28611205, 'title': 'Mouse PDX Trial Suggests Synergy of Concurrent Inhibition of RAF and EGFR in Colorectal Cancer with BRAF or KRAS Mutations.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/28611205'}]}]",LSN3074753,2017-10-18T19:06:51Z
0,2016-07-12T12:52:49Z,4439,"[{'description': 'Limited information is currently available on LSZ 102 (Jul, 2016).', 'references': [{'id': 275, 'pubMedId': 10, 'title': '', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/10'}]}]",LSZ 102,2016-07-12T12:52:49Z
0,2016-07-12T12:53:56Z,4440,[],LSZ 102 + Ribociclib,2016-07-12T12:53:56Z
0,2014-05-14T14:52:46Z,1029,"[{'description': 'Lucitanib (E-3810) is dual tyrosine kinase receptor inhibitor of VEGFR 1-3, DDR, and FGFR1-2, that may inhibit tumor angiogenesis, prevent tumor cell proliferation and induce tumor cell death (NCI Drug Dictionary).', 'references': [{'id': 287, 'pubMedId': None, 'title': '(NCI Drug Dictionary)', 'url': 'http://www.cancer.gov/drugdictionary'}]}]",Lucitanib,2016-10-28T09:23:17Z
0,2016-02-18T13:32:43Z,3546,"[{'description': 'Lumretuzumab is a humanized anti-Her3 antibody that binds to and inhibits human epidermal growth factor receptor signaling, leading to growth inhibition in tumors (PMID: 26463709).', 'references': [{'id': 4617, 'pubMedId': 26463709, 'title': 'First-in-Human Phase I Study of Lumretuzumab, a Glycoengineered Humanized Anti-HER3 Monoclonal Antibody, in Patients with Metastatic or Advanced HER3-Positive Solid Tumors.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/26463709'}]}]",Lumretuzumab,2016-02-18T13:32:43Z
0,2014-07-29T09:34:18Z,1195,"[{'description': 'Lurbinectedin is an alkaloid analogue that binds to the minor groove of DNA, resulting in delayed cell cycle progression and cell death (PMID: 20977459).', 'references': [{'id': 287, 'pubMedId': None, 'title': '(NCI Drug Dictionary)', 'url': 'http://www.cancer.gov/drugdictionary'}, {'id': 10141, 'pubMedId': 20977459, 'title': 'PM01183, a new DNA minor groove covalent binder with potent in vitro and in vivo anti-tumour activity.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/20977459'}]}]",Lurbinectedin,2017-10-18T17:21:20Z
0,2016-11-21T14:56:26Z,4979,[],Lurbinectedin + Irinotecan,2016-11-21T14:56:26Z
0,2014-07-29T09:40:13Z,1197,[],Lurbinectedin + Paclitaxel,2014-07-29T09:40:13Z
0,2014-07-29T09:38:10Z,1196,[],Lurbinectedin + Paclitaxel + Bevacizumab,2014-07-29T09:38:10Z
0,2016-07-12T13:13:20Z,4442,"[{'description': 'LXH 254 is a pan-RAF inhibitor that inhibits proliferation of tumor cells (NCI Drug Dictionary).', 'references': [{'id': 287, 'pubMedId': None, 'title': '(NCI Drug Dictionary)', 'url': 'http://www.cancer.gov/drugdictionary'}]}]",LXH 254,2016-07-12T13:13:20Z
0,2016-07-12T13:14:18Z,4443,[],LXH 254 + PDR001,2016-07-12T13:14:18Z
0,2015-05-19T18:41:02Z,2711,"[{'description': 'LY2109761 is a pan-TGFBR inhibitor, which prevents downstream signaling and may block proliferation and migration in cancer cells (PMID: 18413796). ', 'references': [{'id': 2766, 'pubMedId': 18413796, 'title': 'LY2109761, a novel transforming growth factor beta receptor type I and type II dual inhibitor, as a therapeutic approach to suppressing pancreatic cancer metastasis.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/18413796'}]}]",LY2109761,2015-05-19T18:41:02Z
0,2016-03-22T18:19:37Z,3809,[],LY2109761 + Paclitaxel,2016-03-22T18:19:37Z
0,2016-02-12T07:26:12Z,3522,"[{'description': 'LY2275796 is an antisense oligonucleotide targeted against eukaryotic initiation factor 4E (eIF-4E), which results in decreased eIF-4E expression and potentially leads to reduced growth of eIF-4E-expressing tumors (PMID: 17786246, PMID: 21831956).', 'references': [{'id': 4565, 'pubMedId': 17786246, 'title': 'Therapeutic suppression of translation initiation factor eIF4E expression reduces tumor growth without toxicity.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/17786246'}, {'id': 4564, 'pubMedId': 21831956, 'title': 'A phase 1 dose escalation, pharmacokinetic, and pharmacodynamic evaluation of eIF-4E antisense oligonucleotide LY2275796 in patients with advanced cancer.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/21831956'}]}]",LY2275796,2016-02-12T07:28:22Z
0,2015-06-18T19:47:04Z,2846,"[{'description': 'LY2510924 is a selective CXCR4 antagonist that prevents SDF-1 binding, potentially resulting in decreased tumor cell migration (PMID: 25504752).', 'references': [{'id': 3083, 'pubMedId': 25504752, 'title': 'Identification of LY2510924, a novel cyclic peptide CXCR4 antagonist that exhibits antitumor activities in solid tumor and breast cancer metastatic models.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/25504752'}]}]",LY2510924,2015-06-25T20:56:25Z
0,2016-06-02T22:06:13Z,4210,[],LY2510924 + MEDI4736,2016-06-02T22:06:13Z
0,2016-10-11T14:02:54Z,4810,[],LY2510924 + Sunitinib,2016-10-11T14:02:54Z
0,2017-09-06T15:17:30Z,6173,"[{'description': 'LY2603618 is a small molecule inhibitor of CHEK1, which may result in DNA synthesis disruption, early mitosis, and subsequently, cell death (PMID: 24114124). ', 'references': [{'id': 9870, 'pubMedId': 24114124, 'title': 'Characterization and preclinical development of LY2603618: a selective and potent Chk1 inhibitor.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/24114124'}]}]",LY2603618,2017-09-06T15:17:30Z
0,2017-09-06T15:39:54Z,6175,[],LY2603618 + Pemetrexed,2017-09-06T15:39:54Z
0,2014-03-12T15:53:16Z,800,"[{'description': 'LY2780301 is an inhibitor of AKT and P70S6 kinases, which prevents signaling of the PI3K/AKT pathway thereby possibly resulting in antitumor activity (PMID: 25902900). ', 'references': [{'id': 3473, 'pubMedId': 25902900, 'title': 'A first-in-human phase I trial of LY2780301, a dual p70 S6 kinase and Akt Inhibitor, in patients with advanced or metastatic cancer.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/25902900'}]}]",LY2780301,2017-03-17T19:47:21Z
0,2014-03-12T15:53:16Z,801,"[{'description': 'Gandotinib (LY2784544) is an ATP-competitive inhibitor of JAK2, including JAK2 V617F, which may prevent cell proliferation of tumor cells (PMID: 23584399).', 'references': [{'id': 2931, 'pubMedId': 23584399, 'title': 'Discovery and characterization of LY2784544, a small-molecule tyrosine kinase inhibitor of JAK2V617F.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/23584399'}]}]",LY2784544,2015-06-08T17:16:55Z
0,2014-05-14T14:52:46Z,1030,"[{'description': 'LY2801653 inhibits several receptor tyrosine kinases including MET, MST1R (RON), FLT3, AXL, MERTK, TEK, ROS1, DDR1/2, MKNK1/2, and with minimal activity against KDR (VEGFR2), which may result in decreased tumor growth (PMID: 23275061, PMID: 24305878). ', 'references': [{'id': 65, 'pubMedId': 22869872, 'title': 'Targeting the hepatocyte growth factor-cMET axis in cancer therapy.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/22869872'}, {'id': 331, 'pubMedId': 23275061, 'title': 'LY2801653 is an orally bioavailable multi-kinase inhibitor with potent activity against MET, MST1R, and other oncoproteins, and displays anti-tumor activities in mouse xenograft models.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/23275061'}]}]",LY2801653,2017-03-16T17:11:44Z
0,2017-05-22T20:09:51Z,5744,[],LY2801653 + LY2874455,2017-05-22T20:09:51Z
0,2016-06-02T21:48:36Z,4208,[],LY2801653 + Ramucirumab,2016-06-02T21:48:36Z
0,2015-02-09T20:26:19Z,2032,"[{'description': 'LY2874455, a pan-FGFR inhibitor, has equivalent potency against FGFR1-4 and inhibits FGF/FGFR mediated signaling to reduce tumor growth (PMID: 21900693).', 'references': [{'id': 1842, 'pubMedId': 21900693, 'title': 'A novel, selective inhibitor of fibroblast growth factor receptors that shows a potent broad spectrum of antitumor activity in several tumor xenograft models.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/21900693'}]}]",LY2874455,2015-02-10T13:03:03Z
0,2016-06-17T22:24:13Z,4315,"[{'description': 'Limited information is available on LY2880070 (Jun 2016).', 'references': [{'id': 275, 'pubMedId': 10, 'title': '', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/10'}]}]",LY2880070,2016-06-17T22:24:13Z
0,2016-07-05T14:20:40Z,4420,[],LY2880070 + Gemcitabine,2016-07-05T14:20:40Z
0,2014-05-22T18:51:35Z,1062,"[{'description': 'LY294002 is a specific inhibitor of PI3K alpha, beta, and delta, which leads to inhibition of PI3K-Akt/PKB signaling (PMID: 12060641).', 'references': [{'id': 292, 'pubMedId': 12060641, 'title': ""The in vitro and in vivo effects of 2-(4-morpholinyl)-8-phenyl-chromone (LY294002), a specific inhibitor of phosphatidylinositol 3'-kinase, in human colon cancer cells."", 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/12060641'}]}]",LY294002,2015-03-02T10:19:28Z
0,2016-03-15T17:50:13Z,3746,[],LY294002 + RU-SKI 43,2016-03-15T17:50:13Z
0,2015-12-08T20:43:42Z,3268,"[{'description': 'LY3009120 is a Pan-RAF inhibitor that inhibits signaling of all RAF isoforms and RAF dimers, which leads to inhibition of tumor cell growth (PMID: 26343583).', 'references': [{'id': 5709, 'pubMedId': 26343583, 'title': 'Inhibition of RAF Isoforms and Active Dimers by LY3009120 Leads to Anti-tumor Activities in RAS or BRAF Mutant Cancers.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/26343583'}, {'id': 287, 'pubMedId': None, 'title': '(NCI Drug Dictionary)', 'url': 'http://www.cancer.gov/drugdictionary'}]}]",LY3009120,2017-10-18T19:05:40Z
0,2015-02-02T22:17:25Z,2004,"[{'description': 'LY3022855 (IMC-CS4) is a monoclonal antibody against colony stimulating factor 1 receptor (CSF1R), which potentially induces antibody-dependent cell-mediated cytotoxicity (ADCC) in tumor cells over expressing CSF1R (NCI Drug Dictionary).', 'references': [{'id': 287, 'pubMedId': None, 'title': '(NCI Drug Dictionary)', 'url': 'http://www.cancer.gov/drugdictionary'}]}]",LY3022855,2017-06-14T17:41:32Z
0,2016-06-02T23:59:48Z,4215,[],LY3022855 + MEDI4736,2017-06-14T17:41:54Z
0,2016-06-03T00:00:38Z,4216,[],LY3022855 + Tremelimumab,2017-06-14T17:42:28Z
0,2014-06-09T15:23:14Z,1069,"[{'description': 'LY3023414 is an ATP competitive inhibitor of PI3K/mTOR, inhibits signaling of the PI3K/mTOR pathway, and has demonstrated antiproliferative activity against tumor cells (PMID: 24387334).', 'references': [{'id': 1046, 'pubMedId': None, 'title': 'Abstract 3020', 'url': ''}, {'id': 356, 'pubMedId': 24387334, 'title': 'Therapeutic targeting of cancers with loss of PTEN function.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/24387334'}]}]",LY3023414,2016-05-09T02:08:30Z
0,2014-07-29T18:29:11Z,1214,[],LY3023414 + Midazolam ,2014-07-29T18:29:11Z
0,2017-09-26T22:12:07Z,6247,[],LY3023414 + Prexasertib,2017-09-26T22:12:07Z
0,2015-07-24T02:19:46Z,2958,"[{'description': 'LY3039478 is a pan-NOTCH inhibitor, which may limit growth and survival of cancer cells (Cancer Res April 15, 2013 73; 1131).', 'references': [{'id': 3325, 'pubMedId': None, 'title': 'Abstract 1131: Novel inhibitor of Notch signaling for the treatment of cancer.', 'url': 'http://cancerres.aacrjournals.org/content/73/8_Supplement/1131.short'}]}]",LY3039478,2015-07-24T02:19:46Z
0,2016-06-27T00:41:44Z,4372,[],LY3039478 + LY3023414,2016-06-27T00:41:44Z
0,2016-06-27T18:01:54Z,4383,[],LY3039478 + NSC156529,2016-06-27T18:01:54Z
0,2016-06-27T00:40:27Z,4371,[],LY3039478 + Taladegib,2017-06-08T19:06:04Z
0,2015-10-30T16:19:47Z,3164,"[{'description': 'LY3076226 is comprised of an FGFR3-directed monoclonal antibody conjugated to a toxic compound, which may result in death of FGFR3-expressing tumor cells (NCI Drug Dictionary).', 'references': [{'id': 287, 'pubMedId': None, 'title': '(NCI Drug Dictionary)', 'url': 'http://www.cancer.gov/drugdictionary'}]}]",LY3076226,2015-10-30T16:19:47Z
0,2016-02-19T14:52:35Z,3562,"[{'description': 'LY3127804 is an antibody that targets Angiopoietin-2 (Ang2), resulting in reduced angiogenesis, and potentially resulting in decreased tumor growth in combination with other agents (AACR; Cancer Res 2016;76(14 Suppl):Abstract nr 3259).', 'references': [{'id': 275, 'pubMedId': 10, 'title': '', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/10'}, {'id': 6823, 'pubMedId': None, 'title': 'Abstract 3259: LY3127804, a novel anti-Angiopoietin-2 antibody in combination with an anti-VEGFR2 antibody potently inhibits angiogenesis, tumor growth and metastasis', 'url': 'http://cancerres.aacrjournals.org/content/76/14_Supplement/3259'}]}]",LY3127804 ,2016-10-21T20:08:03Z
0,2015-01-22T02:22:10Z,1969,"[{'description': 'LY3164530 is a bispecific antibody that targets EGFR and c-Met and inhibits activation of downstream signaling, resulting in decreased proliferation of EGFR and c-Met over expressing tumor cells (NCI Drug Dictionary).', 'references': [{'id': 287, 'pubMedId': None, 'title': '(NCI Drug Dictionary)', 'url': 'http://www.cancer.gov/drugdictionary'}]}]",LY3164530,2015-04-30T13:23:57Z
0,2017-05-30T17:51:07Z,5811,"[{'description': 'LY3200882 is a small molecule that inhibits TGFBR1, potentially resulting in increased anti-tumor immune response and decreased tumor growth (AACR Annual Meeting 2017, Abstract nr 955).', 'references': [{'id': 9016, 'pubMedId': None, 'title': 'LY3200882, a novel, highly selective TGFbetaRI small molecule inhibitor', 'url': 'http://www.abstractsonline.com/pp8/#!/4292/presentation/7901'}]}]",LY3200882,2017-07-26T17:29:58Z
0,2016-08-20T02:03:41Z,4588,"[{'description': 'LY3214996 inhibits ERK1/2, potentially resulting in decreased growth of tumors with alterations in the RAS/MAPK pathway (AACR; Cancer Res 2017;77(13 Suppl):Abstract nr 4973).', 'references': [{'id': 9939, 'pubMedId': None, 'title': 'Discovery of LY3214996, a selective and novel ERK1/2 inhibitor with potent antitumor activities in cancer models with MAPK pathway alterations', 'url': 'http://cancerres.aacrjournals.org/content/77/13_Supplement/4973'}]}]",LY3214996,2017-09-19T04:19:06Z
0,2016-08-20T02:09:15Z,4591,[],LY3214996 + Abemaciclib,2016-08-20T02:09:15Z
0,2016-08-20T02:05:18Z,4589,[],LY3214996 + Midazolam,2016-08-20T02:06:39Z
0,2016-08-20T02:08:21Z,4590,[],LY3214996 + nab-paclitaxel + Gemcitabine,2016-08-20T02:08:21Z
0,2016-06-27T00:33:39Z,4368,"[{'description': 'Limited information is currently available on LY3300054, a putative anti-PD-L1 antibody (Jun 2016).', 'references': [{'id': 275, 'pubMedId': 10, 'title': '', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/10'}]}]",LY3300054,2016-06-27T00:36:48Z
0,2017-04-19T02:22:17Z,5557,[],LY3300054 + LY3321367,2017-04-19T02:22:17Z
0,2016-06-27T00:36:14Z,4370,[],LY3300054 + Necitumumab,2016-06-27T00:36:14Z
0,2016-06-27T00:35:26Z,4369,[],LY3300054 + Ramucirumab,2016-06-27T00:35:26Z
0,2017-04-19T02:11:53Z,5556,"[{'description': 'Limited information is currently available on LY3321367, a putative anti-TIM3 antibody (Apr 2017).', 'references': [{'id': 275, 'pubMedId': 10, 'title': '', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/10'}]}]",LY3321367,2017-04-19T02:11:53Z
0,2015-12-07T21:09:44Z,3267,"[{'description': 'LY341495 is a Group II glutamate receptor antagonist, which may inhibit growth of tumor cells expressing mGlu2 and/or mGlu3 (GRM3) (PMID: 23724064, PMID: 16053698).', 'references': [{'id': 4064, 'pubMedId': 16053698, 'title': 'Pharmacological blockade of group II metabotropic glutamate receptors reduces the growth of glioma cells in vivo.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/16053698'}, {'id': 4063, 'pubMedId': 23724064, 'title': 'Synergistic inhibition of survival, proliferation, and migration of U87 cells with a combination of LY341495 and Iressa.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/23724064'}]}]",LY341495,2015-12-07T21:09:44Z
0,2015-05-19T17:54:11Z,2709,"[{'description': 'LY364947 is an ATP competitive inhibitor of TGFBR1, which may block downstream signaling, proliferation, and migration in cancer cells (PMID: 16539403, PMID: 15709742).', 'references': [{'id': 2762, 'pubMedId': 16539403, 'title': 'Dihydropyrrolopyrazole transforming growth factor-beta type I receptor kinase domain inhibitors: a novel benzimidazole series with selectivity versus transforming growth factor-beta type II receptor kinase and mixed lineage kinase-7.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/16539403'}, {'id': 2763, 'pubMedId': 15709742, 'title': 'Kinetic characterization of novel pyrazole TGF-beta receptor I kinase inhibitors and their blockade of the epithelial-mesenchymal transition.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/15709742'}]}]",LY364847,2015-05-22T00:15:38Z
0,2015-06-04T15:49:19Z,2792,"[{'description': 'LY379196 inhibits the activity of PKC-beta1 and PKC-beta2, which may result in cell growth inhibition and disruption of the cell cycle (PMID: 17145886)', 'references': [{'id': 2955, 'pubMedId': 17145886, 'title': 'Protein kinase C beta enhances growth and expression of cyclin D1 in human breast cancer cells.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/17145886'}]}]",LY379196,2015-06-04T15:49:19Z
0,2015-04-17T19:14:51Z,2549,"[{'description': 'LY411575 is a gamma secretase inhibitor, which blocks Notch cleavage and activation, and may inhibit angiogenesis and tumor growth (PMID: 14709552).', 'references': [{'id': 2512, 'pubMedId': 14709552, 'title': 'Chronic treatment with the gamma-secretase inhibitor LY-411,575 inhibits beta-amyloid peptide production and alters lymphopoiesis and intestinal cell differentiation.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/14709552'}]}]",LY411575,2015-04-27T12:39:20Z
0,2016-10-17T16:29:39Z,4841,[],LY411575 + Paclitaxel,2016-10-17T16:29:39Z
