nctId,title
NCT02346955,Study of CM-24 (MK-6018) Alone and In Combination With Pembrolizumab (MK-3475) in Participants With Selected Advanced or Recurrent Malignancies (MK-6018-001)
NCT02348008,Phase Ib and Phase II Studies of MK-3475 in Combination + for Renal Cell Carcinoma
NCT02348216,A Phase 1-2 Multi-Center Study Evaluating KTE-C19 in Subjects With Refractory Aggressive Non-Hodgkin Lymphoma (ZUMA-1)
NCT02348255,NovoTTF-100A in Combination With Bevacizumab and Carmustine in Treating Patients With Glioblastoma Multiforme in First Relapse
NCT02348398,Phase II Study of Pazopanib and Topotecan in Cervical Cancer
NCT02348489,"SGI-110 in Adults With Untreated Acute Myeloid Leukemia (AML), Not Considered Candidates for Intensive Remission Induction"
NCT02349139,"Safety, Preliminary Efficacy and Pharmacokinetics of ASN001 in Metastatic Castrate Resistant Prostate Cancer"
NCT02349633,Study For Patients With NSCLC EGFR Mutations (Del 19 or L858R +/- T790M)
NCT02349867,"Gemcitabine Hydrochloride, Nab-Paclitaxel, Radiation Therapy, Sorafenib Tosylate,Vorinostat in Treating Previously Untreated Pancreatic Cancer Patients"
NCT02349958,Clinical Trial of Intraperitoneal Hyperthermic Chemotherapy
NCT02350673,A Study of Intravenous RO6895882 and MPDL3280A Combination in Patients With Locally Advanced and/or Metastatic Solid Tumors
NCT02350764,Evaluate the Mediators of Sensitivity and Resistance to Nivolumab in Patients With Advanced NSCLCs
NCT02351037,A Multicenter Open-Label Phase 2a Study of Ibrutinib With or Without Cytarabine in Subjects With Acute Myeloid Leukemia
NCT02351505,Selinexor in Treating Patients With Relapsed Small Cell Lung Cancer
NCT02351739,Study of the Combination of ACP-196 and Pembrolizumab in Subjects With Platinum-refractory Metastatic Bladder Cancer
NCT02352025,S-equol in Women With Triple Negative Breast Cancer
NCT02352558,"A Study of BBI608 in Adult Patients With Advanced, Refractory Hematologic Malignancies"
NCT02352844,"Everolimus in Patients With Advanced Solid Malignancies With TSC1, TSC2, NF1, NF2, or STK11 Mutations"
NCT02352948,"A Global Study to Assess the Effects of MEDI4736, Given as Monotherapy or in Combination With Tremelimumab Determined by PD-L1 Expression Versus Standard of Care in Patients With Locally Advanced or Metastatic Non Small Cell Lung Cancer"
NCT02353715,"Men With Metastatic Castrate-Resistant Prostate Cancer Treated With Either Sipuleucel-T (Provenge), Abiraterone Acetate (Zytiga) or Enzalutamide (Xtandi) Undergoing Cardiopulmonary EXercise Testing"
NCT02353728,Stem Cell Monitoring for CML Patients Undergoing Nilotinib Therapy
NCT02354131,Niraparib Versus Niraparib-bevacizumab Combination in Women With Platinum-sensitive Epithelial Ovarian Cancer (AVANOVA)
NCT02354547,A Study of SGT-53 in Children With Refractory or Recurrent Solid Tumors
NCT02354586,A Study of Niraparib in Patients With Ovarian Cancer Who Have Received at Least Three Previous Chemotherapy Regimens
NCT02355431,INCB039110 in Combination With Erlotinib in Non Small Cell Lung Cancer Patients With Epidermal Growth Factor Receptor (EGFR) Activating Mutations
NCT02355535,Procaspase Activating Compound-1 (PAC-1) in the Treatment of Advanced Malignancies
NCT02356159,Study of Palifermin (Kepivance) in Persons Undergoing Unrelated Donor Allogeneic Hematopoietic Cell Transplantation
NCT02357147,Study of the Safety and Efficacy of Amatuximab in Combination With Pemetrexed and Cisplatin in Subjects With Unresectable Malignant Pleural Mesothelioma (MPM). (ARTEMIS)
NCT02357810,Pazopanib Hydrochloride and Topotecan Hydrochloride in Treating Patients With Metastatic Soft Tissue and Bone Sarcomas
NCT02357836,Neoadjuvant Itraconazole in Non-small Cell Lung Cancer
NCT02358031,A Study of Pembrolizumab (MK-3475) for First Line Treatment of Recurrent or Metastatic Squamous Cell Cancer of the Head and Neck (MK-3475-048/KEYNOTE-048)
NCT02358187,A Vaccine Trial for Low Grade Gliomas
NCT02358200,Study of BMN-673 With Carboplatin and Paclitaxel in Patients With Advanced BRCA-mutated Solid Tumor or Triple Negative Metastatic Breast Cancer
NCT02358863,Molecularly Tailored Therapy for Patients With Metastatic Cancer of the Esophagus and Stomach (mEGA)
NCT02359019,Pembrolizumab in Treating Patients With Extensive Stage Small Cell Lung Cancer After Completion of Combination Chemotherapy
NCT02359565,"Pembrolizumab in Treating Younger Patients With Recurrent, Progressive, or Refractory High-Grade Gliomas or Diffuse Intrinsic Pontine Gliomas"
NCT02359851,Pembrolizumab in Treating Patients With Advanced Uveal Melanoma
NCT02360059,Metformin for Reduction of Paclitaxel-Related Neuropathy in Patients With Breast Cancer
NCT02360618,Metformin and Simvastatin Use in Bladder Cancer
NCT02362035,"ACP-196 in Combination With Pembrolizumab, for Treatment of Hematologic Malignancies (KEYNOTE145)"
NCT02362048,ACP-196 Alone and in Combination With Pembrolizumab in Subjects With Advanced or Metastatic Pancreatic Cancer
NCT02362594,Study of Pembrolizumab (MK-3475) Versus Placebo After Complete Resection of High-Risk Stage III Melanoma (MK-3475-054/KEYNOTE-054)
NCT02362997,Pembrolizumab After ASCT for Hodgkin Lymphoma and DLBCL
NCT02363283,Glembatumumab Vedotin in Treating Patients With Metastatic or Locally Recurrent Uveal Melanoma
NCT02364076,MK-3475 in Patients With Thymic Carcinoma
NCT02364609,Pembrolizumab and Afatinib in Patients With Non-small Cell Lung Cancer With Resistance to Erlotinib
NCT02364999,A Comparative Study Of PF-06439535 Plus Paclitaxel-Carboplatin And Bevacizumab Plus Paclitaxel-Carboplatin Patients With Advanced Non-Squamous NSCLC
NCT02365597,An Efficacy and Safety Study of JNJ-42756493 in Participants With Urothelial Cancer
NCT02365662,A Study Evaluating Safety and Pharmacokinetics of ABBV-221 in Subjects With Advanced Solid Tumor Types Likely to Exhibit Elevated Levels of Epidermal Growth Factor Receptor
NCT02365766,Study of Neoadjuvant Pembrolizumab in Combination With Gemcitabine Based Therapy in Cis-eligible or -Ineligible Subjects With Urothelial Cancer
NCT02365818,Safety and Efficacy of CG0070 Oncolytic Virus Regimen for High Grade Non-Muscle Invasive Bladder Cancer After BCG Failure
NCT02366130,Phase II Trial of Ra-223 Dichloride and Hormonal Treatment
NCT02366143,TBAA Phase III Study of MPDL3280A (Anti-PD-L1 Antibody) in Combination With Carboplatin + Paclitaxel With or Without Bevacizumab in Patients With Stage IV Non-squamous Non-small Cell Lung Cancer
NCT02366312,"A Phase 2, Single-center, Single-arm, Open Label Trial of Vismodegib in Patients With Keratocystic Odontogenic Tumors"
NCT02366494,Micro RNAs to Predict Response to Androgen Deprivation Therapy
NCT02366728,DC Migration Study for Newly-Diagnosed GBM
NCT02366949,Phase I Study of Oral BAY 1217389 in Combination With Intravenous Paclitaxel
NCT02367040,Copanlisib and Rituximab in Relapsed Indolent B-cell Non-Hodgkin's Lymphoma (iNHL)
NCT02367456,"A Combination Study of PF-04449913 (Glasdegib) and Azacitidine In 1st Line MDS, AML and CMML Patients"
NCT02367781,A Phase III Study of MPDL3280A (Anti-PD-L1 Antibody) in Combination With Carboplatin + Nab-Paclitaxel in Patients With Non-Squamous Non-Small Cell Lung Cancer
NCT02367794,A Phase III Study of MPDL3280A (Anti-PD-L1) in Combination With Carboplatin + Paclitaxel or Carboplatin + Nab-paclitaxel Compared With Carboplatin + Nab-paclitaxel in Patients With Stage IV Squamous Non-Small Cell Lung Cancer (NSCLC)
NCT02367859,Dabrafenib in Treating Patients With BRAF Mutated Ameloblastoma
NCT02368301,Expanded Access Treatment Protocol CA204-143
NCT02368691,Efficacy and Safety of GTx-024 in Patients With Androgen Receptor-Positive Triple Negative Breast Cancer (AR+ TNBC)
NCT02368886,Lower or Standard Dose Regorafenib in Treating Patients With Refractory Metastatic Colorectal Cancer
NCT02368951,"Phase I, Dose-escalation Trial of BAY1187982 in Subjects With Advanced Solid Tumors Known to Express Fibroblast Growth Factor Receptor 2 (FGFR2)"
NCT02368990,T790M Mutation Positive 2nd Line STandard of cAre Registry
NCT02369016,Phase III Copanlisib in Rituximab-refractory iNHL
NCT02369029,"BAY1238097, First in Man"
NCT02369874,Study of MEDI4736 Monotherapy and in Combination With Tremelimumab Versus Standard of Care Therapy in Patients With Head and Neck Cancer
NCT02370238,A Double-blind Study of Paclitaxel in Combination With Reparixin or Placebo for Metastatic Triple-Negative Breast Cancer
NCT02371369,PLX3397 Phase 3 Study for Pigmented Villonodular Synovitis (PVNS) or Giant Cell Tumor of the Tendon Sheath (GCT-TS)
NCT02372006,Phase I Trial of Afatinib in Pediatric Tumours
NCT02372227,"A Phase 1 Dose Escalation Study of VS-5584 Administered in Combination With VS-6063, in Subjects With Relapsed Malignant Mesothelioma"
NCT02372240,A Study of VLX1570 and Dexamethasone in Myeloma Patients
NCT02374099,Study to Assess the Efficacy and Safety of the Epigenetic Modifying Effects of CC-486 (Oral Azacitidine) in Combination With Fulvestrant
NCT02375555,"Study of Bortezomib,Lenalidomide,Dexamethasone & Elotuzumab in Newly Diagnosed MM"
NCT02375672,Study of Pembrolizumab in Combination With Chemotherapy for Patients With Advanced Colorectal Cancer
NCT02376166,Metformin for Rising PSA Remote Trial
NCT02376699,Safety Study of SEA-CD40 in Cancer Patients
NCT02379247,BYL719 and Nab-Paclitaxel in Locally Recurrent or Metastatic HER-2 Negative Breast Cancer
NCT02379390,Cabazitaxel Versus the Switch to Alternative AR Targeted Therapy Enzalutamide or Abiraterone in Metastatic Castration-Resistant Prostate Cancer (mCRPC) Primary Resistant Patients to Abiraterone or Enz (PRIMCAB)
NCT02379416,Combination Nilotinib and Paclitaxel in Adults With Relapsed Solid Tumors
NCT02379520,"HPV-16/18 E6/E7-Specific T Lymphocytes, Relapsed HPV-Associated Cancers, HESTIA (HESTIA)"
NCT02379585,Study of Short-term Fasting on Neoadjuvant Chemotherapy in Patients With Newly Diagnosed Breast Cancer
NCT02381080,Interaction Study of Ibrutinib and Cytochrome P450 (CYP) 3A Inhibitors in Participants With B-cell Malignancy
NCT02381236,G-202 in the Neoadjuvant Setting Followed by Radical Prostatectomy in Patients With Prostate Cancer
NCT02381314,Safety Study of MGA271 in Combination With Ipilimumab in Refractory Cancer
NCT02381535,Hsp90 Inhibitor AT13387 in Treating Patients With Locoregionally Advanced Squamous Cell Carcinoma of the Head and Neck Receiving Radiation Therapy and Cisplatin
NCT02381548,Phase I Trial of AZD1775 and Belinostat in Treating Patients With Relapsed or Refractory Myeloid Malignancies or Untreated Acute Myeloid Leukemia
NCT02381886,A Study of IDH305 in Patients With Advanced Malignancies That Harbor IDH1R132 Mutations
NCT02382406,Carboplatin/Nab-Paclitaxel and MK-3475 in NSCLC
NCT02382549,A Clinical Trial to Evaluate a Helper Peptide Vaccine Plus Vemurafenib in Melanoma
NCT02383212,Study of REGN2810 (Anti-PD-1) in Patients With Advanced Malignancies
NCT02383433,Regorafenib Plus Gemcitabine in Metastatic Pancreatic Cancer
NCT02383927,Phase II Study of Tipifarnib in Advanced Cancers With HRAS Mutations
NCT02384239,A Study of Palbociclib in Combination With Fulvestrant or Tamoxifen as Treatment for Metastatic Breast Cancer
NCT02384382,A Positron Emission Tomography/Computed Tomography (PET/CT) Bone Imaging Study in Patients Receiving Enzalutamide for Castration-Resistant Prostate Cancer (CRPC)
NCT02384746,Phase I Study of the Combination of MLN9708 and Fulvestrant
NCT02384954,ALT-803 in Patients With Relapse/Refractory Indolent B Cell Non-Hodgkin Lymphoma (iNHL) in Conjunction With Rituximab
NCT02385669,A Phase I/II Trial to Evaluate a Peptide Vaccine Plus Ipilimumab in Patients With Melanoma
NCT02386111,A Study of Varlilumab (Anti-CD27) and Sunitinib in Patients With Metastatic Clear Cell Renal Cell Carcinoma
NCT02386501,Dose Escalation Study of ADXS31-164 in Subjects With HER2 Expressing Solid Tumors
NCT02386826,"INC280 Combined With Bevacizumab to Evaluate Glioblastoma Multiforme, Metastatic Colorectal Cancer, and Metastatic Renal Cell Carcinoma Patients"
NCT02387125,"A Phase 1b Safety Study of CMB305 (Sequentially Administered LV305 and G305) in Patients With Locally Advanced, Relapsed, or Metastatic Cancer Expressing NY-ESO-1"
NCT02387216,A Study of MM-121 in Combination With Chemotherapy Versus Chemotherapy Alone in Heregulin Positive NSCLC
NCT02387996,A Study of Nivolumab in Participants With Metastatic or Unresectable Bladder Cancer
NCT02388906,Efficacy Study of Nivolumab Compared to Ipilimumab in Prevention of Recurrence of Melanoma After Complete Resection of Stage IIIb/c or Stage IV Melanoma (CheckMate 238)
NCT02389309,"A Trial of Dasatinib (PDGFR and SRC Inhibitor), Temsirolimus and Cyclophosphamide in Patients With Advanced Solid Tumors"
NCT02389751,A Study of Ganetespib in Combination With Chemoradiation
NCT02389764,Nintedanib For HER2-negative Metastatic Inflammatory Breast Cancer (MIBC)
NCT02390427,Phase Ib Dose-escalation Trial of Taselisib (GDC-0032) in Combination With Anti-HER2 Therapies in Participants With Advanced HER2+ Breast Cancer
NCT02390752,PLX3397 in Children and Young Adults With Refractory Leukemias and Refractory Solid Tumors Including Neurofibromatosis Type 1 (NF1) Associated Plexiform Neurofibromas (PN)
NCT02391116,Phase II Copanlisib in Relapsed/Refractory Diffuse Large B-cell Lymphoma (DLBCL)
NCT02391480,A Study Evaluating the Safety and Pharmacokinetics of ABBV-075 in Subjects With Cancer
NCT02391727,"Safety, Immunogenicity and Pharmacokinetics of SYN004 in Patients With Solid Tumors (SYN004_Ph_1)"
NCT02392507,A Study of Nab-Paclitaxel and Carboplatin Plus Necitumumab (LY3012211) in Participants With Stage IV Squamous NSCLC
NCT02392572,ONC201 in Relapsed/Refractory Acute Leukemias and High-risk Myelodysplastic Syndromes (HR-MDS)
NCT02392611,"Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of GS-5829 in Adults With Advanced Solid Tumors and Lymphomas"
NCT02392676,Olaparib Maintenance Treatment Versus Placebo in Patients With PSR Ovarian Cancer Who Are in CR or PR to Platinum-based Chemotherapy and Whose Tumours Carry sBRCAm or HRR-associated Genes Mutations
NCT02392793,Talazoparib Plus Irinotecan With or Without Temozolomide in Children With Refractory or Recurrent Solid Malignancies
NCT02393248,"Open-Label, Dose-Escalation Study of INCB054828 in Subjects With Advanced Malignancies"
NCT02393625,Study of Safety and Efficacy of Ceritinib in Combination With Nivolumab in Patients With ALK-positive Non-small Cell Lung Cancer
NCT02393690,Iodine I-131 With or Without Selumetinib in Treating Patients With Recurrent or Metastatic Thyroid Cancer
NCT02393755,Nintedanib and Capecitabine in Treating Patients With Refractory Metastatic Colorectal Cancer
NCT02393794,Romidepsin Plus Cisplatin in Locally Recurrent or Metastatic Triple Negative Breast Cancer (TNBC)
NCT02394652,The Potential for Metformin to Improve Tumor Oxygenation in Locally Advanced Cervix Cancer
NCT02395172,Avelumab in Non-Small Cell Lung Cancer (JAVELIN Lung 200)
NCT02395601,A Study Evaluating CPI-1205 in Patients With B-Cell Lymphomas
NCT02395627,Reversing Hormone Therapy Resistance With Epigenetic-Immune Modification
NCT02395666,Preventative Trial of Difluoromethylornithine (DFMO) in High Risk Patients With Neuroblastoma That is in Remission
NCT02396368,A Study of Radium-223 in Combination With Tasquinimod in Bone-only Metastatic Castration-Resistant Prostate Cancer
NCT02397083,Phase II Study of Intrauterine Device (IUD) Alone or in Combination With Everolimus in Endometrial Cancer
NCT02397720,A Study of Nivolumab (BMS-936558) in Combination With 5-azacytidine (Vidaza) for the Treatment of Patients With Refractory/ Relapsed Acute Myeloid Leukemia
NCT02399085,A Study to Evaluate the Safety and Efficacy of Lenalidomide With MOR00208 in Patients With R-R DLBCL
NCT02399137,A Phase 2 Study of MM-141 Plus Nab-paclitaxel and Gemcitabine in Front-line Metastatic Pancreatic Cancer
NCT02399215,Nintedanib in Treating Patients With Locally Advanced or Metastatic Neuroendocrine Tumors
NCT02399371,Pembrolizumab in Treating Patients With Malignant Mesothelioma
NCT02399813,Phase 2 Study of ADXS11-001 in Subjects With Anal Cancer or Cancer of the Rectum
NCT02399943,A Trial of Trametinib and Panitumumab in RAS/RAF Wild Type Advanced Colorectal Cancer
NCT02400242,Study of ACY-241 Alone and in Combination With Pomalidomide and Dexamethasone in Multiple Myeloma
NCT02400255,Crenolanib Maintenance Following Allogeneic Stem Cell Transplantation in FLT3-positive Acute Myeloid Leukemia Patients
NCT02400281,Study of Crenolanib Combined With Chemotherapy in FLT3-mutated Acute Myeloid Leukemia Patients
NCT02400385,A Phase II Trial of Sunitinib and Nivolumab for KIT-mutated Advanced Melanoma
NCT02400476,A Study Looking the Incidence and Severity of Diarrhea in Patients With Early-Stage HER2+ Breast Cancer Treated With Neratinib and Loperamide
NCT02400814,MPDL3280A and Stereotactic Ablative Radiotherapy in Patients With Non-small Cell Lung Cancer
NCT02401048,A Multi-Center Study of Ibrutinib in Combination With MEDI4736 in Subjects With Relapsed or Refractory Lymphomas
NCT02401295,"ATRA, Celecoxib, and Itraconazole as Maintenance"
NCT02401347,Talazoparib Beyond BRCA (TBB) Trial
NCT02401542,A Phase 2 Study of B-701 in Treatment of Locally Advanced or Metastatic Urothelial Cell Carcinoma
NCT02401815,A Study of PLX9486 as a Single Agent and in Combination With PLX3397 in Patients With Advanced Solid Tumors Including GIST
NCT02402036,A Biomarker Study in Patients Getting Regorafenib for Metastatic Colorectal Cancer
NCT02402348,"Pilot Study of Metformin in HNSCC to Investigate the Effects of MF, Tumor Genotype and MF-genotype Interactions, on Tumor Metabolism and Anoikis"
NCT02402712,Phase IIIb Study to Evaluate the Safety and Tolerability of Herceptin SC With Perjeta and Docetaxel in Patients With HER2-positive Advanced Breast Cancer
NCT02402764,Phase 2 Trial of Selinexor (KPT-330) for Metastatic TNBC
NCT02402920,Phase I Trial of MK-3475 and Concurrent Chemo/Radiation for the Elimination of Small Cell Lung Cancer
NCT02403193,Trial of PBF-509 and PDR001 in Patients With Advanced Non-small Cell Lung Cancer (NSCLC) (AdenONCO)
NCT02403271,A Multi-Center Study of Ibrutinib in Combination With MEDI4736 in Subjects With Relapsed or Refractory Solid Tumors
NCT02403310,A Study of Selinexor in Combination With Daunorubicin and Cytarabine for Untreated AML
NCT02403505,Discovery Stage Clinical Study About Oncology Drugs and Single Nucleotide Polymorphisms
NCT02403895,AZD2014 and Weekly Paclitaxel in Squamous NSCLC
NCT02404441,Phase I/II Study of PDR001 in Patients With Advanced Malignancies
NCT02404480,PTC596 in Patients With Advanced Solid Tumors
NCT02406508,Sequential Melphalan for Use With Hepatic Delivery System Treatment Followed by Sorafenib in Patients With Unresectable HCC
NCT02406521,Exploratory Study of Radium-223 and Vascular Endothelial Growth Factor-Targeted Therapy in Patients With Metastatic Renal Cell Carcinoma and Bone Metastases
NCT02406742,"A Phase 1/2, Open-label, Dose Finding Study to Evaluate CC-122 in Combination With Rituximab, Ibrutinib and Obinutuzumab in Subjects With Relapsed/Refractory CLL/SLL (ENHANCE)"
NCT02407054,A Study of Enzalutamide and LY3023414 in Men With Prostate Cancer
NCT02407171,Evaluating the Combination of MK-3475 and Sterotactic Body Radiotherapy in Patients With Metastatic Melanoma or NSCLC
NCT02407405,Selumetinib in Treating Patients With Neurofibromatosis Type 1 and Plexiform Neurofibromas That Cannot Be Removed by Surgery
NCT02407990,"Study of the Safety, Pharmacokinetics and Antitumor Activities of BGB-A317 in Subjects With Advanced Tumors"
NCT02408042,Study of Pembrolizumab With Chemotherapy in Patients With Advanced Lymphoma (PembroHeme)
NCT02408861,Nivolumab and Ipilimumab in Treating Patients With Advanced HIV Associated Solid Tumors
NCT02409134,Cognitive Function and Patient-Reported Quality of Life Outcomes Investigation in Patients Taking Vorinostat
NCT02409342,A Comparative Study of MPDL3280A (Anti-PDL1 Antibody) With Cisplatin or Carboplatin + Pemetrexed in Patients With Stage IV Non-Squamous Non-Small Cell Lung Cancer (NSCLC)
NCT02409355,A Study of MPDL3280A Compared With Gemcitabine + Cisplatin or Carboplatin in Patients With Stage IV Squamous Non-Small Cell Lung Cancer
NCT02410512,A Dose-Escalation Study of the Safety and Pharmacokinetics of MOXR0916 and MPDL3280A in Patients With Locally Advanced or Metastatic Solid Tumors
NCT02411448,A Study of Ramucirumab (LY3009806) in Combination With Erlotinib in Participants With EGFR Mutation-Positive Metastatic NSCLC
NCT02411656,MK-3475 for Metastatic Inflammatory Breast Cancer (MIBC)
NCT02411786,A Phase I Study of a DNA Vaccine Encoding Androgen Receptor Ligand-Binding Domain (AR LBD) +/-GMCSF
NCT02412371,A Study Evaluating the Efficacy and Tolerability of Veliparib in Combination With Paclitaxel/Carboplatin-Based Chemoradiotherapy Followed by Veliparib and Paclitaxel/Carboplatin Consolidation in Subjects With Stage III Non-Small Cell Lung Cancer
NCT02412462,Phase I Dose Escalation Study of AB-16B5 in Subjects With an Advanced Solid Malignancy
NCT02412475,Epigenetic Reprogramming in Relapse AML
NCT02412670,Chemotherapy Before Surgery in Treating Patients With High Grade Upper Urinary Tract Cancer
NCT02412722,"Safety, Tolerability, and Pharmacokinetics of MLN0128 as a Single Agent and in Combination With Paclitaxel in Adults With Advanced Nonhematologic Malignancies"
NCT02413827,A Study of Varlilumab (Anti-CD27) and Ipilimumab and CDX-1401 in Patients With Unresectable Stage III or IV Melanoma
NCT02413853,Combination Chemotherapy and Bevacizumab With or Without PRI-724 in Treating Patients With Newly Diagnosed Metastatic Colorectal Cancer
NCT02414139,Clinical Study of Oral cMET Inhibitor INC280 in Adult Patients With Advanced Non-small Cell Lung Cancer Who Have Received One or Two Prior Lines of Therapy
NCT02414165,P2/3 Randomized Study of Toca 511 & Toca FC Versus SOC in Subjects Undergoing Surgery for Recurrent GBM/AA (Toca5)
NCT02414516,A Dose-Escalation Study of OBP-801 in Patients With Advanced Solid Tumors
NCT02414646,Trastuzumab Emtansine in Treating Older Patients With Human Epidermal Growth Factor Receptor 2-Positive Stage I-III Breast Cancer
NCT02414724,Ribociclib and Gemcitabine Hydrochloride in Treating Patients With Advanced Solid Tumors or Lymphoma
NCT02415608,Ibrutinib in Treating Patients With Advanced Systemic Mastocytosis
NCT02415621,Adaptive Abiraterone Therapy for Metastatic Castration Resistant Prostate Cancer
NCT02415881,Phase I Panitumumab IRDye800 Optical Imaging Study
NCT02416908,Study of CLAG + Selinexor in Relapsed or Refractory Acute Myeloid Leukemia
NCT02417701,TORC1/2 Inhibitor MLN0128 in Treating Patients With Stage IV or Recurrent Lung Cancer
NCT02417753,"AZD9150, a STAT3 Antisense Oligonucleotide, in People With Malignant Ascites"
NCT02418000,A Study of E6201 for the Treatment of Advanced Hematologic Malignancies With FLT3 Mutation
NCT02419417,Study of BMS-986158 in Subjects With Select Advanced Solid Tumors
NCT02419495,Selinexor in Combination With Standard Chemotherapy
NCT02419560,Optimal Dose Finding Study ABT-199 and Ibrutinib in MCL
NCT02419755,Bortezomib and Vorinostat in Younger Patients With Refractory or Relapsed MLL Rearranged Hematologic Malignancies
NCT02420613,Study of Suberoylanilide Hydroxamic Acid (SAHA) With Temsirolimus in Children With Diffuse Intrinsic Pontine Glioma (DIPG)
NCT02420652,Metformin Hydrochloride and Aspirin in Treating Patients With Hormone-Dependent Prostate Cancer That Has Progressed After Surgery or Radiation Therapy
NCT02420691,LEE011 in Neuroendocrine Tumors of Foregut Origin
NCT02420717,Ruxolitinib or Dasatinib With Chemotherapy in Patients With Philadelphia Chromosome (Ph)-Like Acute Lymphoblastic Leukemia (ALL)
NCT02420795,Study of Oral ONC201 in Patients With Relapsed/Refractory Non-Hodgkin's Lymphoma
NCT02420821,A Study of MPDL3280A (Anti-Programmed Death Ligand 1 [PD-L1] Antibody) in Combination With Bevacizumab Versus Sunitinib in Patients With Untreated Advanced Renal Cell Carcinoma
NCT02420860,Study of Elotuzumab With Lenalidomide as Maintenance After Autologous Stem Cell Transplant (ASCT)
NCT02420912,"Nivolumab With Ibrutinib for Relapsed, Refractory or High-Risk Untreated Patients With Chronic Lymphocytic Leukemia (CLL)"
NCT02421939,A Study of ASP2215 Versus Salvage Chemotherapy in Patients With Relapsed or Refractory Acute Myeloid Leukemia (AML) With FMS-like Tyrosine Kinase (FLT3) Mutation
NCT02422381,MK-3475 and Gemcitabine in Non-Small Cell Lung Cancer (NSCLC)
NCT02422589,"A Phase I, Multi-center, Open Label, Drug-drug Interaction Study to Assess the Effect of Ceritinib on the Pharmacokinetics of Warfarin and Midazolam in Patients With ALK-positive Advanced Tumors"
NCT02422615,Study of Efficacy and Safety of LEE011 in Postmenopausal Women With Advanced Breast Cancer.
NCT02422979,Study of RM-1929 and Photoimmunotherapy in Patients With Recurrent Head and Neck Cancer
NCT02423057,Phase I Trial of 4'-Thio-2'-Deoxycytidine (TdCyd) in Patients With Advanced Solid Tumors
NCT02423343,"A Study of Galunisertib (LY2157299) in Combination With Nivolumab in Advanced Refractory Solid Tumors and in Recurrent or Refractory NSCLC, Hepatocellular Carcinoma, or Glioma"
NCT02423525,Safety Study of Afatinib for Brain Cancer
NCT02423863,"In Situ, Autologous Therapeutic Vaccination Against Solid Cancers With Intratumoral Hiltonol"
NCT02423902,A Study of Ad-RTS-hIL-12 With Veledimex in Subjects With Breast Cancer
NCT02423915,Fucosylated T Cells for Graft Versus Host Disease (GVHD) Prevention
NCT02423954,Study of Nivolumab Plus Chemotherapy in Patients With Advanced Cancer (NivoPlus)
NCT02424617,A Study of BGB324 in Combination With Erlotinib in Patients With Non-Small Cell Lung Cancer
NCT02425306,Safety Study of a Helper Peptide Vaccine Plus Adjuvant Combinations for the Treatment of Melanoma
NCT02425683,Study of Colorectal Cancer Patients (Stage IIIC) With Either Regorafenib or Standard of Care (No Treatment) After Adjuvant FOLFOX
NCT02425891,A Study of MPDL3280A in Combination With Nab-Paclitaxel Compared With Placebo With Nab-Paclitaxel for Patients With Previously Untreated Metastatic Triple Negative Breast Cancer
NCT02426125,A Study of Ramucirumab (LY3009806) Plus Docetaxel in Participants With Urothelial Cancer
NCT02426723,Clinical Study of CWP232291 in Relapsed or Refractory Myeloma Patients
NCT02426892,Nivolumab and HPV-16 Vaccination in Patients With HPV-16 Positive Incurable Solid Tumors
NCT02427451,"Bcl-2 Inhibitor GDC-0199 in Combination With Obinutuzumab and Ibrutinib in Treating Patients With Relapsed, Refractory, or Previously Untreated Chronic Lymphocytic Leukemia"
NCT02427581,Safety and Immunogenicity of a Personalized Synthetic Long Peptide Breast Cancer Vaccine Strategy in Patients With Persistent Triple-Negative Breast Cancer Following Neoadjuvant Chemotherapy
NCT02427620,A Study of Ibrutinib Plus Rituximab With Hyper-CVAD Consolidation in Newly Diagnosed Young Patients With Mantle Cell Lymphoma
NCT02427893,Trial of Vemurafenib and Cobimetinib in Patients With Advanced BRAFV600 Mutant Melanoma
NCT02428192,Nivolumab in Treating Patients With Advanced Uterine Leiomyosarcoma
NCT02428270,A Study of GSK2256098 and Trametinib in Advanced Pancreatic Cancer
NCT02428712,"A Study of PLX8394 as a Single Agent in Patients With Advanced, Unresectable Solid Tumors"
NCT02428855,Phase II Trial of Dasatinib in Patients With Isocitrate Dehydrogenase (IDH)-Mutant Advanced Intrahepatic Cholangiocarcinoma
NCT02429193,Biomarkers of Androgen Response and Resistance In Evolution During a Rising PSA (BARRIER-P)
NCT02429375,Mocetinostat (MGCD0103) Plus Brentuximab Vedotin (SGN-35) in Patients With Relapsed or Refractory Hodgkin Lymphoma
NCT02429466,Study of the Hypomethylating Drug SGI-110 Plus Cisplatin in Relapsed Refractory Germ Cell Tumors
NCT02429843,A Study of TRC105 in Combination With Paclitaxel/Carboplatin and Bevacizumab in Non-Squamous Cell Lung Cancer
NCT02430480,Using Multiparametric MRI to Evaluate Intraprostatic Tumor Responses and Androgen Resistance Patterns in Newly Diagnosed Prostate Cancer
NCT02431169,Genomic Landscape of EGFR Mutant NSCLC Prior to Erlotinib and at the Time of Disease Progression
NCT02431208,A Study of Atezolizumab (Anti-Programmed Death Ligand 1 [PD-L1] Antibody) Administered With or Without Lenalidomide in Participants With Multiple Myeloma (MM)
