,id,therapyName,Drug_id
2,3546,Lumretuzumab,8129
0,6311,Doxorubicin + Lurbinectedin,7219
1,1195,Lurbinectedin,7219
2,4979,Lurbinectedin + Irinotecan,7219
3,1197,Lurbinectedin + Paclitaxel,7219
4,1196,Lurbinectedin + Paclitaxel + Bevacizumab,7219
0,4442,LXH 254,8456
1,4443,LXH 254 + PDR001,8456
0,2711,LY2109761,7672
1,3809,LY2109761 + Paclitaxel,7672
0,3522,LY2275796,8117
0,3470,Cytarabine + Idarubicin + LY2510924,7783
1,2846,LY2510924,7783
2,4210,LY2510924 + MEDI4736,7783
3,4810,LY2510924 + Sunitinib,7783
0,6174,Gemcitabine + LY2603618,8933
1,6173,LY2603618,8933
2,6175,LY2603618 + Pemetrexed,8933
0,6168,Gemcitabine + LY2780301,6940
1,800,LY2780301,6940
0,801,LY2784544,6941
0,1030,LY2801653,7147
1,5744,LY2801653 + LY2874455,7147
2,4208,LY2801653 + Ramucirumab,7147
0,5744,LY2801653 + LY2874455,7398
1,2032,LY2874455,7398
0,4315,LY2880070,8406
1,4420,LY2880070 + Gemcitabine,8406
0,3911,E6201 + LY294002,7181
1,6229,Gefitinib + LY294002,7181
2,1062,LY294002,7181
3,3746,LY294002 + RU-SKI 43,7181
4,2676,Sirolimus + LY294002,7181
0,3268,LY3009120,7999
0,5512,Cobimetinib + LY3022855 + Vemurafenib,7376
1,5778,Cyclophosphamide + GVAX pancreatic cancer vaccine + LY3022855 + Pembrolizumab,7376
2,2004,LY3022855,7376
3,4215,LY3022855 + MEDI4736,7376
4,4216,LY3022855 + Tremelimumab,7376
0,1215, LY3023414 + Letrozole ,7186
1,5175,Abemaciclib + LY3023414,7186
2,1069,LY3023414,7186
3,1214,LY3023414 + Midazolam ,7186
4,6247,LY3023414 + Prexasertib,7186
5,4372,LY3039478 + LY3023414,7186
0,4373,Abemaciclib + LY3039478,7872
1,4375,Carboplatin + Gemcitabine + LY3039478,7872
2,4374,Cisplatin + Gemcitabine + LY3039478,7872
3,2958,LY3039478,7872
4,4372,LY3039478 + LY3023414,7872
5,4383,LY3039478 + NSC156529,7872
6,4371,LY3039478 + Taladegib,7872
0,3164,LY3076226,7964
0,3562,LY3127804 ,8139
0,1969,LY3164530,7371
0,5811,LY3200882,8806
0,4588,LY3214996,8491
1,4591,LY3214996 + Abemaciclib,8491
2,4589,LY3214996 + Midazolam,8491
3,4590,LY3214996 + nab-paclitaxel + Gemcitabine,8491
0,4368,LY3300054,8435
1,5557,LY3300054 + LY3321367,8435
2,4370,LY3300054 + Necitumumab,8435
3,4369,LY3300054 + Ramucirumab,8435
0,5557,LY3300054 + LY3321367,8717
1,5556,LY3321367,8717
0,3267,LY341495,7998
0,2709,LY364847,7670
0,2792,LY379196,7743
0,5670,7RH + LY411575,7578
1,2549,LY411575,7578
2,4841,LY411575 + Paclitaxel,7578
0,3798,LY5,8244
1,3866,LY5 + Selumetinib,8244
2,3863,LY5 + Trametinib,8244
0,2710,LY550410,7671
0,5653,LY900009,8734
0,5812,LYC-55716,8807
0,2080,LYS6KAKT1,7418
0,6281,LZM009,8962
0,4522,M-COPA,8475
0,1037,MSC2363318A,7156
0,5453,MS44,8695
0,6059,M3541,8903
0,5892,M7583,8849
0,5860,M7824,8834
0,4614,MAGE-A3 vaccine,8495
0,2166,Bevacizumab + Marizomib,7440
1,6108,EDO-S101 + Marizomib,7440
2,2143,Marizomib,7440
3,3813,Marizomib + Panobinostat,7440
4,3812,Marizomib + Vorinostat,7440
0,3889,GLA-SE + MART-1 antigen,8239
1,3787,MART-1 antigen,8239
0,4257,Gemcitabine + Masitinib,6944
1,804,Masitinib,6944
0,3560,MBG453,8137
0,5652,MBQ-167,8733
0,3270,MCCK1,8001
0,5771,MCLA-128,8790
0,6236,Cyclophosphamide + Doxorubicin + Paclitaxel + MCS110,7775
1,2838,MCS110,7775
2,5072,MCS110 + PDR001,7775
0,1970,ME-344 ,7372
1,2174,ME-344 + Topotecan,7372
0,3479,ME22S,8093
0,2407,MEDI-551,7513
0,4762,MEDI-570,8536
0,4708,MEDI-573,8527
1,4710,MEDI-573 + Sirolimus,8527
2,4709,MEDI-573 + Vistusertib,8527
0,5791,Durvalumab + MEDI0457,8798
1,5790,MEDI0457,8798
0,3838,MEDI0562,8263
1,3839,MEDI0562 + MEDI4736,8263
2,3840,MEDI0562 + Tremelimumab,8263
0,2546,MEDI0639,7575
0,3120,MEDI0680,7949
1,3121,MEDI0680 + MEDI4736,7949
0,1176,MEDI3617,7214
0,5217,Enzalutamide + MEDI3726,8637
1,5216,MEDI3726,8637
0,5589,MEDI4736 + MEDI5083,8724
1,5588,MEDI5083,8724
0,3481,MEDI5117,8095
1,3486,MEDI5117 + Cisplatin + Gemcitabine,8095
2,3484,MEDI5117 + Docetaxel,8095
3,3487,MEDI5117 + Doxorubucin,8095
4,3483,MEDI5117 + Gefitinib,8095
5,3482,MEDI5117 + Paclitaxel,8095
6,3489,MEDI5117 + Pemetrexed,8095
7,3488,MEDI5117 + Topotecan,8095
0,3119,MEDI6383,7948
0,1653,MEDI6469,7308
0,5762,MEDI7247,8783
0,4727,MEDI4736 + MEDI9090,8533
1,4726,MEDI9090 ,8533
0,5457,MEDI9197,8696
1,5458,MEDI9197 + MEDI4736,8696
0,3089,MEDI9447,7934
0,2401,Medroxyprogesterone,593
1,5203,Medroxyprogesterone + Entinostat,593
0,806,MEHD7945A,6946
1,1342,MEHD7945A + Cobimetinib,6946
2,4683,MEHD7945A + Radiotherapy,6946
0,3012,Melan-A/MART-1 peptide vaccine,7909
0,3016,MELITAC 12.1 Peptide Vaccine ,7912
0,2459,Aldesleukin + Melphalan + Sargramostim,1030
1,6258,Basiliximab + 90Y basiliximab + Carmustine + Cytarbine + Etoposide + Melphalan,1030
2,2288,Bortezomib + Fludarabine + Melphalan,1030
3,4976,Busulfan + Gemcitabine + Melphalan + Panobinostat,1030
4,2558,Busulfan + Melphalan,1030
5,2559,Carboplatin + Etoposide + Melphalan + Vincristine,1030
6,2587,Carboplatin + Melphalan,1030
7,3359,Carmustine + Cytarabine + Etoposide + Melphalan,1030
8,2236,Clofarabine + Melphalan,1030
9,1373,Cyclophosphamide + Fludarabine + Melphalan + Sirolimus,1030
10,4228,Cyclophosphamide + Fludarabine + Melphalan + Tacrolimus,1030
11,5900,Dactinomycin + Ipilimumab + Melphalan,1030
12,4221,Dexamethasone + Melphalan + Selinexor,1030
13,2100,Docetaxel + Gemcitabine + Melphalan,1030
14,2562,Etoposide + Melphalan,1030
15,2237,Fludarabine + Melphalan,1030
16,1847,lenalidomide + Fludarabine + Melphalan,1030
17,1207,Melphalan,1030
18,1852,Melphalan + Bortezomib + Thalidomide + Dexamethasone,1030
19,5344,Melphalan + PVX-410,1030
0,2903,Meso-TR3,7826
0,6029,Mesothelin CAR-T cells,8896
0,2204,Abraxane + Gemcitabine + Metformin,323
1,1576,Atorvastatin + Metformin,323
2,3823,BGB-324 + Metformin,323
3,3223,BI2536 + Metformin,323
4,2203,Carboplatin + Metformin + Pemetrexed,323
5,5950,Cisplatin + Gemcitabine + Metformin,323
6,2205,Cisplatin + Metformin,323
7,1443,Dabrafenib + Trametinib + Metformin,323
8,2202,Enzalutamide + Metformin,323
9,4290,Everolimus + Letrozole + Metformin,323
10,5102,Everolimus + Metformin,323
11,5049,JPH203 + Metformin,323
12,1140,Lapatinib + Metformin,323
13,1031,Metformin,323
14,3784,Metformin + AGI-5198,323
15,2817,Metformin + Aldoxorubicin,323
16,1792,Metformin + Cytarabine,323
17,4610,Metformin + Doxycycline,323
18,1828,Metformin + Erlotinib,323
19,5302,Metformin + Nivolumab,323
20,6101,Metformin + Pertuzumab + Trastuzumab + Carboplatin + Docetaxel,323
21,3689,Metformin + PEXG,323
22,4919,Metformin + Ritonavir,323
23,1829,Metformin + Simvastatin,323
24,4982,Metformin + Sorafenib,323
25,2959,Metformin + Vandetanib,323
26,5197,MLN0128 + Metformin,323
27,5908,OPC + Metformin,323
28,1381,Paclitaxel + Carboplatin + Metformin,323
29,1593,Sirolimus + Metformin,323
30,1325,Temsirolimus + Metformin,323
31,1210,Vemurafenib + Metformin ,323
0,2564,Aldoxorubicin + Cisplatin + Filgrastim + Methotrexate + Vinblastine,553
1,2668,Aldoxorubicin + Cisplatin + Methotrexate + Vincristine,553
2,5965,Arsenic trioxide + Cytarabine + Methotrexate + Tretinoin,553
3,6155,Blinatumomab + Cytarabine + Dexamethasone + Methotrexate + Ponatinib,553
4,2669,Carboplatin + Methotrexate + Rituximab,553
5,1922,Cetuximab + Docetaxel + Methotrexate ,553
6,1840,Cetuximab + Methotrexate,553
7,2673,Cyclophosphamide + Methotrexate + Vincristine  ,553
8,1848,Cyclophosphamide + Methotrexate + Vincristine + Pegaspargase ,553
9,2345,Cytarabine + Dexamethasone+ Methotrexate ,553
10,3195,Cytarabine + Methotrexate ,553
11,2048,Cytarabine + Methotrexate + Ponatinib,553
12,3216,Cytarabine + Methotrexate + Prednisone,553
13,3194,Mercaptopurine + Methotrexate + Prednisone + Vincristine,553
14,1639,Methotrexate,553
15,2449,Methotrexate + Cisplatin + Cyclophosphamide + Vincristine,553
16,1865,Methotrexate + Cytarabine + Leucovorin,553
17,5474,Methotrexate + UNC2025,553
18,5352,Ribociclib + Methotrexate,553
19,5448,Selinexor + Fludarabine phosphate + Cytarabine + Methotrexate + Prednisone,553
20,2304,Sirolimus + Methotrexate,553
21,2238,Sirolimus + Tacrolimus + Methotrexate,553
22,3321,Tacrolimus + Methotrexate,553
23,1422,Vandetanib + Cyclophosphamide + Methotrexate,553
24,1824,Vincristine + Methotrexate + Mercaptopurine,553
0,1032,methylnaltrexone,4809
1,1661,Methylnaltrexone + 5-FU,4809
0,2089,MF tricyclic,7427
0,2936,MFGR1877S,7853
0,5893,MG 98,8850
0,5813,MGA012,8808
0,3058,Ipilimumab + MGA271,7798
1,2863,MGA271,7798
2,2864,MGA271 + Pembrolizumab,7798
0,808,MGAH22,6947
1,3728,MGAH22 + Pembrolizumab,6947
0,809,MGCD265,6948
1,1127,MGCD265 + Docetaxel,6948
2,1126,MGCD265 + Erlotinib,6948
3,4942,MGCD265 + Nivolumab,6948
0,1655,MGCD516,7309
1,4943,MGCD516 + Nivolumab,7309
0,3093,MGD007,7938
0,6060,MGD013,8904
0,2897,MGFR1877S,7821
0,6006,MI-503,8890
0,1582,MI-63,7290
0,2471,Azacitidine + Midostaurin,6949
1,5379,BMS-754807 + Midostaurin,6949
2,4655,Bortezomib + Midostaurin + MEC,6949
3,3137,Cytarabine + Daunorubicin + Midostaurin,6949
4,6095,Cytarabine + Midostaurin,6949
5,1769,Decitabine + Midostaurin,6949
6,5380,Linsitinib + Midostaurin,6949
7,810,Midostaurin,6949
8,5008,Midostaurin + SCH772984,6949
0,3053,Eribulin + Mifepristone,824
1,2603,Mifepristone,824
2,4350,Mifepristone + Nab-paclitaxel,824
3,6030,Mifepristone + Pembrolizumab,824
0,5814,MIK665,8809
0,2654,PHA-848125AC,7629
0,4338,mipsagargin,8425
0,4432,MitoMet-10,8454
1,4451,MitoMet-10 + Radiotherapy,8454
0,1716,fluorouracil + mitomycin,7209
1,2524,Gemcitabine + interferon + Mitomycin C + Valrubicin ,7209
2,1133,Mitomycin C,7209
3,1686,Valproic Acid + Mitomycin C,7209
4,1134,Veliparib + Mitomycin C,7209
0,4655,Bortezomib + Midostaurin + MEC,1191
1,4363,Cladribine + Cytarabine + Filgrastim + Mitoxantrone,1191
2,4024,Crenolanib + Cytarabine + Mitoxantrone,1191
3,3649,Custirsen + Mitoxantrone + Prednisone,1191
4,3431,Cytarabine + Daunorubicin + Etoposide + Mitoxantrone,1191
5,3686,Cytarabine + Dexamethasone + Idarubicin + Mitoxantrone,1191
6,2393,Cytarabine + Mitoxantrone,1191
7,1740,Mitoxantrone,1191
8,1752,Mitoxantrone + Etoposide + Cytarabine,1191
0,6218,MIW815,8940
1,6219,MIW815 + PDR001,8940
0,6038,MK-1308,8898
1,6039,MK-1308 + Pembrolizumab,8898
0,5347,MK-1454,8670
1,5348,MK-1454 + Pembrolizumab,8670
0,3017,AZD8055 + MK-1775,7067
1,3197,Belinostat + MK-1775,7067
2,5410,Everolimus + MK-1775,7067
3,3414,MEDI4736 + MK-1775,7067
4,822,MK-1775,7067
5,1194,MK-1775 + Carboplatin ,7067
6,3800,MK-1775 + Carboplatin + Paclitaxel,7067
7,1725,MK-1775 + Cisplatin,7067
8,4284,MK-1775 + Doxorubicin,7067
9,1279,MK-1775 + Gemcitabine,7067
10,1361,MK-1775 + Irinotecan,7067
11,3140,MK-1775 + Olaparib,7067
12,1567,MK-1775 + Paclitaxel,7067
13,1566,MK-1775 + PF-00477736,7067
14,4186,MK-1775 + Radiotherapy,7067
15,2713,MK-1775 + Temozolomide,7067
0,4470,MK-1966,8463
1,4471,MK-1966 + SD-101,8463
0,6130,MK-2118,8921
1,6131,MK-2118 + Pembrolizumab,8921
0,4233,MK-4101,8384
0,2829,MK-4166,7767
0,4212,MK-4280,8379
1,4213,MK-4280 + Pembrolizumab,8379
0,2331,MK-5108,7489
1,4010,MK-5108 + Docetaxel,7489
0,5218,MK-7684,8638
1,5219,MK-7684 + Pembrolizumab,8638
0,3153,MK-8242,7959
0,3302,MK-8353,8022
1,5269,MK-8353 + Pembrolizumab,8022
0,2328,MK-8745,7486
0,6170,Gemcitabine + MK-8776,7393
1,2027,MK-8776,7393
0,815,MK0752,6952
0,5193,ABT-737 + MK2206 + Trametinib,6953
1,4188,Anastrozole + MK2206,6953
2,4966,AZD8055 + MK2206,6953
3,6169,Bendamustine + MK2206 + Rituximab,6953
4,2193,Dinaciclib + MK2206,6953
5,4747,DZNep + MK2206,6953
6,1097,Erlotinib + MK2206,6953
7,4189,Fulvestrant + MK2206,6953
8,1548,Goserelin + MK2206,6953
9,4751,GSK343 + MK2206,6953
10,6200,Idelalisib + MK2206,6953
11,5163,Imatinib + MK2206,6953
12,6057,KRIBB11 + MK2206,6953
13,4007,Lapatinib + MK2206,6953
14,816,MK2206,6953
15,1393,MK2206 + hydroxychloroquine,6953
16,3893,MK2206 + Paclitaxel,6953
17,3957,MK2206 + Palbociclib,6953
18,2875,MK2206 + Romidepsin,6953
19,4997,MK2206 + SCH772984,6953
20,1098,MK2206 + Selumetinib,6953
21,4749,MK2206 + Tazemetostat,6953
22,4664,MK2206 + Temsirolimus,6953
23,4653,MK2206 + Trametinib,6953
24,1494,MK2206 + Trastuzumab,6953
25,4635,MK2206 + Vemurafenib,6953
26,1727,Regorafenib + Sorafenib + MK2206,6953
27,3478,Ridaforolimus + MK2206,6953
0,817,MK2461,6954
0,3251,MK8033,7991
0,3884,ML264,8285
0,2662,ML323,7637
0,4811,ML364,8548
0,3777,MLN0905,8232
1,3778,MLN0905 + Rituximab,8232
0,1033,MLN1117,7149
1,1283,MLN1117 + Sapanisertib,7149
2,3318,MLN1117 + TAK-659,7149
3,5731,Paclitaxel + MLN0128 + MLN1117,7149
0,4199,MLN1202,8377
1,4200,MLN1202 + Nivolumab,8377
0,2175,MLN0128 + MLN2480,7152
1,1034,MLN2480,7152
2,2176,MLN2480 + Alisertib,7152
3,4198,MLN2480 + Nivolumab,7152
4,2177,MLN2480 + Paclitaxel,7152
5,4794,MLN2480 + Selumetinib,7152
0,6164,Azacitidine + MLN4924,7319
1,5214,Decitabine + MLN4924,7319
2,6033,Docetaxel + MLN4924,7319
3,1688,MLN4924,7319
4,5017,MLN4924 + PLX4720,7319
0,2333,MLN8054,7491
0,819,MM-111,6956
1,1892,Paclitaxel + Trastuzumab + MM-111,6956
0,1073,MM-141,7190
1,1249,MM-141 + Abraxane + Gemcitabine,7190
2,1248,MM-141 + Everolimus,7190
0,4532,Fluorouracil + Irinotecan + Leucovorin + MM-151,6958
1,821,MM-151,6958
0,1401,MM-302,7251
1,1888,MM-302 + Trastuzumab,7251
0,5758,MM-310,8779
0,4102,MN58b,8351
1,4104,MN58b + Fluorouracil,8351
2,4103,MN58b + Gemcitabine,8351
3,4105,MN58b + Oxaliplatin,8351
0,3264,Brentuximab vedotin + Mocetinostat,7899
1,5037,Cytarabine + Mocetinostat,7899
2,3128,Gemcitabine + Mocetinostat,7899
3,4378,MEDI4736 + Mocetinostat,7899
4,3002,Mocetinostat,7899
5,4944,Mocetinostat + Nivolumab,7899
6,6042,Mocetinostat + Pembrolizumab + SGI-110,7899
0,2968,Mogamulizumab ,7880
1,3843,Mogamulizumab + Nivolumab,7880
2,6332,Mogamulizumab + Utomilumab,7880
0,2380,Erlotinib + Momelotinib,6959
1,823,Momelotinib,6959
2,1860,Momelotinib + Trametinib,6959
0,5847,Ibrutinib + MOR208,8796
1,5784,Idelalisib + MOR208,8796
2,5843,Lenalidomide + MOR208,8796
3,5783,MOR208,8796
4,5785,MOR208 + Venetoclax,8796
0,4651,MOR209/ES414,8503
0,824,Motesanib,6960
1,1694,Motesanib + Carboplatin,6960
2,1695,Motesanib + Paclitaxel,6960
0,2128,motexafin gadolinium,7428
0,3101,Aldoxorubicin + MEDI4736 + Motolimod,7936
1,5679,Cetuximab + Motolimod,7936
2,3413,Cyclophosphamide + Pegfilgrastim + VTX-2337,7936
3,3091,Motolimod,7936
4,5609,Motolimod + Pegylated liposomal-doxorubicin,7936
0,3236,MOv18IgE,7980
0,5451,Atezolizumab + MOXR0916,7685
1,2729,MOXR0916,7685
0,2540,MP-124,7570
0,5776,Alisertib + MP7,8788
1,5769,MP7,8788
0,2772,MPC-3100,7723
0,3458,MPI-0479605,8083
0,3449,Mps-BAY1,8078
1,3453,Mps-BAY1 + Paclitaxel,8078
0,3450,Mps-BAY2a,8079
1,3454,Mps-BAY2a + Paclitaxel,8079
0,3451,Mps-BAY2b,8080
1,3452,Mps-BAY2b + Paclitaxel,8080
0,3424,Mps1-IN-1,8073
0,3425,Mps1-IN-2,8074
0,3455,MPS1-IN-3,8081
1,3456,MPS1-IN-3 + Vincristine,8081
0,2658,MPT0E028,7633
0,4717,JQ1 + MRK-003,7200
1,1084,MRK-003,7200
2,3491,MRK-003 + Paclitaxel,7200
3,4716,MRK-003 + Radiotherapy,7200
4,3492,MRK-003 + SCH772984,7200
0,2418,MRT-92,7523
0,5016,MRX-2843,8593
0,1035,MRX34,7153
0,6314,MS201408-0005A,8968
1,6317,MS201408-0005A + MS201408-0005B,8968
2,6318,MS201408-0005A + MS201408-0005C,8968
0,6317,MS201408-0005A + MS201408-0005B,8969
1,6315,MS201408-0005B,8969
0,6318,MS201408-0005A + MS201408-0005C,8970
1,6316,MS201408-0005C,8970
0,4774,GDC-0941 + MS417,8042
1,3335,MS417,8042
0,3336,MS436,8043
0,1036,MSC2015103B,7154
0,1398,MSC2156119J,7249
0,3616,MSC2490484A ,8175
1,5546,MSC2490484A  + Cisplatin + Etoposide,8175
0,2848,MSX-122,7785
0,4875,MT1,8566
0,4269,Atezolizumab + MTIG7192A ,8394
1,4268,MTIG7192A ,8394
0,6181,Gemcitabine + MU380,8934
1,6182,Hydroxyurea + MU380 ,8934
2,6180,MU380,8934
0,2904,MUC16ecto CAR T cells,7827
0,6125,MV-NIS,8919
1,6127,MV-NIS + Atezolizumab,8919
0,1273,MVA-MUC1-IL2 vaccine,7231
1,4435,MVA-MUC1-IL2 vaccine + Nivolumab,7231
0,1038,MVAp53,7157
1,1958,MVAp53 + Gemcitabine,7157
2,5547,MVAp53 + Pembrolizumab,7157
0,5706,MVT-1075,8756
1,5801,MVT-1075 + MVT-5873,8756
0,5801,MVT-1075 + MVT-5873,8762
1,5712,MVT-5873,8762
2,5713,MVT-5873 + Gemcitabine + nab-paclitaxel,8762
0,4775,MX69,8540
0,2722,MYB vaccine,7679
0,3434,Bortezomib + Cyclosporine + Mycophenolate,7348
1,2281,Cyclophosphamide + Fludarabine + Mycophenolate mofetil,7348
2,5714,Cyclosporine + Fludarabine phosphate + Mycophenolate mofetil + Sirolimus,7348
3,2272,Cyclosporine + Mycophenolate mofetil,7348
4,2270,Cyclosporine + Mycophenolate mofetil + Sirolimus,7348
5,3948,Cyclosporine + Mycophenolate mofetil + Tacrolimus,7348
6,1845,Mycophenolate mofetil,7348
0,3507,Mycro3,8106
0,4262,MYL-1401O,8393
1,4263,MYL-1401O + Paclitaxel,8393
0,3510,MYRA-A,8109
0,5185,N-Arachidonoyl Dopamine ,8628
0,619,Abraxane,6828
1,1144,Abraxane + Avastin + Gemcitabine,6828
2,1950,Abraxane + Azacitidine,6828
3,1496,Abraxane + Bevacizumab + Erlotinib,6828
4,1957,Abraxane + Carboplatin + Cetuximab,6828
5,1859,Abraxane + Cisplatin + Carboplatin,6828
6,1956,Abraxane + Cisplatin + Cetuximab,6828
7,2204,Abraxane + Gemcitabine + Metformin,6828
8,2429,Abraxane + Gemcitabine + Sorafenib + Vorinostat,6828
9,2490,Abraxane + Nilotinib,6828
10,2489,Abraxane + Nivolumab,6828
11,2039,Abraxane + Ramucirumab,6828
12,1380,Abraxane + Temozolomide + Bevacizumab,6828
13,3313,ACY-1215 + nab-paclitaxel,6828
14,1226,Alisertib + Abraxane,6828
15,3095,ALT-803 + Gemcitabine + nab-paclitaxel,6828
16,6048,APX005M + Gemcitabine + nab-paclitaxel,6828
17,6049,APX005M + Gemcitabine + nab-paclitaxel + Nivolumab,6828
18,4915,ASG-5ME + Nab-paclitaxel,6828
19,3946,Atezolizumab + Carboplatin + nab-Paclitaxel,6828
20,3947,Atezolizumab + Gemcitabine + nab-paclitaxel,6828
21,3049,Atezolizumab + nab-paclitaxel,6828
22,2630,BBI608 + Gemcitabine + nab-paclitaxel,6828
23,1261,Bevacizumab + Abraxane,6828
24,1367,BKM120 + Abraxane,6828
25,5904,BMS-813160 + Gemcitabine + nab-paclitaxel,6828
26,3249,BVD-523 + Gemcitabine + nab-paclitaxel,6828
27,1870,BYL719 + Gemcitabine + Abraxane,6828
28,2503,BYL719 + nab-paclitaxel,6828
29,2634,Carboplatin + nab-paclitaxel,6828
30,2599,Carboplatin + nab-paclitaxel + Necitumumab,6828
31,5591,Carboplatin + nab-paclitaxel + Pembrolizumab,6828
32,3127,Cetuximab + nab-paclitaxel,6828
33,4087,Cisplatin + Gemcitabine + nab-paclitaxel + Nivolumab + Paricalcitol,6828
34,3126,Cisplatin + nab-paclitaxel,6828
35,2639,Demcizumab + Gemcitabine + nab-paclitaxel,6828
36,1372,Dovitinib + Gemcitabine + Abraxane,6828
37,3621,FABLOx,6828
38,3163,Gemcitabine + MEDI4736 + nab-paclitaxel,6828
39,5940,Gemcitabine + Nab-Paclitaxel + mFOLFOX-6,6828
40,4252,Gemcitabine + nab-paclitaxel + Necuparanib,6828
41,6047,Gemcitabine + nab-paclitaxel + Nivolumab,6828
42,4340,Gemcitabine + nab-paclitaxel + PF-04136309,6828
43,2560,Gemcitabine + nab-paclitaxel + Selinexor,6828
44,2497,Gemcitabine + nab-paclitaxel + Sonidegib,6828
45,4412,Gemcitabine + nab-paclitaxel + Vantictumab,6828
46,4342,Gemcitabine + nab-paclitaxel + VS-4718,6828
47,5484,INCB024360 + Nivolumab + Gemcitabine + nab-paclitaxel,6828
48,2978,Ipilimumab + nab-paclitaxel,6828
49,4590,LY3214996 + nab-paclitaxel + Gemcitabine,6828
50,3100,MEDI4736 + nab-paclitaxel,6828
51,4350,Mifepristone + Nab-paclitaxel,6828
52,1249,MM-141 + Abraxane + Gemcitabine,6828
53,5713,MVT-5873 + Gemcitabine + nab-paclitaxel,6828
54,1489,Nab-paclitaxel + Carboplatin + Bevacizumab,6828
55,1490,Nab-paclitaxel + Carboplatin + Trastuzumab,6828
56,1779,Nab-paclitaxel + Gemcitabine,6828
57,1268,nab-paclitaxel + GSK1120212,6828
58,3112,nab-paclitaxel + Palbociclib,6828
59,4023,nab-paclitaxel + Pembrolizumab,6828
60,4723,Nintedanib + Gemcitabine + nab-paclitaxel,6828
61,2582,Oblimersen + Temozolomide + nab-paclitaxel,6828
62,5482,Olaratumab + nab-paclitaxel + Gemcitabine,6828
63,1984,Panitumumab + Abraxane + Carboplatin,6828
64,4904,Pembrolizumab + Paricalcitol + Gemcitabine + nab-paclitaxel,6828
65,5796,PU-H71 + nab-paclitaxel,6828
66,1907,T-DM1 + Lapatinib + Abraxane,6828
67,1799,Vismodegib + Gemcitabine + Abraxane,6828
0,3380,Nab-Rapamycin,8059
1,5931,Nab-Rapamycin + Nivolumab,8059
2,5030,Nab-Rapamycin + Temozolomide + Irinotecan,8059
0,3818,NanoHHI,8252
0,3246,Narnatumab,7990
0,4404,Natalizumab,103
0,5564,NAV-2729,8719
0,5773,Navicixizumab,8792
0,2597,Abiraterone + Navitoclax,6961
1,5319,ABT-263 + Alpelisib + CGM097 + Trametinib,6961
2,5318,ABT-263 + Alpelisib + Dabrafenib + Erlotinib,6961
3,5316,ABT-263 + Alpelisib + Erlotinib + Trametinib,6961
4,5317,ABT-263 + CGM097 + Dabrafenib + PF-04217903,6961
5,5315,ABT-263 + CGM097 + Trametinib,6961
6,6112,Barasertib + Navitoclax,6961
7,5664,BETd-246 + Navitoclax,6961
8,5105,BKM120 + Navitoclax,6961
9,5412,Cabozantinib + Navitoclax,6961
10,5411,Crizotinib + Navitoclax,6961
11,6064,G-TPP + Navitoclax,6961
12,4446,GDC-0941 + Navitoclax,6961
13,5106,Ipatasertib + Navitoclax,6961
14,825,Navitoclax,6961
15,1521,navitoclax + gemcitabine ,6961
16,5245,Navitoclax + ONC201,6961
17,3065,Navitoclax + Osimertinib,6961
18,5413,Navitoclax + Paclitaxel,6961
19,4998,Navitoclax + SCH772984,6961
20,1872,Navitoclax + Sorafenib,6961
21,5955,Navitoclax + TAK-901,6961
22,3530,Navitoclax + Vemurafenib,6961
23,6187,Navitoclax + Venetoclax,6961
24,2960,PLX4720 + Navitoclax,6961
25,1303,Trametinib + Dabrafenib + Navitoclax,6961
26,1386,Trametinib + Navitoclax,6961
0,2984,NAX014,7891
0,1429,NC-4016,7259
0,5578,Cetuximab + Fluorouracil + NC-6004,8721
1,5626,Gemcitabine + NC-6004,8721
2,5577,NC-6004,8721
0,2405,NC043,7511
0,3068,NCDM-32B,7923
0,2870,ND-2110,7804
0,2869,ND-2158,7803
0,2871,ND-346,7805
0,5363,Afatinib + Necitumumab,7068
1,2599,Carboplatin + nab-paclitaxel + Necitumumab,7068
2,4370,LY3300054 + Necitumumab,7068
3,826,Necitumumab,7068
4,3498,Necitumumab + FOLFOX,7068
5,4973,Necitumumab + Gemcitabine + Carboplatin,7068
6,2882,Necitumumab + Gemcitabine + Cisplatin,7068
7,4380,Necitumumab + Osimertinib,7068
8,3085,Necitumumab + Pemetrexed + Cisplatin,7068
0,4252,Gemcitabine + nab-paclitaxel + Necuparanib,8389
1,4251,Necuparanib,8389
0,5152,Nelipepimut-S Plus GM-CSF,8620
0,4732,NEO-PV-01,8534
1,4733,NEO-PV-01 + poly ICLC,8534
0,3006,NeoVax melanoma vaccine,7903
0,1543,Capecitabine + Neratinib,6962
1,1118,Cetuximab + Neratinib,6962
2,5705,Fulvestrant + Neratinib,6962
3,4871,GDC-0032 + Neratinib,6962
4,3379,Gedatolisib + Neratinib,6962
5,6012,LJM716 + Neratinib,6962
6,828,Neratinib,6962
7,5401,Neratinib + Everolimus,6962
8,5101,Neratinib + Paclitaxel,6962
9,3187,Neratinib + Paclitaxel + Pertuzumab + Trastuzumab,6962
10,5402,Neratinib + Palbociclib,6962
11,6013,Neratinib + Pertuzumab,6962
12,5011,Neratinib + Selumetinib,6962
13,5029,Neratinib + Temozolomide,6962
14,5403,Neratinib + Trametinib,6962
15,4359,Neratinib + Trastuzumab,6962
16,1906,Neratinib + trastuzumab emtansine,6962
17,1505,Paclitaxel + Neratinib + Doxorubicin + Cyclophosphamide,6962
