id,therapyName
4820,Cetuximab + EGCG
1916,Cetuximab + Encorafenib
3292,Cetuximab + Fluorouracil + Irinotecan + Floxuridine
5578,Cetuximab + Fluorouracil + NC-6004
2180,Cetuximab + FOLFIRI
2184,Cetuximab + FOLFIRINOX
2182,Cetuximab + FOLFOX
4948,Cetuximab + Hu5F9-G4
4557,Cetuximab + IC
2065,Cetuximab + Imprime PGG
3383,Cetuximab + IPH2201
1926,Cetuximab + Ipilimumab
1874,Cetuximab + Irinotecan
6288,Cetuximab + Irinotecan + Utomilumab
5951,Cetuximab + JNJ 38877605
1672,Cetuximab + Lapatinib
4647,Cetuximab + lenalidomide
6338,Cetuximab + LSN3074753
6309,Cetuximab + Lumretuzumab
4559,Cetuximab + Mannitol
1840,Cetuximab + Methotrexate
5679,Cetuximab + Motolimod
3127,Cetuximab + nab-paclitaxel
1118,Cetuximab + Neratinib
4761,Cetuximab + Nivolumab
1921,Cetuximab + Paclitaxel + Carboplatin + Erlotinib
2145,Cetuximab + PEGPH20
6208,Cetuximab + PLX4720
1993,Cetuximab + Prexasertib
5661,Cetuximab + Prexasertib + Radiotherapy
3790,Cetuximab + Savolitinib
4543,Cetuximab + SCH772984
4536,Cetuximab + Selumetinib
4540,Cetuximab + Selumetinib + Vemurafenib
4568,Cetuximab + Sunitinib
3505,Cetuximab + Trametinib
1413,Cetuximab + Trastuzumab
2066,Cetuximab + Urelumab
6209,Cetuxmab + Sorafenib
2825,CFG920
3463,CFI-400936
4029,CFI-400945
3464,CFI-401870
5853,CFI-402257
5855,CFI-402257 + unspecified PD-1 antibody
2523,CG0070
5434,CG200745
2694,CGI1746
2077,CGM097
2285,CGM097 + LGX818
5314,CGM097 + Trametinib
4285,CGP-082996
2082,CGP049090
3901,CGP57380
3864,Ch282-5
3865,Ch282-5 + Oxaliplatin
2152,CH5132799
3040,CH5132799 + Everolimus
3039,CH5132799 + Trastuzumab
2815,CH5137291
2765,CH5138303
1998,Chiauranib
3003,Chidamide
4689,Chidamide + Nivolumab
3035,Chlorambucil
2342,Chlorambucil + Obinutuzumab + TGR-1202
4752,Chlorambucil + Ofatumumab
5544,Chlorambucil + Rituximab
3005,CHR-3996
4016,CHZ868
699,CI-1040
3158,CID1067700
6004,cIIIA4
4551,CIMAvax-EGF
4941,CIMAvax-EGF + Nivolumab
4312,Cirmtuzumab
5480,Cirmtuzumab + Ibrutinib
4313,Cirmtuzumab + Paclitaxel
700,Cisplatin
3651,Cisplatin + Custirsen + Gemcitabine
2354,Cisplatin + Cytarabine + Dexamethasone
3391,Cisplatin + Dexamethasone + Gemcitabine + Rituximab
1987,Cisplatin + Docetaxel + Cetuximab
1930,Cisplatin + Docetaxel + Fluorouracil
2372,Cisplatin + Docetaxel + Nintedanib
1927,Cisplatin + Doxorubicin + Cyclophosphamide
1851,Cisplatin + Doxorubicin + Cyclophosphamide + Etoposide
4926,Cisplatin + DPP-23
5630,Cisplatin + Durvalumab + Pemetrexed
2585,Cisplatin + Etoposide
6002,Cisplatin + Etoposide + GSK3052230
4922,Cisplatin + Etoposide + Nivolumab
1375,Cisplatin + Etoposide + Paclitaxel + Carboplatin + Erlotinib
5145,Cisplatin + Etoposide + Pembrolizumab
2504,Cisplatin + Etoposide + Sonidegib
5920,Cisplatin + ETP-46464
2296,Cisplatin + Everolimus + Gemcitabine
6083,Cisplatin + Everolimus + Paclitaxel
1833,Cisplatin + Fluorouracil
1849,Cisplatin + Fluorouracil + Hydroxyurea
6051,Cisplatin + Fluorouracil + Pembrolizumab
2297,Cisplatin + Fluorouracil + Vincristine
4176,Cisplatin + Gemcitabine + INCB054828
4374,Cisplatin + Gemcitabine + LY3039478
5950,Cisplatin + Gemcitabine + Metformin
4087,Cisplatin + Gemcitabine + nab-paclitaxel + Nivolumab + Paricalcitol
5511,Cisplatin + Gemcitabine + Nivolumab
6025,Cisplatin + Gemcitabine + PDR001
3248,Cisplatin + Gemcitabine + Pembrolizumab
6091,Cisplatin + Gemcitabine + Silmitasertib
2289,Cisplatin + Gemcitabine + Sirolimus 
5462,Cisplatin + Gemcitabine + Sorafenib
3110,Cisplatin + Gemcitabine + VX-970
4631,Cisplatin + JQ1
5554,Cisplatin + KPT-185
2205,Cisplatin + Metformin
3126,Cisplatin + nab-paclitaxel
4760,Cisplatin + Nivolumab
4675,Cisplatin + NSC59984
6195,Cisplatin + NU6027
5604,Cisplatin + NVP-BHG712
3860,Cisplatin + OPB-31121
1812,Cisplatin + Paclitaxel
1451,Cisplatin + Paclitaxel + Bevacizumab + Olaparib 
4734,Cisplatin + Palbociclib
3256,Cisplatin + Pembrolizumab
1857,Cisplatin + Pemetrexed
6026,Cisplatin + Pemetrexed + PDR001
3600,Cisplatin + Perifosine
1994,Cisplatin + Prexasertib
2993,Cisplatin + Romidepsin 
5351,Cisplatin + SAR405838
5553,Cisplatin + Selinexor
2212,Cisplatin + Sorafenib + Tamoxifen
5324,Cisplatin + Talazoparib
4933,Cisplatin + Trabectedin
4260,Cisplatin + TRX-E-002-1
5922,Cisplatin + VE-821
4286,Cisplatin + Veliparib + Vinorelbine
3993,Cisplatin + Veliparib + VX-970
5241,Cisplatin + Vinorelbine + Gemcitabine + Docetaxel + Pemetrexed + Carboplatin
3109,Cisplatin + VX-970
3311,Citarinostat
701,Cixutumumab
5396,CJM112
5329,CK-101
1767,Cladribine
4363,Cladribine + Cytarabine + Filgrastim + Mitoxantrone
3178,Cladribine + Cytarabine + Plerixafor
3502,CLM3
2350,Clobetasol + Regorafenib
1746,Clofarabine
2374,Clofarabine + Cytarabine + Sorafenib
1782,Clofarabine + Etoposide + Cyclophosphamide
2236,Clofarabine + Melphalan
1464,CLR457
4246,CM-24
4247,CM-24 + Pembrolizumab
4318,CMB305
2164,cMet RNA CAR T cells
4503,CmpdA
2687,CNX-774
1003,CO1686
4962,CO1686 + Crizotinib
1004,Cobimetinib
4609,Cobimetinib + Bevacizumab + Atezolizumab
1160,Cobimetinib + GDC-0068
5512,Cobimetinib + LY3022855 + Vemurafenib
2208,Cobimetinib + Paclitaxel
4171,Cobimetinib + Venetoclax
3995,Cobimetinib + XL888 + Vemurafenib
4518,Codrituzumab
3607,COG112
4701,Coltuximab Ravtansine
5857,COM701
1458,Conatumumab
3401,Conatumumab + Ganitumab
5928,Conjugated estrogens/bazedoxifene
995,Copanlisib
5593,Copanlisib + Letrozole
1276,Copanlisib + Paclitaxel
5594,Copanlisib + Palbociclib + Letrozole
3018,Copanlisib + Refametinib
2974,coxsackievirus A21
3136,coxsackievirus A21 + Pembrolizumab
3404,CP-31398
2335,CP-673451
5156,"CP-724,714"
5157,"CP-724,714 + XMU-MP-2"
3465,Cpd-5
2033,CPI-0610
4714,CPI-0610 + Doxorubicin
2733,CPI-1205
2942,CPI-169
5510,CPI-169 + RN-1
4633,CPI-203
3571,CPI-444 
4484,CPI-455
4485,CPI-455 + Erlotinib
4488,CPI-455 + Lapatinib
4486,CPI-455 + Vemurafenib
3589,CPUY201112
4341,CPX-351
4391,CPX-351 + Cytarabine + Filgrastim + Fludarabine 
705,Crenolanib
2637,Crenolanib + Cytarabine + Daunorubicin
4024,Crenolanib + Cytarabine + Mitoxantrone
5943,Crenolanib + Paclitaxel + Ramucirumab
1864,Crenolanib + Sorafenib
706,Crizotinib
3601,Crizotinib + Cyclophosphamide + Topotecan
3377,Crizotinib + Dacomitinib
1252,Crizotinib + Dasatinib
2446,Crizotinib + Enzalutamide
6028,Crizotinib + Gemcitabine
1526,Crizotinib + Itraconazole	
3440,Crizotinib + Lapatinib
5411,Crizotinib + Navitoclax
4355,Crizotinib + Onalespib
4958,Crizotinib + Osimertinib
1153,Crizotinib + Pazopanib
1155,Crizotinib + Pazopanib + Pemetrexed
1151,Crizotinib + Pemetrexed
4787,Crizotinib + PLX4720
1483,Crizotinib + Rifampin
1525,Crizotinib + Rifampin + Itraconazole
4070,Crizotinib + Rucaparib
4480,Crizotinib + Trametinib
3442,Crizotinib + Trastuzumab + Paclitaxel
4648,Crizotinib + Vemurafenib
708,CRLX101
1213,CRLX101 + Bevacizumab
5155,CRLX101 + Fluorouracil + Radiotherapy
4348,CRLX101 + Olaparib
5906,Crofelemer
1460,Crolibulin
1461,Crolibulin + Cisplatin
2641,CRS-207
5170,CRS-207 + Cyclophosphamide + GVAX panc vaccine + INCB024360 + Pembrolizumab
3512,CRS-207 + GVAX
5169,CRS-207 + INCB024360 + Pembrolizumab
5716,CRS-207 + Pembrolizumab
5439,CRT 0066101
3415,cryptotanshinone
6202,CS-11
6141,CS1001
5065,CT-707
5067,CT-707 + PHA-665752
5954,CT-P6
5472,CT16
4661,CT20p
1142,CTO + Temozolomide
3899,CTX-1
3900,CTX-1 + Nutlin-3
1005,CUDC-101
709,CUDC-907
4447,CUDC-907 + Rituximab
3643,Custirsen
3648,Custirsen + Docetaxel
3646,Custirsen + Docetaxel + Prednisone
3649,Custirsen + Mitoxantrone + Prednisone
5243,CV301
5244,CV301 + Nivolumab
5618,CVX-060
5620,CVX-060 + Regorafenib
5623,CVX-060 + Sorafenib
5622,CVX-060 + Sunitinib
5619,CVX-241
5621,CVX-241 + Irinotecan
3115,CWP232228
3081,CWP232291
5208,CX-072
5209,CX-072 + Ipilimumab
5210,CX-072 + Vemurafenib
5709,CX-2009
4963,CX-5461
4969,CX-5461 + CX-6258
3675,CX-6258
710,CY503
711,CYC116
1774,Cyclopamine
4113,Cyclopamine + Posaconazole
1148,Cyclophosphamide
1997,Cyclophosphamide + Cetuximab
1800,Cyclophosphamide + Cisplatin + Vincristine 
1783,Cyclophosphamide + Cytarabine
2697,Cyclophosphamide + Dasatinib + Temsirolimus
2046,Cyclophosphamide + Dexamethasone + Doxorubicin + Vincristine 
5888,Cyclophosphamide + Dexamethasone + Lenalidomide
2482,Cyclophosphamide + Doxorubicin + Etoposide + Vincristine 
6236,Cyclophosphamide + Doxorubicin + Paclitaxel + MCS110
4679,Cyclophosphamide + Doxorubicin + Paclitaxel + Ruxolitinib
4248,Cyclophosphamide + Doxorubicin + Prednisone
3266,Cyclophosphamide + Doxorubicin + Prednisone + Vincristine 
2353,Cyclophosphamide + Doxorubicin + Vincristine 
4280,Cyclophosphamide + DPX-Survivac
4238,Cyclophosphamide + DPX-Survivac + INCB024360 
3217,Cyclophosphamide + Etoposide
2450,Cyclophosphamide + Etoposide + Topotecan
2291,Cyclophosphamide + Fludarabine
1373,Cyclophosphamide + Fludarabine + Melphalan + Sirolimus
4228,Cyclophosphamide + Fludarabine + Melphalan + Tacrolimus
2281,Cyclophosphamide + Fludarabine + Mycophenolate mofetil
3627,Cyclophosphamide + Fludarabine + Obinutuzumab
5468,Cyclophosphamide + Fludarabine + Ofatumumab
2339,Cyclophosphamide + Fludarabine + Rituximab 
6217,Cyclophosphamide + Fludarabine phosphate + iC9/CAR.19/IL15-Transduced CB-NK
5328,Cyclophosphamide + Fludarabine phosphate + Nivolumab
1895,Cyclophosphamide + Fluorouracil + Docetaxel + Epirubicin  
5079,Cyclophosphamide + GVAX colorectal cancer vaccine + Pembrolizumab
3622,Cyclophosphamide + GVAX pancreatic cancer vaccine 
5778,Cyclophosphamide + GVAX pancreatic cancer vaccine + LY3022855 + Pembrolizumab
4473,Cyclophosphamide + GVAX pancreatic cancer vaccine + Pembrolizumab
4365,Cyclophosphamide + JCAR014 + MEDI4736
4019,Cyclophosphamide + LCL161
2673,Cyclophosphamide + Methotrexate + Vincristine  
1848,Cyclophosphamide + Methotrexate + Vincristine + Pegaspargase 
5173,Cyclophosphamide + ONCOS-102 + Pembrolizumab
1980,Cyclophosphamide + Paclitaxel
1898,Cyclophosphamide + Paclitaxel + Trastuzumab 
5848,Cyclophosphamide + PD 0360324
4684,Cyclophosphamide + Pegaspargase + Vincristine
3413,Cyclophosphamide + Pegfilgrastim + VTX-2337
4891,Cyclophosphamide + Pembrolizumab
2308,Cyclophosphamide + Pentostatin
4615,Cyclophosphamide + poly ICLC  + Sargramostim
2488,Cyclophosphamide + Prednisone + Rituximab + Vincristine
3221,Cyclophosphamide + Prednisone + Vincristine
2360,Cyclophosphamide + Sorafenib + Topotecan
2590,Cyclophosphamide + Topotecan
1479,Cyclophosphamide + Topotecan + Bevacizumab
1650,Cyclosporine
5714,Cyclosporine + Fludarabine phosphate + Mycophenolate mofetil + Sirolimus
2272,Cyclosporine + Mycophenolate mofetil
2270,Cyclosporine + Mycophenolate mofetil + Sirolimus
3948,Cyclosporine + Mycophenolate mofetil + Tacrolimus
5927,CYD-2-11
2528,CYP17 lyase inhibitor ASN001
712,Cytarabine
5038,Cytarabine + Dacinostat
3731,Cytarabine + Dasatinib + Fludarabine  + Idarubicin
2391,Cytarabine + Daunorubicin + Etoposide
3431,Cytarabine + Daunorubicin + Etoposide + Mitoxantrone
3543,Cytarabine + Daunorubicin + Idarubicin
3137,Cytarabine + Daunorubicin + Midostaurin
3219,Cytarabine + Daunorubicin + Pacritinib
3185,Cytarabine + Daunorubicin + Panobinostat
6092,Cytarabine + Daunorubicin + PF-06747143
5536,Cytarabine + Daunorubicin + Samalizumab
3686,Cytarabine + Dexamethasone + Idarubicin + Mitoxantrone
2345,Cytarabine + Dexamethasone+ Methotrexate 
2392,Cytarabine + Etoposide
3183,Cytarabine + Ficlatuzumab
4271,Cytarabine + Filgrastim + Fludarabine
6329,Cytarabine + Filgrastim + Fludarabine + Idarubicin + Venetoclax
2294,Cytarabine + Fludarabine
3193,Cytarabine + Fludarabine + Idarubicin
3732,Cytarabine + Fludarabine + Leucovorin + Panobinostat
3535,Cytarabine + Fludarabine + Prexasertib
3182,Cytarabine + GDC-0199
1606,Cytarabine + Idarubicin
1850,Cytarabine + Idarubicin + Dasatinib
3573,Cytarabine + Idarubicin + Ibrutinib
4499,Cytarabine + Idarubicin + indoximod
3470,Cytarabine + Idarubicin + LY2510924
3192,Cytarabine + Idarubicin + Nivolumab
2232,Cytarabine + Idarubicin + Sirolimus
5959,Cytarabine + Idarubicin + Venetoclax
3213,Cytarabine + Idarubicin + Volasertib
4395,Cytarabine + Idasanutlin
3195,Cytarabine + Methotrexate 
2048,Cytarabine + Methotrexate + Ponatinib
3216,Cytarabine + Methotrexate + Prednisone
6095,Cytarabine + Midostaurin
2393,Cytarabine + Mitoxantrone
5037,Cytarabine + Mocetinostat
3887,Cytarabine + OXi4503
5036,Cytarabine + Panobinostat
2466,Cytarabine + Pri-724
5509,Cytarabine + RN-1
4968,Cytarabine + RO6839921
5035,Cytarabine + Romidepsin
6259,Cytarabine + Ulocuplumab
1802,Cytarabine + Vismodegib
4506,Cytarabine + Volasertib
3,Dabrafenib
4778,Dabrafenib + Digoxin + Trametinib
1357,Dabrafenib + Durvalumab + Trametinib
5650,Dabrafenib + Everolimus + Trametinib
4524,Dabrafenib + Gefitinib
4004,Dabrafenib + GSK2126458
2200,Dabrafenib + GSK2141795
6176,Dabrafenib + INCB039110 + Trametinib
1257,Dabrafenib + Ipilimumab
1258,Dabrafenib + Ipilimumab + Trametinib
2478,Dabrafenib + Lapatinib
4754,Dabrafenib + Nivolumab + Trametinib
1233,Dabrafenib + Pazopanib
1302,Dabrafenib + Rabeprazole + Rifampin
1388,Dabrafenib + Rosuvastatin + Midazolam
4544,Dabrafenib + SCH772984
4797,Dabrafenib + Selumetinib
2201,Dabrafenib + Trametinib + GSK2141795
1443,Dabrafenib + Trametinib + Metformin
6023,Dabrafenib + Trametinib + PDR001
5270,Dabrafenib + Trametinib + Phenformin
1154,Dacarbazine
6157,Dacarbazine + Doxorubicin + Pembrolizumab +Vinblastine
5296,Dacarbazine + Doxorubicin + Vinblastine + Nivolumab
5034,Dacinostat
3048,Daclizumab
714,Dacomitinib
2601,Dactinomycin
5900,Dactinomycin + Ipilimumab + Melphalan
1244,dalantercept  
1245,Dalantercept + Axitinib
3834,Dalantercept + Cisplatin
3837,Dalantercept + Doxorubicin
2364,Dalantercept + Sorafenib
715,Dalotuzumab
716,Danusertib
6069,Danusertib + Fulvestrant
4999,Danusertib + SCH772984
2552,DAPT
1630,Daratumumab
6282,Daratumumab + Dexamethasone + Ixazomib
4853,Daratumumab + Dexamethasone + Lenalidomide
4531,Daratumumab + Dexamethasone + MEDI4736 + Pomalidomide
4530,Daratumumab + MEDI4736
5520,Daratumumab + Nivolumab 
6115,Daratumumab + Pembrolizumab
5957,Daratumumab + TEN-010
717,Dasatinib
1351,Dasatinib + Afatinib
3174,Dasatinib + Cytarabine
1760,Dasatinib + Decitabine 
5671,Dasatinib + Demcizumab
3218,Dasatinib + Dexamethasone + Ruxolitinib
3759,Dasatinib + Erlotinib
6075,Dasatinib + FOLFOX
3372,Dasatinib + Fulvestrant
5287,Dasatinib + Ganitumab
6226,Dasatinib + Gefitinib
5290,Dasatinib + GSK343
4438,Dasatinib + Ibrutinib + Prednisone
1803,Dasatinib + Ipilimumab
3824,Dasatinib + JQ1
5576,Dasatinib + Lapatinib
1825,Dasatinib + lenalidomide
1813,Dasatinib + Nivolumab
4946,Dasatinib + Osimertinib
1819,Dasatinib + Paclitaxel + Carboplatin
2465,Dasatinib + Pri-724
5949,Dasatinib + PRT062607
1821,Dasatinib + Rituximab + Fludarabine
3757,Dasatinib + Saracatinib
4601,Dasatinib + SCH772984
4600,Dasatinib + Selumetinib
4599,Dasatinib + Trametinib
5575,Dasatinib + Trastuzumab
4868,Dasatinib + Venetoclax
1006,Daunorubicin
1738,Daunorubicin + Cytarabine
1739,Daunorubicin + Cytarabine + Decitabine
4669,Daunorubicin + Venetoclax
1007,Daunoxome
4080,Dbait
4081,Dbait + Fluorouracil
4082,Dbait + Fluorouracil + Oxaliplatin
3907,dBET1
5369,DC/AML Vaccine
5370,DC/AML Vaccine + MEDI4736
2017,DCBCI0901
4316,DCC-2618
5760,DCC-3014
3122,DCR-MYC
5205,DCVax-L
5206,DCVax-L + Nivolumab
4822,Debio 0617B
4823,Debio 0617B + Erlotinib
3588,Debio 0932
1795,DEC-205-NY-ESO-1 + Decitabine 
1324,DEC-205-NY-ESO-1 fusion protein vaccine
650,Decitabine
1609,Decitabine + Arsenic trioxide 
1798,Decitabine + Azacitidine
1608,Decitabine + Carboplatin
1736,Decitabine + Cytarabine
1531,Decitabine + Gefitinib
5738,Decitabine + Ipilimumab
1769,Decitabine + Midostaurin
5214,Decitabine + MLN4924
5910,Decitabine + Nivolumab + Tetrahydrouridine
5794,Decitabine + OPB-111077
1797,Decitabine + Ribavirin
1747,Decitabine + Sapacitabine
1768,Decitabine + Selinexor
1796,Decitabine + Sirolimus
5909,Decitabine + Talacotuzumab
5531,Decitabine + Talazoparib
1737,Decitabine + Temozolomide + Panobinostat
3567,Decitabine + Tetrahydrouridine
4592,Decitabine + Tetrahydrouridine + Celecoxib
5433,Decitabine + TMU-35435
1766,Decitabine + Vosaroxin
3083,Defactinib + Gemcitabine + Pembrolizumab
1814,Degarelix
1815,Degarelix + Enzalutamide
1867,Deguelin
3022,Deguelin + Cisplatin
2788,Dehydrocrenatidine
3769,DEL-22379
6107,Delanzomib
6109,Delanzomib + EDO-S101
2007,Demcizumab
4384,Demcizumab + Gemcitabine
2639,Demcizumab + Gemcitabine + nab-paclitaxel
4385,Demcizumab + Paclitaxel
3994,Demcizumab + Pembrolizumab
5282,Denileukin diftitox
5283,Denileukin diftitox + Sirolimus
5284,Denileukin diftitox + Temsirolimus
1198,Denosumab
4183,Denosumab + Enzalutamide
4784,Denosumab + pamidronate + Zoledronic acid
4230,DETD-35
4232,DETD-35 + Vemurafenib
1390,Dexamethasone
5581,Dexamethasone + Diphenhydramine + Famotidine + 5FU + Hydroxyurea + Paclitaxel
5343,Dexamethasone + Docetaxel + Pembrolizumab + Prednisone
4685,Dexamethasone + Doxorubicin
2952,Dexamethasone + Doxorubicin + Vincristine
6118,Dexamethasone + Elotuzumab + Nivolumab + Pomalidomide
4977,Dexamethasone + Filgrastim + Palifermin + Rituximab
4392,Dexamethasone + Idasanutlin + Ixazomib
4565,Dexamethasone + Ixazomib + Panobinostat
4500,Dexamethasone + Ixazomib + Selinexor
4950,Dexamethasone + JNJ-42756493
4036,Dexamethasone + lenalidomide
5232,Dexamethasone + Lenalidomide + LGH447
4660,Dexamethasone + Lenalidomide + PAT-SM6
4612,Dexamethasone + lenalidomide + Pembrolizumab
3555,Dexamethasone + lenalidomide + Ulocuplumab
5234,Dexamethasone + LGH447
5233,Dexamethasone + LGH447 + Pomalidomide
4221,Dexamethasone + Melphalan + Selinexor
4659,Dexamethasone + PAT-SM6
3356,Dexamethasone + pegylated liposomal-doxorubicin + Selinexor
3344,Dexamethasone + Pembrolizumab + Pomalidomide
3792,Dexamethasone + Pomalidomide
2479,Dexamethasone + Selinexor
1480,Dexamethasone intravitreal implant
5153,dexrazoxane
4106,DHA
4107,DHA + Regorafenib
5494,DHM25
5345,DIM-C-pPhCO2Me
719,Dinaciclib
5019,Dinaciclib + Doxorubicin
2193,Dinaciclib + MK2206
4912,Dinaciclib + Paclitaxel
4225,Dinaciclib + Pembrolizumab
2286,Dinutuximab  
1275,Diphenhydramine
1787,Dizocilpine
6244,DKN-01
6254,DKN-01 + Paclitaxel
1855,DMUC5754A
1345,DNIB0600A
1346,DNIB0600A + Carboplatin
1347,DNIB0600A + Carboplatin + Bevacizumab
4407,DNX-2401
4444,DNX-2401 + interferon gamma 
4408,DNX-2401 + Pembrolizumab
1967,Dobutamine
720,Docetaxel
1834,Docetaxel + Carboplatin
1925,Docetaxel + Cetuximab
1835,Docetaxel + Cisplatin
1881,Docetaxel + Cyclophosphamide
1882,Docetaxel + Cyclophosphamide + Trastuzumab
1902,Docetaxel + Doxorubicin + Cyclophosphamide
6040,Docetaxel + Doxorubicin + Pembrolizumab
4681,Docetaxel + Enzalutamide + Prednisone
3113,Docetaxel + Filgrastim + Prednisone + Ribociclib
2321,Docetaxel + GDC-0032 
2100,Docetaxel + Gemcitabine + Melphalan
3701,Docetaxel + Icrucumab
4174,Docetaxel + INCB054828
3578,Docetaxel + Indoximod
4311,Docetaxel + Irinotecan
2282,Docetaxel + Irinotecan + Paclitaxel
2646,Docetaxel + Irinotecan + Pemetrexed 
4629,Docetaxel + JQ1
6123,Docetaxel + L-NMMA
3129,Docetaxel + Lapatinib + Trastuzumab
3683,Docetaxel + LB-100
3665,Docetaxel + Lonafarnib
6033,Docetaxel + MLN4924
5288,Docetaxel + Nivolumab
4921,Docetaxel + ODM-201
5977,Docetaxel + ONC201
3045,Docetaxel + Paclitaxel
2042,Docetaxel + Pazopanib + Pegfilgrastim
5496,Docetaxel + Pembrolizumab
4328,Docetaxel + Pemetrexed
3679,Docetaxel + Plinabulin
2462,Docetaxel + Prednisone
5534,Docetaxel + Selinexor
4270,Docetaxel + Sipuleucel-T
2390,Docetaxel + Sorafenib
3930,Docetaxel + T-DM1
3931,Docetaxel + T-DM1 + Pertuzumab
1264,Docetaxel + Trametinib
2935,Docetaxel + Vandetanib
4413,Docetaxel + Vantictumab
1863,Dorsomorphin
1313,DOTAP:chol-Fus1
721,Dovitinib
1232,Dovitinib + Fluvoxamine
1372,Dovitinib + Gemcitabine + Abraxane
3421,Dovitinib + Trabectedin
1008,Doxil
1673,Doxil + Bevacizamub
2173,Doxil + Letrozole + Tamoxifen + Paclitaxel
3574,Doxil + Paclitaxel
4558,Doxil + Pembrolizumab
1674,Doxil + Pomalidomide
4967,Doxil + RO6839921
3393,Doxil + romidepsin 
1675,Doxil + Temsirolimus
1009,Doxorubicin
1473,Doxorubicin + Bevacizumab
1977,Doxorubicin + Cyclophosphamide
5729,Doxorubicin + Cyclophosphamide + Paclitaxel + Carboplatin
2292,Doxorubicin + Etoposide + Fludarabine + Vincristine 
3212,Doxorubicin + Etoposide + Vincristine 
1706,Doxorubicin + Flourouracil + Cyclophosphamide
4816,Doxorubicin + FX1
3815,Doxorubicin + GSK2830371
1472,Doxorubicin + Ifosfamide
6292,Doxorubicin + Ifosfamide + Mesna + Olaratumab
6311,Doxorubicin + Lurbinectedin
6194,Doxorubicin + NU6027
5047,Doxorubicin + NU7441
4140,Doxorubicin + Olaratumab
1904,Doxorubicin + Paclitaxel
4690,Doxorubicin + Pembrolizumab
6142,Doxorubicin + Prexasertib
4112,Doxorubicin + RG7386
5179,Doxorubicin + Ribociclib
5571,Doxorubicin + Safingol
5678,Doxorubicin + Seliciclib
3663,Doxorubicin + Sirolimus
4577,Doxorubicin + SLCB050
2363,Doxorubicin + Sorafenib
5688,Doxorubicin + Tozasertib
4150,Doxorubicin + Trabectedin
3527,Doxorubicin + Vorinostat
1391,Doxycycline
4925,DPP-23
4237,DPX-Survivac
5452,Droxinostat
6230,DS-1205b
6232,DS-1205b + Erlotinib
6231,DS-1205b + Osimertinib
1181,DS-2248
2079,DS-3032b
1010,DS-3078a
5691,DS-3201b
722,DS-7423
4844,DS-8201a
5077,DS-8273a
5078,DS-8273a + Nivolumab
4343,DS6051b
4809,DSHN
4320,DSP-7888
5969,DT-061
4079,DT01
4083,DT01 + Fluorouracil + Oxaliplatin
6014,DT204
6015,DT204 + Bortezomib
6017,DT204 + Ixazomib
1356,Durvalumab
5791,Durvalumab + MEDI0457
2894,Durvalumab + Olaparib
6291,Durvalumab + Oportuzumab monatox
5880,Durvalumab + Pralatrexate + Romidepsin
5882,Durvalumab + Romidepsin
6146,Durvalumab + SGI-110
1358,Durvalumab + Trametinib
2439,Durvalumab + Tremelimumab
2643,Dutasteride
3067,Dutasteride + Enzalutamide
1024,Duvelisib
2341,Duvelisib + Obinutuzumab
3389,Duvelisib + Rituximab
4239,Duvelisib + romidepsin 
6005,Duvelisib + Unspecified PD-L1 antibody
3371,Dz13
2702,DZNeP
4747,DZNep + MK2206
3924,DZNeP + radiotherapy
4746,DZNep + Selumetinib
5159,E-4031
1011,E6201
3911,E6201 + LY294002
2539,E7016
5655,E7016 + Temozolomide
5694,E7046
5798,E7046 + mFOLFOX-6
5699,E7046 + Radiotherapy
4911,E7090
4927,E7107
724,E7449
4145,E7449 + E6201
4142,E7449 + Temozolomide
3766,E75
4520,EAI045
5057,EB-VST cells
5058,EB-VST cells + Nivolumab
4090,EC-70124
3244,EC0225
3242,EC0905
1603,EC1456
3243,EC17
1741,Edelfosine
6104,EDO-S101
6108,EDO-S101 + Marizomib
5886,EED226
5887,EED226 + EI1
2629,Eflornithine
4650,Eflornithine + SAM486
4005,eFT508
4817,EGCG
1309,EGF816
6287,EGF816 + Gefitinib
2445,EGF816 + INC280
2443,EGF816 + Nivolumab
4580,EGFR antibody + ERBB3 antibody + IGF-1R antibody
2130,EGFR Antisense DNA
5331,EGFR(V)-EDV-Dox
1012,EGFRBi-armed autologous activated T cells
4100,EHop-016
5013,EHop-016 + IPA-3
5012,EHop-016 + MLN0128
5223,EHT 1864
3332,EHT5372
2927,EI1
2911,EKI-285
5890,Elacestrant
1676,Ellipticine
3343,Elotuzumab
3353,Elotuzumab + Dexamethasone + Lenalidomide
3355,Elotuzumab + Dexamethasone + Pomalidomide
3430,Elotuzumab + lenalidomide
6117,Elotuzumab + Nivolumab
2790,ELR510444
1764,Eltrombopag
1763,Eltrombopag + Decitabine
2843,Emactuzumab
4249,Emactuzumab + Paclitaxel
4181,Emactuzumab + RO7009789
725,EMD 1204831
726,EMD 1214063
5024,EMD 1214063 + Radiotherapy
2142,Emepepimut-S  
803,Emibetuzumab
1179,Emibetuzumab + Erlotinib
1387,Emibetuzumab + Ramucirumab
1180,Emibetuzumab + Trametinib
3619,Enadenotucirev
3620,Enadenotucirev + Pembrolizumab
2982,Enasidenib
3172,Enasidenib + Quizartinib
796,Encorafenib
1337,Encorafenib + BKM120
1260,Encorafenib + Ribociclib
4125,Enfortumab vedotin
727,ENMD-2076
5026,enobosarm
5027,enobosarm + Pembrolizumab
3278,Enoxaparin
1541,Entinostat
