,drugName,id,terms,Therapies_id
0,GLS-010,8925,['GLS-010'],6139
0,GMI-1271,8441,['GMI-1271'],4402
0,GMX1778,8739,['GMX1778'],5666
0,GNE-317,8275,['GNE-317'],3856
0,GNF-4256,7628,['GNF-4256'],2653
0,GNF-4256,7628,['GNF-4256'],3407
1,Irinotecan,752,"['Irinotecan', 'Camptosar', 'CPT-11']",3407
2,Temozolomide,843,"['Temozolomide', 'Temodar', 'Methazolastone']",3407
0,GNF-5837,7354,['GNF-5837'],1875
0,Go6976,7497,['Go6976'],2343
0,Go 6983,7482,"['Go 6983', 'Go6983']",2290
0,GO-203-2C,8075,['GO-203-2C'],3426
0,Golvatinib,7136,"['Golvatinib', 'E7050']",1019
0,Gonadorelin,634,"['Gonadorelin', 'AY-24031', 'Dirigestran', 'GnRH', 'LHRHA']",758
0,Goserelin,14,"['Goserelin', 'Zoladex', 'Goserelin acetate']",759
0,Goserelin,14,"['Goserelin', 'Zoladex', 'Goserelin acetate']",1548
1,MK2206,6953,"['MK2206', 'MK-2206']",1548
0,GPX-150,7403,['GPX-150'],2041
0,GR-MD-02,7883,['GR-MD-02'],2975
0,GRN1005,7409,"['GRN1005', 'ANG1005']",2053
0,GS-493,8068,['GS-493'],3416
0,GS-5745,8031,['GS-5745'],3320
0,GS-5745,8031,['GS-5745'],4736
1,Nivolumab,7235,"['Nivolumab', 'Opdivo', 'BMS-936558', 'MDX-1106']",4736
0,GS-5829,8138,['GS-5829'],5276
0,GS-5829,8138,['GS-5829'],3561
1,Exemestane,979,"['Exemestane', 'Aromasin', 'Exemestano [INN-Spanish]']",3561
0,Fulvestrant,936,"['Fulvestrant', 'Faslodex', 'ICI 182,780']",5074
1,GS-5829,8138,['GS-5829'],5074
0,GS-5829,8138,['GS-5829'],5277
1,Venetoclax,7284,"['Venetoclax', 'Venclexta ', 'ABT-199', 'GDC-0199', 'RG7601']",5277
0,GS-6634,7138,"['GS-6634', 'simtuzumab', 'AB0024', 'GS-6624']",1020
0,GS-9820 ,7139,"['GS-9820 ', 'Acalisib', 'CAL-120']",1021
0,GS87,8458,['GS87'],4454
0,GSI-18,7311,['GSI-18'],1662
0,GSK-J4,8120,['GSK-J4'],3525
0,PKF118-310,7504,['PKF118-310'],6203
1,GSK-J4,8120,['GSK-J4'],6203
0,GSK1059615,7473,['GSK1059615'],2248
0,GSK1070916,6916,"['GSK1070916', 'GSK1070916A']",760
0,Dabrafenib,6819,"['Dabrafenib', 'Tafinlar', 'GSK2118436']",1191
1,Trametinib,6818,"['Trametinib', 'Mekinist', 'GSK1120212']",1191
0,Trametinib,6818,"['Trametinib', 'Mekinist', 'GSK1120212']",1150
1,Uprosertib,6920,"['Uprosertib', 'GSK2141795']",1150
0,GSK126,7845,['GSK126'],2925
0,GSK1838705A,7692,['GSK1838705A'],2739
0,GSK1904529A,7695,['GSK1904529A'],2743
0,GSK2126458,6919,['GSK2126458'],763
0,Trametinib,6818,"['Trametinib', 'Mekinist', 'GSK1120212']",3027
1,GSK2126458,6919,['GSK2126458'],3027
0,Uprosertib,6920,"['Uprosertib', 'GSK2141795']",764
0,Uprosertib,6920,"['Uprosertib', 'GSK2141795']",3374
1,Cisplatin,505,"['Cisplatin', 'Platinol', 'CDDP']",3374
0,GSK2194069,8223,['GSK2194069'],3741
0,GSK2194069,8223,['GSK2194069'],3962
1,Palbociclib,6979,"['Palbociclib', 'Ibrance', 'PD0332991']",3962
0,GSK2256098,7929,['GSK2256098'],3078
0,Cisplatin,505,"['Cisplatin', 'Platinol', 'CDDP']",3898
1,GSK2256098,7929,['GSK2256098'],3898
0,Paclitaxel,1216,"['Paclitaxel', 'Taxol', '7-Epipaclitaxel']",3896
1,GSK2256098,7929,['GSK2256098'],3896
0,Topotecan,1018,"['Topotecan', 'Hycamtin', 'Topotecan Hcl']",3897
1,GSK2256098,7929,['GSK2256098'],3897
0,GSK2256098,7929,['GSK2256098'],4205
1,Trametinib,6818,"['Trametinib', 'Mekinist', 'GSK1120212']",4205
0,GSK2334470,8195,['GSK2334470'],3662
0,Idelalisib ,7140,"['Idelalisib ', 'Zydelig', 'CAL-101', 'GS-1101']",6201
1,GSK2334470,8195,['GSK2334470'],6201
0,Osimertinib,7059,"['Osimertinib', 'Tagrisso', 'AZD9291']",5936
1,GSK2334470,8195,['GSK2334470'],5936
0,Palbociclib,6979,"['Palbociclib', 'Ibrance', 'PD0332991']",3959
1,GSK2334470,8195,['GSK2334470'],3959
0,GSK2636771,6921,['GSK2636771'],765
0,GSK2636771,6921,['GSK2636771'],4052
1,Binimetinib,6827,"['Binimetinib', 'ARRY-162', 'ARRY-438162', 'MEK162']",4052
0,Encorafenib,6936,"['Encorafenib', 'LGX818']",4055
1,GSK2636771,6921,['GSK2636771'],4055
0,unspecified IGF-1R antibody,8335,['unspecified IGF-1R antibody'],4069
1,Encorafenib,6936,"['Encorafenib', 'LGX818']",4069
2,GSK2636771,6921,['GSK2636771'],4069
0,GSK2636771,6921,['GSK2636771'],4045
1,NVP-AEW541,8334,['NVP-AEW541'],4045
0,GSK2636771,6921,['GSK2636771'],3518
1,Pembrolizumab,7262,"['Pembrolizumab', 'Keytruda', 'MK-3475']",3518
0,GSK2636771,6921,['GSK2636771'],4067
1,unspecified IGF-1R antibody,8335,['unspecified IGF-1R antibody'],4067
0,unspecified PD-1 antibody,8287,"['unspecified PD-1 antibody', 'Experimental PD-1 antibody']",5673
1,GSK2636771,6921,['GSK2636771'],5673
0,GSK2816126,7689,['GSK2816126'],2734
0,GSK2830371,8220,['GSK2830371'],3735
0,Nutlin-3,7255,"['Nutlin-3', 'Nutlin', 'Nutlin-3a']",3736
1,GSK2830371,8220,['GSK2830371'],3736
0,GSK2830371,8220,['GSK2830371'],3737
1,Idasanutlin,7389,"['Idasanutlin', 'RG7388']",3737
0,GSK2849330,7842,['GSK2849330'],2919
0,GSK2879552 ,7911,['GSK2879552 '],3014
0,GSK3052230,7822,"['GSK3052230', 'FP-1039']",2899
0,GSK3174998,8626,['GSK3174998'],5177
0,GSK3178022,8528,['GSK3178022'],4712
0,GSK3359609,8444,['GSK3359609'],4409
0,GSK3359609,8444,['GSK3359609'],4410
1,Pembrolizumab,7262,"['Pembrolizumab', 'Keytruda', 'MK-3475']",4410
0,GSK343,7663,['GSK343'],2701
0,GSK343,7663,['GSK343'],4751
1,MK2206,6953,"['MK2206', 'MK-2206']",4751
0,Selumetinib,7019,"['Selumetinib', 'ARRY-142886', 'AZD6244']",4750
1,GSK343,7663,['GSK343'],4750
0,GSK461364,6922,['GSK461364'],766
0,GSK461364,6922,['GSK461364'],1511
1,Palbociclib,6979,"['Palbociclib', 'Ibrance', 'PD0332991']",1511
0,GSK525762,7066,"['GSK525762', 'I-BET762']",784
0,Fulvestrant,936,"['Fulvestrant', 'Faslodex', 'ICI 182,780']",5242
1,GSK525762,7066,"['GSK525762', 'I-BET762']",5242
0,Selumetinib,7019,"['Selumetinib', 'ARRY-142886', 'AZD6244']",5585
1,GSK525762,7066,"['GSK525762', 'I-BET762']",5585
0,GSK690,8709,['GSK690'],5507
0,GSK690693,7925,['GSK690693'],3073
0,GTCpFE,8645,['GTCpFE'],5247
0,GTP-14564,7464,['GTP-14564'],2230
0,GTx-186,7643,['GTx-186'],2675
0,GVAX colorectal cancer vaccine,7885,['GVAX colorectal cancer vaccine'],2977
0,GVAX pancreatic cancer vaccine  ,7622,['GVAX pancreatic cancer vaccine  '],2642
0,GW2580,7773,['GW2580'],2836
0,GW441756,7279,['GW441756'],1533
0,GW5074,8058,['GW5074'],3375
0,GW5074,8058,['GW5074'],3376
1,Sorafenib,390,"['Sorafenib', 'Nexavar', 'BAY 43-9006']",3376
0,GW843682X,7752,['GW843682X'],2805
0,GW843682X,7752,['GW843682X'],3795
1,Vincristine,531,"['Vincristine', 'Oncovin', '22-Oxovincaleukoblastine']",3795
0,GWN 323,8462,['GWN 323'],4468
0,GWN 323,8462,['GWN 323'],4469
1,PDR001,7634,['PDR001'],4469
0,GZD856,8366,['GZD856'],4149
0,H3B-6545,8929,['H3B-6545'],6150
0,HA14-1,8014,['HA14-1'],3289
0,Harmine,8032,['Harmine'],3324
0,HD105,8323,['HD105'],4011
0,HD125,7825,['HD125'],2902
0,HDM201,7457,['HDM201'],2186
0,Ribociclib,6826,"['Ribociclib', 'Kisqali', 'LEE011']",2481
1,HDM201,7457,['HDM201'],2481
0,Hemay022,8449,['Hemay022'],4424
0,HER-2/neu intracellular domain protein ,7281,"['HER-2/neu intracellular domain protein ', 'HER-2 ICD Peptide', 'HER-2/neu ICD Protein']",1555
0,Trastuzumab,71,"['Trastuzumab', 'Herceptin', 'Anti HER2']",1556
1,HER-2/neu intracellular domain protein ,7281,"['HER-2/neu intracellular domain protein ', 'HER-2 ICD Peptide', 'HER-2/neu ICD Protein']",1556
0,Polysaccharide-K,7282,"['Polysaccharide-K', 'Krestin', 'PSK']",1558
1,HER-2/neu intracellular domain protein ,7281,"['HER-2/neu intracellular domain protein ', 'HER-2 ICD Peptide', 'HER-2/neu ICD Protein']",1558
2,Trastuzumab,71,"['Trastuzumab', 'Herceptin', 'Anti HER2']",1558
0,HER2 CAR-T cells,8891,['HER2 CAR-T cells'],6007
0,HER2 sensitized T-cells,7856,['HER2 sensitized T-cells'],2940
0,HER2 Vaccine,7254,['HER2 Vaccine'],1404
0,HER2-pulsed DC1 vaccine,8639,"['HER2-pulsed DC1 vaccine', 'HER2-pulsed type-1 polarized autologous dendritic cell vaccine']",5222
0,Hertuzumab-vc-MMAE,8490,['Hertuzumab-vc-MMAE'],4583
0,hexamethylene bisacetamide,8308,"['hexamethylene bisacetamide', 'HMBA']",3954
0,HF10,7375,"['HF10', 'herpes simplex virus type 1 HF10', 'HSV-1 HF10']",2002
0,HF10,7375,"['HF10', 'herpes simplex virus type 1 HF10', 'HSV-1 HF10']",2003
1,Ipilimumab,6926,"['Ipilimumab', 'Yervoy', 'BMS-734016']",2003
0,HF10,7375,"['HF10', 'herpes simplex virus type 1 HF10', 'HSV-1 HF10']",6149
1,Nivolumab,7235,"['Nivolumab', 'Opdivo', 'BMS-936558', 'MDX-1106']",6149
0,HG-6-63-01,8227,['HG-6-63-01'],3762
0,HGS1029,8187,"['HGS1029', 'AEG-40826']",3647
0,Histrelin acetate,7405,"['Histrelin acetate', 'Vantas', 'Supprelin']",2047
0,HKT288,8936,['HKT288'],6198
0,HLX07,8303,['HLX07'],3938
0,HM-3,8538,['HM-3'],4765
0,HM-71224,7656,['HM-71224'],2692
0,HM61713,7434,"['HM61713', 'BI 1482694']",2137
0,HMN-214,7275,['HMN-214'],1513
0,HMN-214,7275,['HMN-214'],1514
1,Palbociclib,6979,"['Palbociclib', 'Ibrance', 'PD0332991']",1514
0,HMPL-453,8200,['HMPL-453'],3670
0,HMPL-523,8654,['HMPL-523'],5279
0,HMPL-689,8199,['HMPL-689'],3669
0,HO-3867,8437,['HO-3867'],4382
0,HPI-1,8251,['HPI-1'],3817
0,HPVSTs,8661,['HPVSTs'],5320
0,HPVSTs,8661,['HPVSTs'],5321
1,Fludarabine phosphate,1060,"['Fludarabine phosphate', 'Fludara', 'FAMP']",5321
2,Nivolumab,7235,"['Nivolumab', 'Opdivo', 'BMS-936558', 'MDX-1106']",5321
3,Cyclophosphamide,521,"['Cyclophosphamide', 'Cytoxan', 'CPM']",5321
0,HS-10296,8823,['HS-10296'],5830
0,HS-110,7537,"['HS-110', 'Viagenpumatucel-L', 'AD100-gp96-Ig-HLA A1']",2457
0,HS-110,7537,"['HS-110', 'Viagenpumatucel-L', 'AD100-gp96-Ig-HLA A1']",2472
1,Cyclophosphamide,521,"['Cyclophosphamide', 'Cytoxan', 'CPM']",2472
0,HS-345,7644,['HS-345'],2677
0,HSP990,7725,"['HSP990', 'NVP-HSP990']",2774
0,HTH-01-015,8652,['HTH-01-015'],5272
0,Hu14.18K322A,7538,['Hu14.18K322A'],2458
0,Hu5F9-G4,8585,['Hu5F9-G4'],4947
0,Hu5F9-G4,8585,['Hu5F9-G4'],4955
1,Rituximab,72,"['Rituximab', 'Rituxan', 'AntiCD20']",4955
0,HuMax-Axl-ADC,8837,['HuMax-Axl-ADC'],5864
0,Hydroxychloroquine,1550,"['Hydroxychloroquine', 'Plaquenil', 'HCQ']",1316
0,Hydroxychloroquine,1550,"['Hydroxychloroquine', 'Plaquenil', 'HCQ']",5495
1,Itraconazole,1154,"['Itraconazole', 'Hyphanox', 'ITC']",5495
0,Temsirolimus,4727,"['Temsirolimus', 'Torisel', 'CCI-779']",2302
1,Hydroxychloroquine,1550,"['Hydroxychloroquine', 'Plaquenil', 'HCQ']",2302
0,Hydroxyurea,994,"['Hydroxyurea', 'Droxia', 'Carbamohydroxamic Acid', 'Hydroxycarbamide']",1750
0,Hydroxyurea,994,"['Hydroxyurea', 'Droxia', 'Carbamohydroxamic Acid', 'Hydroxycarbamide']",6182
1,MU380,8934,['MU380'],6182
0,Hydroxyurea,994,"['Hydroxyurea', 'Droxia', 'Carbamohydroxamic Acid', 'Hydroxycarbamide']",6192
1,NU6027,7810,['NU6027'],6192
0,I-BET151,8868,"['I-BET151', 'GSK1210151A']",5953
0,I-BET151,8868,"['I-BET151', 'GSK1210151A']",5966
1,SGC0946,7793,['SGC0946'],5966
0,I-CBP112,8019,['I-CBP112'],3297
0,Doxorubicin,986,"['Doxorubicin', 'Adriamycin', 'ADR', 'Adria']",3299
1,I-CBP112,8019,['I-CBP112'],3299
0,I-CBP112,8019,['I-CBP112'],3298
1,JQ1,7289,['JQ1'],3298
0,IACS-010759,8960,['IACS-010759'],6267
0,IBI308,8924,['IBI308'],6138
0,IBR2,8452,['IBR2'],4429
0,Ibritumomab,76,"['Ibritumomab', 'Zevalin', 'Ibritumomab Tiuxetan', 'IDEC Y2B8']",767
0,Ibrutinib,6923,"['Ibrutinib', 'Imbruvica', 'PCI-32765']",768
0,Ibrutinib,6923,"['Ibrutinib', 'Imbruvica', 'PCI-32765']",5151
1,INCB039110,7512,['INCB039110'],5151
0,JNJ-64052781,8372,['JNJ-64052781'],4167
1,Ibrutinib,6923,"['Ibrutinib', 'Imbruvica', 'PCI-32765']",4167
0,Ibrutinib,6923,"['Ibrutinib', 'Imbruvica', 'PCI-32765']",3580
1,Lenalidomide,7212,"['Lenalidomide', 'Revlimid', 'IMiD-1']",3580
0,Dexamethasone,1221,"['Dexamethasone', 'Adexone', 'Desametasone']",5240
1,Lenalidomide,7212,"['Lenalidomide', 'Revlimid', 'IMiD-1']",5240
2,Ibrutinib,6923,"['Ibrutinib', 'Imbruvica', 'PCI-32765']",5240
0,Obinutuzumab,7305,"['Obinutuzumab', 'Gazyva', 'afutuzumab', 'GA-101', 'GA101', 'R7159', 'RO 5072759']",6189
1,Lenalidomide,7212,"['Lenalidomide', 'Revlimid', 'IMiD-1']",6189
2,Ibrutinib,6923,"['Ibrutinib', 'Imbruvica', 'PCI-32765']",6189
3,Prednisone,625,"['Prednisone', 'Adasone', 'Dehydrocortisone']",6189
4,Venetoclax,7284,"['Venetoclax', 'Venclexta ', 'ABT-199', 'GDC-0199', 'RG7601']",6189
0,Ibrutinib,6923,"['Ibrutinib', 'Imbruvica', 'PCI-32765']",2573
1,Durvalumab,7245,"['Durvalumab', 'Imfinzi', 'MEDI4736']",2573
0,Ibrutinib,6923,"['Ibrutinib', 'Imbruvica', 'PCI-32765']",5847
1,MOR208,8796,"['MOR208', 'MOR00208', 'XmAb5574']",5847
0,Nivolumab,7235,"['Nivolumab', 'Opdivo', 'BMS-936558', 'MDX-1106']",3198
1,Ibrutinib,6923,"['Ibrutinib', 'Imbruvica', 'PCI-32765']",3198
0,Obinutuzumab,7305,"['Obinutuzumab', 'Gazyva', 'afutuzumab', 'GA-101', 'GA101', 'R7159', 'RO 5072759']",3476
1,Ibrutinib,6923,"['Ibrutinib', 'Imbruvica', 'PCI-32765']",3476
0,ONC201,7318,"['ONC201', 'TIC-10', 'TIC10']",4965
1,Ibrutinib,6923,"['Ibrutinib', 'Imbruvica', 'PCI-32765']",4965
0,Otlertuzumab,8514,"['Otlertuzumab', 'TRU-016']",4744
1,Ibrutinib,6923,"['Ibrutinib', 'Imbruvica', 'PCI-32765']",4744
0,Ibrutinib,6923,"['Ibrutinib', 'Imbruvica', 'PCI-32765']",3623
1,Pacritinib,7378,"['Pacritinib', 'SB1518']",3623
0,Palbociclib,6979,"['Palbociclib', 'Ibrance', 'PD0332991']",1729
1,Ibrutinib,6923,"['Ibrutinib', 'Imbruvica', 'PCI-32765']",1729
0,Ibrutinib,6923,"['Ibrutinib', 'Imbruvica', 'PCI-32765']",2969
1,Plerixafor,7330,"['Plerixafor', 'Mozobil', 'AMD3100']",2969
0,Rituximab,72,"['Rituximab', 'Rituxan', 'AntiCD20']",3280
1,Ibrutinib,6923,"['Ibrutinib', 'Imbruvica', 'PCI-32765']",3280
0,Ibrutinib,6923,"['Ibrutinib', 'Imbruvica', 'PCI-32765']",2185
1,Fludarabine phosphate,1060,"['Fludarabine phosphate', 'Fludara', 'FAMP']",2185
2,Cyclophosphamide,521,"['Cyclophosphamide', 'Cytoxan', 'CPM']",2185
3,Rituximab,72,"['Rituximab', 'Rituxan', 'AntiCD20']",2185
0,Venetoclax,7284,"['Venetoclax', 'Venclexta ', 'ABT-199', 'GDC-0199', 'RG7601']",5777
1,Rituximab,72,"['Rituximab', 'Rituxan', 'AntiCD20']",5777
2,Ibrutinib,6923,"['Ibrutinib', 'Imbruvica', 'PCI-32765']",5777
0,Ibrutinib,6923,"['Ibrutinib', 'Imbruvica', 'PCI-32765']",4768
1,Ruxolitinib,6787,"['Ruxolitinib', 'Jakafi', 'INCB 18424', 'INCB018424', 'INCB18424']",4768
0,Sapanisertib,7232,"['Sapanisertib', 'INK128', 'MLN0128', 'sapanisertib', 'TAK-228']",6296
1,Ibrutinib,6923,"['Ibrutinib', 'Imbruvica', 'PCI-32765']",6296
0,SD-101,7932,['SD-101'],4828
1,Ibrutinib,6923,"['Ibrutinib', 'Imbruvica', 'PCI-32765']",4828
2,Radiotherapy,8264,['Radiotherapy'],4828
0,Ibrutinib,6923,"['Ibrutinib', 'Imbruvica', 'PCI-32765']",3579
1,Selinexor,7327,"['Selinexor', 'KPT-330']",3579
0,Silmitasertib,8911,"['Silmitasertib', 'CX-4945']",6307
1,Ibrutinib,6923,"['Ibrutinib', 'Imbruvica', 'PCI-32765']",6307
0,Ibrutinib,6923,"['Ibrutinib', 'Imbruvica', 'PCI-32765']",4780
1,SNX-5422,7072,"['SNX-5422', 'PF-04929113']",4780
0,Ibrutinib,6923,"['Ibrutinib', 'Imbruvica', 'PCI-32765']",5149
1,TAK-659,7953,['TAK-659'],5149
0,TGR-1202,7388,"['TGR-1202', 'RP5264']",2044
1,Ibrutinib,6923,"['Ibrutinib', 'Imbruvica', 'PCI-32765']",2044
0,Ublituximab,7481,"['Ublituximab', 'LFB-R603', 'TG-1101']",3768
1,Ibrutinib,6923,"['Ibrutinib', 'Imbruvica', 'PCI-32765']",3768
2,TGR-1202,7388,"['TGR-1202', 'RP5264']",3768
0,Ibrutinib,6923,"['Ibrutinib', 'Imbruvica', 'PCI-32765']",6211
1,unspecified CTLA4 antibody,8705,"['unspecified CTLA4 antibody', 'experimental CTLA4 antibody']",6211
0,unspecified PD-L1 antibody,8646,"['unspecified PD-L1 antibody', 'Experimental PD-L1 antibody']",6210
1,Ibrutinib,6923,"['Ibrutinib', 'Imbruvica', 'PCI-32765']",6210
0,Ibrutinib,6923,"['Ibrutinib', 'Imbruvica', 'PCI-32765']",5040
1,VLX1570,8597,['VLX1570'],5040
0,IC87114,8104,"['IC87114', 'IC-87114']",3504
0,iC9/CAR.19/IL15-Transduced CB-NK,8939,['iC9/CAR.19/IL15-Transduced CB-NK'],6213
0,ICG-001,7422,['ICG-001'],2084
0,Icotinib,7064,"['Icotinib', 'BPI-2009', 'Conmana']",769
0,iCRT-14,7533,['iCRT-14'],2453
0,iCRT-3,7510,['iCRT-3'],2404
0,iCRT-5,7532,['iCRT-5'],2452
0,Icrucumab,7886,"['Icrucumab', 'IMC-18F1']",2979
0,ID-LV305,8002,['ID-LV305'],3271
0,ID09C3,8517,['ID09C3'],4696
0,Idarubicin,1164,"['Idarubicin', 'Idamycin', 'Idarubicin Hcl']",1022
0,Idasanutlin,7389,"['Idasanutlin', 'RG7388']",4393
1,Obinutuzumab,7305,"['Obinutuzumab', 'Gazyva', 'afutuzumab', 'GA-101', 'GA101', 'R7159', 'RO 5072759']",4393
0,Obinutuzumab,7305,"['Obinutuzumab', 'Gazyva', 'afutuzumab', 'GA-101', 'GA101', 'R7159', 'RO 5072759']",5645
1,Rituximab,72,"['Rituximab', 'Rituxan', 'AntiCD20']",5645
2,Idasanutlin,7389,"['Idasanutlin', 'RG7388']",5645
3,Venetoclax,7284,"['Venetoclax', 'Venclexta ', 'ABT-199', 'GDC-0199', 'RG7601']",5645
0,Idasanutlin,7389,"['Idasanutlin', 'RG7388']",5644
1,Venetoclax,7284,"['Venetoclax', 'Venclexta ', 'ABT-199', 'GDC-0199', 'RG7601']",5644
2,Obinutuzumab,7305,"['Obinutuzumab', 'Gazyva', 'afutuzumab', 'GA-101', 'GA101', 'R7159', 'RO 5072759']",5644
0,Venetoclax,7284,"['Venetoclax', 'Venclexta ', 'ABT-199', 'GDC-0199', 'RG7601']",5646
1,Rituximab,72,"['Rituximab', 'Rituxan', 'AntiCD20']",5646
2,Idasanutlin,7389,"['Idasanutlin', 'RG7388']",5646
0,Idelalisib ,7140,"['Idelalisib ', 'Zydelig', 'CAL-101', 'GS-1101']",1023
0,Idelalisib ,7140,"['Idelalisib ', 'Zydelig', 'CAL-101', 'GS-1101']",6200
1,MK2206,6953,"['MK2206', 'MK-2206']",6200
0,Idelalisib ,7140,"['Idelalisib ', 'Zydelig', 'CAL-101', 'GS-1101']",5784
1,MOR208,8796,"['MOR208', 'MOR00208', 'XmAb5574']",5784
0,Idelalisib ,7140,"['Idelalisib ', 'Zydelig', 'CAL-101', 'GS-1101']",1647
1,Obinutuzumab,7305,"['Obinutuzumab', 'Gazyva', 'afutuzumab', 'GA-101', 'GA101', 'R7159', 'RO 5072759']",1647
0,Idelalisib ,7140,"['Idelalisib ', 'Zydelig', 'CAL-101', 'GS-1101']",2326
1,Ofatumumab,7203,"['Ofatumumab', 'Arzerra', 'HuMax-CD20']",2326
0,ONO-4059,7655,"['ONO-4059', 'ONO-GS-4059', 'ONO-WG-307']",6199
1,Idelalisib ,7140,"['Idelalisib ', 'Zydelig', 'CAL-101', 'GS-1101']",6199
0,Idelalisib ,7140,"['Idelalisib ', 'Zydelig', 'CAL-101', 'GS-1101']",4745
1,Otlertuzumab,8514,"['Otlertuzumab', 'TRU-016']",4745
2,Rituximab,72,"['Rituximab', 'Rituxan', 'AntiCD20']",4745
0,Idelalisib ,7140,"['Idelalisib ', 'Zydelig', 'CAL-101', 'GS-1101']",6145
1,Pembrolizumab,7262,"['Pembrolizumab', 'Keytruda', 'MK-3475']",6145
0,Idelalisib ,7140,"['Idelalisib ', 'Zydelig', 'CAL-101', 'GS-1101']",2325
1,Rituximab,72,"['Rituximab', 'Rituxan', 'AntiCD20']",2325
0,IDH305,7888,['IDH305'],2981
0,IFN-B,7961,"['IFN-B', 'Betaseron']",3156
0,Ifosfamide,1168,"['Ifosfamide', 'Cyfos', 'Z4942']",1441
0,IGF-1R/AS ODN,8415,['IGF-1R/AS ODN'],4325
0,IGFBP-2 vaccine,8771,['IGFBP-2 vaccine'],5750
0,IHSF115,8902,['IHSF115'],6058
0,II-B08,7875,['II-B08'],2963
0,IL-12 gene,7892,['IL-12 gene'],2990
0,IMA950,8557,['IMA950'],4834
0,IMA950,8557,['IMA950'],4835
1,poly ICLC  ,7596,"['poly ICLC  ', 'Hiltonol']",4835
0,Claudiximab,8391,"['Claudiximab', 'IMAB362']",4258
0,Imalumab,7895,['Imalumab'],2996
0,Imatinib mesylate,609,"['Imatinib mesylate', 'Gleevec', 'CGP-57148B', 'STI571']",770
0,Imatinib mesylate,609,"['Imatinib mesylate', 'Gleevec', 'CGP-57148B', 'STI571']",5833
1,Paclitaxel,1216,"['Paclitaxel', 'Taxol', '7-Epipaclitaxel']",5833
2,Carboplatin,947,"['Carboplatin', 'Paraplatin', 'CBDCA']",5833
0,Imatinib mesylate,609,"['Imatinib mesylate', 'Gleevec', 'CGP-57148B', 'STI571']",2467
1,Interferon alfa-2b ,7233,"['Interferon alfa-2b ', 'Intron A', 'Alfatronol', 'Alfatronol', 'interferon alpha-2b', 'Sch 30500']",2467
0,Imatinib mesylate,609,"['Imatinib mesylate', 'Gleevec', 'CGP-57148B', 'STI571']",5163
1,MK2206,6953,"['MK2206', 'MK-2206']",5163
0,Imatinib mesylate,609,"['Imatinib mesylate', 'Gleevec', 'CGP-57148B', 'STI571']",4376
1,Pembrolizumab,7262,"['Pembrolizumab', 'Keytruda', 'MK-3475']",4376
0,Imatinib mesylate,609,"['Imatinib mesylate', 'Gleevec', 'CGP-57148B', 'STI571']",6216
1,PKF118-310,7504,['PKF118-310'],6216
0,Imatinib mesylate,609,"['Imatinib mesylate', 'Gleevec', 'CGP-57148B', 'STI571']",5118
1,PLX4720,7180,['PLX4720'],5118
0,Imatinib mesylate,609,"['Imatinib mesylate', 'Gleevec', 'CGP-57148B', 'STI571']",5602
1,Serdemetan,7484,"['Serdemetan', 'JNJ-26854165']",5602
0,Imatinib mesylate,609,"['Imatinib mesylate', 'Gleevec', 'CGP-57148B', 'STI571']",4867
1,Venetoclax,7284,"['Venetoclax', 'Venclexta ', 'ABT-199', 'GDC-0199', 'RG7601']",4867
0,XAV939,7322,"['XAV939', 'XAV-939']",6214
1,Imatinib mesylate,609,"['Imatinib mesylate', 'Gleevec', 'CGP-57148B', 'STI571']",6214
0,IMC-20D7S,8571,['IMC-20D7S'],4897
0,IMC-3C5,7887,['IMC-3C5'],2980
0,IMC-41A10 ,7992,['IMC-41A10 '],3253
0,IMCgp100,8267,"['IMCgp100', 'ImmTAC-gp100']",3847
0,Imetelstat,8217,"['Imetelstat', 'GRN163L', 'JNJ-63935937']",3710
0,Imetelstat,8217,"['Imetelstat', 'GRN163L', 'JNJ-63935937']",6144
1,Radiotherapy,8264,['Radiotherapy'],6144
0,IMG-2005-5,7802,['IMG-2005-5'],2868
0,IMGN853,7977,"['IMGN853', 'M9346A-sulfo-SPDB-DM4', 'Mirvetuximab Soravtansine']",3232
0,Pembrolizumab,7262,"['Pembrolizumab', 'Keytruda', 'MK-3475']",6220
1,Imiquimod,714,"['Imiquimod', 'Aldara', 'Imiquimod acetate']",6220
0,IMO-2125,8386,['IMO-2125'],4243
0,Ipilimumab,6926,"['Ipilimumab', 'Yervoy', 'BMS-734016']",4244
1,IMO-2125,8386,['IMO-2125'],4244
0,Pembrolizumab,7262,"['Pembrolizumab', 'Keytruda', 'MK-3475']",4245
1,IMO-2125,8386,['IMO-2125'],4245
0,IMO-8400,7800,['IMO-8400'],2866
0,PGG beta-glucan,7412,"['PGG beta-glucan', 'Imprime PGG']",2056
0,Pembrolizumab,7262,"['Pembrolizumab', 'Keytruda', 'MK-3475']",5174
1,PGG beta-glucan,7412,"['PGG beta-glucan', 'Imprime PGG']",5174
0,IMR-1,8431,['IMR-1'],4352
0,IN-1130,7710,['IN-1130'],2759
0,Capmatinib,7184,"['Capmatinib', 'INC280']",1618
1,Cetuximab,2,"['Cetuximab', 'Erbitux']",1618
0,Capmatinib,7184,"['Capmatinib', 'INC280']",2444
1,Nivolumab,7235,"['Nivolumab', 'Opdivo', 'BMS-936558', 'MDX-1106']",2444
0,PDR001,7634,['PDR001'],4492
1,Capmatinib,7184,"['Capmatinib', 'INC280']",4492
