id,pubMedId,title,url
4844,26487584,A clinical case of invasive lobular breast carcinoma with ERBB2 and CDH1 mutations presenting a dramatic response to anti-HER2-directed therapy.,http://www.ncbi.nlm.nih.gov/pubmed/26487584
4845,24390428,Allosteric Wip1 phosphatase inhibition through flap-subdomain interaction.,http://www.ncbi.nlm.nih.gov/pubmed/24390428
4846,15235021,Germline E-cadherin mutations in hereditary diffuse gastric cancer: assessment of 42 new families and review of genetic screening criteria.,http://www.ncbi.nlm.nih.gov/pubmed/15235021
4847,26950094,Genomic analysis identifies new drivers and progression pathways in skin basal cell carcinoma.,http://www.ncbi.nlm.nih.gov/pubmed/26950094
4848,26951660,Oligonucleotide-directed mutagenesis screen to identify pathogenic Lynch syndrome-associated MSH2 DNA mismatch repair gene variants.,http://www.ncbi.nlm.nih.gov/pubmed/26951660
4849,17101317,Pathogenicity of MSH2 missense mutations is typically associated with impaired repair capability of the mutated protein.,http://www.ncbi.nlm.nih.gov/pubmed/17101317
4850,19697156,Functional characterization of rare missense mutations in MLH1 and MSH2 identified in Danish colorectal cancer patients.,http://www.ncbi.nlm.nih.gov/pubmed/19697156
4851,20672385,Lynch syndrome-associated mutations in MSH2 alter DNA repair and checkpoint response functions in vivo.,http://www.ncbi.nlm.nih.gov/pubmed/20672385
4852,22739024,The hMSH2(M688R) Lynch syndrome mutation may function as a dominant negative.,http://www.ncbi.nlm.nih.gov/pubmed/22739024
4853,26832796,Chemical Inhibition of Wild-Type p53-Induced Phosphatase 1 (WIP1/PPM1D) by GSK2830371 Potentiates the Sensitivity to MDM2 Inhibitors in a p53-Dependent Manner.,http://www.ncbi.nlm.nih.gov/pubmed/26832796
4854,26446947,"Safety, Pharmacokinetics, and Pharmacodynamics of a Humanized Anti-Semaphorin 4D Antibody, in a First-In-Human Study of Patients with Advanced Solid Tumors.",http://www.ncbi.nlm.nih.gov/pubmed/26446947
4855,24501230,Functional analysis of MSH2 unclassified variants found in suspected Lynch syndrome patients reveals pathogenicity due to attenuated mismatch repair.,http://www.ncbi.nlm.nih.gov/pubmed/24501230
4856,26423795,Phase I Study of the Investigational NEDD8-Activating Enzyme Inhibitor Pevonedistat (TAK-924/MLN4924) in Patients with Advanced Solid Tumors.,http://www.ncbi.nlm.nih.gov/pubmed/26423795
4857,16145049,"A phase I pharmacokinetic and pharmacodynamic study of OGX-011, a 2'-methoxyethyl antisense oligonucleotide to clusterin, in patients with localized prostate cancer.",http://www.ncbi.nlm.nih.gov/pubmed/16145049
4858,12200596,Impact of microsatellite testing and mismatch repair protein expression on the clinical interpretation of genetic testing in hereditary non-polyposis colorectal cancer.,http://www.ncbi.nlm.nih.gov/pubmed/12200596
4859,18245546,"A phase I study of OGX-011, a 2'-methoxyethyl phosphorothioate antisense to clusterin, in combination with docetaxel in patients with advanced cancer.",http://www.ncbi.nlm.nih.gov/pubmed/18245546
4860,18951462,Mechanisms of pathogenicity in human MSH2 missense mutants.,http://www.ncbi.nlm.nih.gov/pubmed/18951462
4861,17700519,A chemical inhibitor of PPM1D that selectively kills cells overexpressing PPM1D.,http://www.ncbi.nlm.nih.gov/pubmed/17700519
4862,26516583,FTY720 (Fingolimod) sensitizes hepatocellular carcinoma cells to sorafenib-mediated cytotoxicity.,http://www.ncbi.nlm.nih.gov/pubmed/26516583
4863,25086508,A human fatty acid synthase inhibitor binds β-ketoacyl reductase in the keto-substrate site.,http://www.ncbi.nlm.nih.gov/pubmed/25086508
4864,,Design and synthesis of a series highly potent and bioavailable FASN KR domain inhibitors for cancer,http://cancerres.aacrjournals.org/content/74/19_Supplement/4747
4865,,Biomarker and PK/PD analyses of first in class FASN inhibitor TVB-2640 in a first-in-human phase 1 study in solid tumor patients,http://cancerres.aacrjournals.org/content/75/15_Supplement/2675?cited-by=yes&legid=canres;75/15_Supplement/2675
4866,,"Evidence of activity of a new mechanism of action (MoA): A first-in-human study of the first-in-class fatty acid synthase (FASN) inhibitor, TVB-2640, as monotherapy or in combination",https://www.researchgate.net/publication/282785628_Evidence_of_activity_of_a_new_mechanism_of_action_MoA_A_first-in-human_study_of_the_first-in-class_fatty_acid_synthase_FASN_inhibitor_TVB-2640_as_mon
4867,23416332,Inhibitors of Hedgehog acyltransferase block Sonic Hedgehog signaling.,http://www.ncbi.nlm.nih.gov/pubmed/23416332
4868,25889650,"Hedgehog Acyltransferase as a target in estrogen receptor positive, HER2 amplified, and tamoxifen resistant breast cancer cells.",http://www.ncbi.nlm.nih.gov/pubmed/25889650
4869,25561897,Clinical significance of a point mutation in DNA polymerase beta (POLB) gene in gastric cancer.,http://www.ncbi.nlm.nih.gov/pubmed/25561897
4870,24668809,The S229L colon tumor-associated variant of DNA polymerase β induces cellular transformation as a result of decreased polymerization efficiency.,http://www.ncbi.nlm.nih.gov/pubmed/24668809
4871,26459177,"Results of the Phase I Trial of RG7112, a Small-Molecule MDM2 Antagonist in Leukemia.",http://www.ncbi.nlm.nih.gov/pubmed/26459177
4872,,"Interim Analysis Of Dose-Escalation Stage Of a Phase 1b Study Evaluating Safety and Pharmacology Of GS-9820, a Second-Generation, Selective, PI3Kd-Inhibitor in Recurrent Lymphoid Malignancies",http://www.bloodjournal.org/content/122/21/2881?sso-checked=true
4873,,First-in-human phase I trial of the PI3Kb-selective inhibitor SAR260301 in patients with advanced solid tumors (NCT01673737).,http://meetinglibrary.asco.org/content/146302-156
4874,19176369,Inhibition of class I phosphoinositide 3-kinase activity impairs proliferation and triggers apoptosis in acute promyelocytic leukemia without affecting atra-induced differentiation.,http://www.ncbi.nlm.nih.gov/pubmed/19176369
4875,,"Effects of perioperative lapatinib and trastuzumab, alone and in combination, in early HER2+ breast cancer - the UK EPHOS-B trial (CRUK/08/002)",http://www.ecco-org.eu/Events/EBCC10/Abstract-search?abstractid=25368
4876,25544636,Feedback suppression of PI3Kα signaling in PTEN-mutated tumors is relieved by selective inhibition of PI3Kβ.,http://www.ncbi.nlm.nih.gov/pubmed/25544636
4877,26839307,"Intermittent High-Dose Scheduling of AZD8835, a Novel Selective Inhibitor of PI3Kα and PI3Kδ, Demonstrates Treatment Strategies for PIK3CA-Dependent Breast Cancers.",http://www.ncbi.nlm.nih.gov/pubmed/26839307
4878,26924569,Frequent PTPRK-RSPO3 fusions and RNF43 mutations in colorectal traditional serrated adenoma.,http://www.ncbi.nlm.nih.gov/pubmed/26924569
4879,24852792,"Preliminary results of a phase II study of single agent Bay 80-6946, a Novel PI3K inhibitor, in patients with relapsed/refractory, indolent or aggressive lymphoma.",http://www.ncbi.nlm.nih.gov/pubmed/24852792
4880,19359241,Discovery and exploitation of inhibitor-resistant aurora and polo kinase mutants for the analysis of mitotic networks.,http://www.ncbi.nlm.nih.gov/pubmed/19359241
4881,22327403,Using transcriptome sequencing to identify mechanisms of drug action and resistance.,http://www.ncbi.nlm.nih.gov/pubmed/22327403
4882,24450857,Idelalisib and rituximab in relapsed chronic lymphocytic leukemia.,http://www.ncbi.nlm.nih.gov/pubmed/24450857
4883,26968534,Phase 2 study of idelalisib and entospletinib: pneumonitis limits combination therapy in relapsed refractory CLL and NHL.,http://www.ncbi.nlm.nih.gov/pubmed/26968534
4884,18502982,Point mutation of the proteasome beta5 subunit gene is an important mechanism of bortezomib resistance in bortezomib-selected variants of Jurkat T cell lymphoblastic lymphoma/leukemia line.,http://www.ncbi.nlm.nih.gov/pubmed/18502982
4885,,"A phase 1 study of INCB040093, a PI3K? inhibitor, alone or in combination with INCB039110, a selective JAK1 inhibitor: Interim results from patients (pts) with relapsed or refractory (r/r) classical Hodgkin lymphoma (cHL).",http://meetinglibrary.asco.org/content/146209-156
4886,,"INCB050465, a novel PI3K-delta inhibitor, synergizes with PIM protein kinase inhibition to cause tumor regression in a model of DLBCL",http://cancerres.aacrjournals.org/content/75/15_Supplement/2671.short
4887,26046350,Identification of Novel Small Molecule Inhibitors of Oncogenic RET Kinase.,http://www.ncbi.nlm.nih.gov/pubmed/26046350
4888,,"Duvelisib (IPI-145), a PI3K-?,? Inhibitor, Is Clinically Active in Patients with Relapsed/Refractory Chronic Lymphocytic Leukemia",http://www.bloodjournal.org/content/124/21/3334.abstract?sso-checked=true
4889,,"a Phase 1 Evaluation of Duvelisib (IPI-145), a PI3K-?,? Inhibitor, in Patients with Relapsed/Refractory iNHL",http://www.bloodjournal.org/content/124/21/802.abstract
4890,,"A Dose Escalation Study of RP6530, a Novel Dual PI3K Delta/Gamma Inhibitor, in Patients with Relapsed/Refractory Hematologic Malignancies",http://www.bloodjournal.org/content/126/23/1495.abstract
4891,26952093,PI3K/AKT/mTOR inhibition in combination with doxorubicin is an effective therapy for leiomyosarcoma.,http://www.ncbi.nlm.nih.gov/pubmed/26952093
4892,,"RP6530, a dual PI3K ?/? inhibitor, potentiates ruxolitinib activity in the JAK2-V617F mutant erythroleukemia cell lines",http://cancerres.aacrjournals.org/content/75/15_Supplement/2704.short
4893,,Dual PI3Kdelta/gamma Inhibition By RP6530 Induces Apoptosis and Cytotoxicity In B-Lymphoma Cells,http://www.bloodjournal.org/content/122/21/4411?sso-checked=true
4894,18536917,The E75 HER2/neu peptide vaccine.,http://www.ncbi.nlm.nih.gov/pubmed/18536917
4895,24907636,Final report of the phase I/II clinical trial of the E75 (nelipepimut-S) vaccine with booster inoculations to prevent disease recurrence in high-risk breast cancer patients.,http://www.ncbi.nlm.nih.gov/pubmed/24907636
4896,19047165,"F14512, a potent antitumor agent targeting topoisomerase II vectored into cancer cells via the polyamine transport system.",http://www.ncbi.nlm.nih.gov/pubmed/19047165
4897,26267534,Small Molecule Inhibition of ERK Dimerization Prevents Tumorigenesis by RAS-ERK Pathway Oncogenes.,http://www.ncbi.nlm.nih.gov/pubmed/26267534
4898,,"Safety and activity of the chemotherapy-free triplet of ublituximab, TGR-1202, and ibrutinib in relapsed B-cell malignancies.",http://meetinglibrary.asco.org/content/152147-156
4899,,Ublituximab plus TGR-1202 activity and safety profile in relapsed/refractory B-cell NHL and high-risk CLL.,http://meetinglibrary.asco.org/content/152562-156
4900,,The PI3K-delta Inhibitor TGR-1202 in Combination with Brentuximab Vedotin (SGN-35) Synergistically Inhibits Tubulin Polymerization and Exerts Potent Antitumor Effects in NOD/SCID Mice with Hodgkin Lymphoma Cell Line Xenografts,http://www.bloodjournal.org/content/124/21/4486.abstract?sso-checked=true
4901,26363012,Radioprotection of IDH1-Mutated Cancer Cells by the IDH1-Mutant Inhibitor AGI-5198.,http://www.ncbi.nlm.nih.gov/pubmed/26363012
4902,24718026,"Targeting class IA PI3K isoforms selectively impairs cell growth, survival, and migration in glioblastoma.",http://www.ncbi.nlm.nih.gov/pubmed/24718026
4903,26137449,Inhibitors of pan-PI3K Signaling Synergize with BRAF or MEK Inhibitors to Prevent BRAF-Mutant Melanoma Cell Growth.,http://www.ncbi.nlm.nih.gov/pubmed/26137449
4904,26389665,Non-canonical NF-κB signalling and ETS1/2 cooperatively drive C250T mutant TERT promoter activation.,http://www.ncbi.nlm.nih.gov/pubmed/26389665
4905,25980501,Wnt-C59 arrests stemness and suppresses growth of nasopharyngeal carcinoma in mice by inhibiting the Wnt pathway in the tumor microenvironment.,http://www.ncbi.nlm.nih.gov/pubmed/25980501
4906,25869207,PI3K inhibition synergizes with glucocorticoids but antagonizes with methotrexate in T-cell acute lymphoblastic leukemia.,http://www.ncbi.nlm.nih.gov/pubmed/25869207
4907,,"The potent and selective phosphoinositide-3-kinase-gamma inhibitor, IPI-549, inhibits tumor growth in murine syngeneic solid tumor models through alterations in the immune suppressive microenvironment",http://mct.aacrjournals.org/content/14/12_Supplement_2/A192.short
4908,23330955,Signaling by the phosphoinositide 3-kinase family in immune cells.,http://www.ncbi.nlm.nih.gov/pubmed/23330955
4909,22609854,"MLN0905, a small-molecule plk1 inhibitor, induces antitumor responses in human models of diffuse large B-cell lymphoma.",http://www.ncbi.nlm.nih.gov/pubmed/22609854
4910,25469863,Discovery and in vivo evaluation of (S)-N-(1-(7-fluoro-2-(pyridin-2-yl)quinolin-3-yl)ethyl)-9H-purin-6-amine (AMG319) and related PI3Kδ inhibitors for inflammation and autoimmune disease.,http://www.ncbi.nlm.nih.gov/pubmed/25469863
4911,22935583,"Safety, tolerability, pharmacokinetics and pharmacodynamics of AZD8055 in advanced solid tumours and lymphoma.",http://www.ncbi.nlm.nih.gov/pubmed/22935583
4912,24504419,Antitumor activity and induction of TP53-dependent apoptosis toward ovarian clear cell adenocarcinoma by the dual PI3K/mTOR inhibitor DS-7423.,http://www.ncbi.nlm.nih.gov/pubmed/24504419
4913,,Phase II trial of GDC-0980 (dual PI3K/mTOR inhibitor) in patients with advanced endometrial carcinoma: Final study results.,http://meetinglibrary.asco.org/content/132500-144
4914,26951309,"Randomized Open-Label Phase II Trial of Apitolisib (GDC-0980), a Novel Inhibitor of the PI3K/Mammalian Target of Rapamycin Pathway, Versus Everolimus in Patients With Metastatic Renal Cell Carcinoma.",http://www.ncbi.nlm.nih.gov/pubmed/26951309
4915,26787751,"Phase I Study of Apitolisib (GDC-0980), Dual Phosphatidylinositol-3-Kinase and Mammalian Target of Rapamycin Kinase Inhibitor, in Patients with Advanced Solid Tumors.",http://www.ncbi.nlm.nih.gov/pubmed/26787751
4916,,In vitro sensitivity data suggests targeting several tumor types and molecular subtypes with the PI3K inhibitor GSK1059615 could maximize response rates in early clinical trials,http://clincancerres.aacrjournals.org/content/14/19_Supplement/B37.short
4917,26145171,Promotion of BRCA2-Dependent Homologous Recombination by DSS1 via RPA Targeting and DNA Mimicry.,http://www.ncbi.nlm.nih.gov/pubmed/26145171
4918,23024267,Identification of the deleted in split hand/split foot 1 protein as a novel biomarker for human cervical cancer.,http://www.ncbi.nlm.nih.gov/pubmed/23024267
4919,24289229,Breast cancers with high DSS1 expression that potentially maintains BRCA2 stability have poor prognosis in the relapse-free survival.,http://www.ncbi.nlm.nih.gov/pubmed/24289229
4920,26968357,"Rigosertib versus best supportive care for patients with high-risk myelodysplastic syndromes after failure of hypomethylating drugs (ONTIME): a randomised, controlled, phase 3 trial.",http://www.ncbi.nlm.nih.gov/pubmed/26968357
4921,25425962,"Anti-tumor effect of a novel PI3-kinase inhibitor, SF1126, in (12) V-Ha-Ras transgenic mouse glioma model.",http://www.ncbi.nlm.nih.gov/pubmed/25425962
4922,25528496,Phase II study of the PI3K inhibitor pilaralisib (SAR245408; XL147) in patients with advanced or recurrent endometrial carcinoma.,http://www.ncbi.nlm.nih.gov/pubmed/25528496
4923,24900269,Highly Selective and Potent Thiophenes as PI3K Inhibitors with Oral Antitumor Activity.,http://www.ncbi.nlm.nih.gov/pubmed/24900269
4924,24240111,Targeting small cell lung cancer harboring PIK3CA mutation with a selective oral PI3K inhibitor PF-4989216.,http://www.ncbi.nlm.nih.gov/pubmed/24240111
4925,25574601,"Molecular targeting of the oncoprotein PLK1 in pediatric acute myeloid leukemia: RO3280, a novel PLK1 inhibitor, induces apoptosis in leukemia cells.",http://www.ncbi.nlm.nih.gov/pubmed/25574601
4926,25447675,Calling in SYK: SYK's dual role as a tumor promoter and tumor suppressor in cancer.,http://www.ncbi.nlm.nih.gov/pubmed/25447675
4927,19473291,"Combination of taxol and Bcl-2 siRNA induces apoptosis in human glioblastoma cells and inhibits invasion, angiogenesis and tumour growth.",http://www.ncbi.nlm.nih.gov/pubmed/19473291
4928,24975478,Getting Syk: spleen tyrosine kinase as a therapeutic target.,http://www.ncbi.nlm.nih.gov/pubmed/24975478
4929,22188812,"TAK-960, a novel, orally available, selective inhibitor of polo-like kinase 1, shows broad-spectrum preclinical antitumor activity in multiple dosing regimens.",http://www.ncbi.nlm.nih.gov/pubmed/22188812
4930,23220742,The selective SYK inhibitor P505-15 (PRT062607) inhibits B cell signaling and function in vitro and in vivo and augments the activity of fludarabine in chronic lymphocytic leukemia.,http://www.ncbi.nlm.nih.gov/pubmed/23220742
4931,26372358,Genomic signatures for paclitaxel and gemcitabine resistance in breast cancer derived by machine learning.,http://www.ncbi.nlm.nih.gov/pubmed/26372358
4932,10432288,Bcl-2-mediated drug resistance: inhibition of apoptosis by blocking nuclear factor of activated T lymphocytes (NFAT)-induced Fas ligand transcription.,http://www.ncbi.nlm.nih.gov/pubmed/10432288
4933,26251761,Analysis of the anti-proliferative and the pro-apoptotic efficacy of Syk inhibition in multiple myeloma.,http://www.ncbi.nlm.nih.gov/pubmed/26251761
4934,16946104,"R406, an orally available spleen tyrosine kinase inhibitor blocks fc receptor signaling and reduces immune complex-mediated inflammation.",http://www.ncbi.nlm.nih.gov/pubmed/16946104
4935,7961959,"Inhibition of mast cell Fc epsilon R1-mediated signaling and effector function by the Syk-selective inhibitor, piceatannol.",http://www.ncbi.nlm.nih.gov/pubmed/7961959
4936,22362000,"Selective, novel spleen tyrosine kinase (Syk) inhibitors suppress chronic lymphocytic leukemia B-cell activation and migration.",http://www.ncbi.nlm.nih.gov/pubmed/22362000
4937,21839059,Polo-box domain inhibitor poloxin activates the spindle assembly checkpoint and inhibits tumor growth in vivo.,http://www.ncbi.nlm.nih.gov/pubmed/21839059
4938,9706977,Expression of melan-A (MART1) in benign melanocytic nevi and primary cutaneous malignant melanoma.,http://www.ncbi.nlm.nih.gov/pubmed/9706977
4939,17899082,Concentrations of the DNA methyltransferase inhibitor 5-fluoro-2'-deoxycytidine (FdCyd) and its cytotoxic metabolites in plasma of patients treated with FdCyd and tetrahydrouridine (THU).,http://www.ncbi.nlm.nih.gov/pubmed/17899082
4940,18978467,Hyper IgE syndrome: an update on clinical aspects and the role of signal transducer and activator of transcription 3.,http://www.ncbi.nlm.nih.gov/pubmed/18978467
4941,22591296,Somatic STAT3 mutations in large granular lymphocytic leukemia.,http://www.ncbi.nlm.nih.gov/pubmed/22591296
4942,23861822,A novel missense (M206K) STAT3 mutation in diffuse large B cell lymphoma deregulates STAT3 signaling.,http://www.ncbi.nlm.nih.gov/pubmed/23861822
4943,26921394,High Sensitivity of an Ha-RAS Transgenic Model of Superficial Bladder Cancer to Metformin Is Associated with ∼240-Fold Higher Drug Concentration in Urine than Serum.,http://www.ncbi.nlm.nih.gov/pubmed/26921394
4944,22581330,STAT3 mutations correlated with hyper-IgE syndrome lead to blockage of IL-6/STAT3 signalling pathway.,http://www.ncbi.nlm.nih.gov/pubmed/22581330
4945,26419508,Activating somatic mutations outside the SH2-domain of STAT3 in LGL leukemia.,http://www.ncbi.nlm.nih.gov/pubmed/26419508
4946,9765152,Alterations of the PPP2R1B gene in human lung and colon cancer.,http://www.ncbi.nlm.nih.gov/pubmed/9765152
4947,10713707,Low frequency of alterations of the alpha (PPP2R1A) and beta (PPP2R1B) isoforms of the subunit A of the serine-threonine phosphatase 2A in human neoplasms.,http://www.ncbi.nlm.nih.gov/pubmed/10713707
4948,,"Abstract LB-289: A phase I dose escalation study of TKM-080301, a RNAi therapeutic directed against PLK1, in patients with advanced solid tumors",http://cancerres.aacrjournals.org/content/73/8_Supplement/LB-289
4949,19421227,A novel treatment strategy targeting polo-like kinase 1 in hematological malignancies.,http://www.ncbi.nlm.nih.gov/pubmed/19421227
4950,18602572,"Novel signal transducer and activator of transcription 3 (STAT3) mutations, reduced T(H)17 cell numbers, and variably defective STAT3 phosphorylation in hyper-IgE syndrome.",http://www.ncbi.nlm.nih.gov/pubmed/18602572
4951,25696919,"An open-label phase 2 trial of entospletinib (GS-9973), a selective spleen tyrosine kinase inhibitor, in chronic lymphocytic leukemia.",http://www.ncbi.nlm.nih.gov/pubmed/25696919
4952,26707592,A phase II trial to evaluate the efficacy of fostamatinib in patients with relapsed or refractory diffuse large B-cell lymphoma (DLBCL).,http://www.ncbi.nlm.nih.gov/pubmed/26707592
4953,20139717,Biological impact of freezing Plk1 in its inactive conformation in cancer cells.,http://www.ncbi.nlm.nih.gov/pubmed/20139717
4954,20151979,Targeting SYK kinase-dependent anti-apoptotic resistance pathway in B-lineage acute lymphoblastic leukaemia (ALL) cells with a potent SYK inhibitory pentapeptide mimic.,http://www.ncbi.nlm.nih.gov/pubmed/20151979
4955,16484589,Cell-surface CD74 initiates a signaling cascade leading to cell proliferation and survival.,http://www.ncbi.nlm.nih.gov/pubmed/16484589
4956,21228923,Enhanced expression of CD74 in gastrointestinal cancers and benign tissues.,http://www.ncbi.nlm.nih.gov/pubmed/21228923
4957,23877438,CD74-ROS1 fusion transcripts in resected non-small cell lung carcinoma.,http://www.ncbi.nlm.nih.gov/pubmed/23877438
4958,26657509,Efficacy and toxicity of bevacizumab in recurrent ovarian disease: an update meta-analysis on phase III trials.,http://www.ncbi.nlm.nih.gov/pubmed/26657509
4959,26883202,"A novel small molecule STAT3 inhibitor, LY5, inhibits cell viability, colony formation, and migration of colon and liver cancer cells.",http://www.ncbi.nlm.nih.gov/pubmed/26883202
4960,26534966,Phase I Clinical Trial of Ipilimumab in Pediatric Patients with Advanced Solid Tumors.,http://www.ncbi.nlm.nih.gov/pubmed/26534966
4961,23149917,"Angiopoietin-2 functions as a Tie2 agonist in tumor models, where it limits the effects of VEGF inhibition.",http://www.ncbi.nlm.nih.gov/pubmed/23149917
4962,26490310,"A Phase I First-in-Human Study of Nesvacumab (REGN910), a Fully Human Anti-Angiopoietin-2 (Ang2) Monoclonal Antibody, in Patients with Advanced Solid Tumors.",http://www.ncbi.nlm.nih.gov/pubmed/26490310
4963,,"Targeting p53 mutant ovarian cancer: Phase I results of the WEE1 inhibitor MK-1775 with carboplatin plus paclitaxel in patients (pts) with platinum-sensitive, p53-mutant ovarian cancer (OC).",http://meetinglibrary.asco.org/content/110824-132
4964,19039322,Global target profile of the kinase inhibitor bosutinib in primary chronic myeloid leukemia cells.,http://www.ncbi.nlm.nih.gov/pubmed/19039322
4965,22322295,Ack1 tyrosine kinase activation correlates with pancreatic cancer progression.,http://www.ncbi.nlm.nih.gov/pubmed/22322295
4966,20623637,Effect of Ack1 tyrosine kinase inhibitor on ligand-independent androgen receptor activity.,http://www.ncbi.nlm.nih.gov/pubmed/20623637
4967,22773903,Phosphomannopentaose sulfate (PI-88) suppresses angiogenesis by downregulating heparanase and vascular endothelial growth factor in an oxygen-induced retinal neovascularization animal model.,http://www.ncbi.nlm.nih.gov/pubmed/22773903
4968,25699576,Development of novel ACK1/TNK2 inhibitors using a fragment-based approach.,http://www.ncbi.nlm.nih.gov/pubmed/25699576
4969,25170226,Adjuvant heparanase inhibitor PI-88 therapy for hepatocellular carcinoma recurrence.,http://www.ncbi.nlm.nih.gov/pubmed/25170226
4970,25985938,Colorectal cancer: POLR2A deletion with TP53 opens a window of opportunity for therapy.,http://www.ncbi.nlm.nih.gov/pubmed/25985938
4971,8990153,RNA polymerase II transcription initiation: a structural view.,http://www.ncbi.nlm.nih.gov/pubmed/8990153
4972,26500236,Safety and Pharmacokinetics of Lenvatinib in Patients with Advanced Hepatocellular Carcinoma.,http://www.ncbi.nlm.nih.gov/pubmed/26500236
4973,19293255,PPM1D is a potential therapeutic target in ovarian clear cell carcinomas.,http://www.ncbi.nlm.nih.gov/pubmed/19293255
4974,22379189,HDM2 promotes WIP1-mediated medulloblastoma growth.,http://www.ncbi.nlm.nih.gov/pubmed/22379189
4975,16311512,Regulation of the antioncogenic Chk2 kinase by the oncogenic Wip1 phosphatase.,http://www.ncbi.nlm.nih.gov/pubmed/16311512
4976,26016894,Combined Inhibition of MEK and Plk1 Has Synergistic Antitumor Activity in NRAS Mutant Melanoma.,http://www.ncbi.nlm.nih.gov/pubmed/26016894
4977,20576088,RNA interference (RNAi) screening approach identifies agents that enhance paclitaxel activity in breast cancer cells.,http://www.ncbi.nlm.nih.gov/pubmed/20576088
4978,26804704,Induction of cell death by the novel proteasome inhibitor marizomib in glioblastoma in vitro and in vivo.,http://www.ncbi.nlm.nih.gov/pubmed/26804704
4979,25658463,WIP1 phosphatase as a potential therapeutic target in neuroblastoma.,http://www.ncbi.nlm.nih.gov/pubmed/25658463
4980,20432460,Shepherding AKT and androgen receptor by Ack1 tyrosine kinase.,http://www.ncbi.nlm.nih.gov/pubmed/20432460
4981,23597703,ACK1 tyrosine kinase: targeted inhibition to block cancer cell proliferation.,http://www.ncbi.nlm.nih.gov/pubmed/23597703
4982,25699237,Therapeutic Re-Activation of Protein Phosphatase 2A in Acute Myeloid Leukemia.,http://www.ncbi.nlm.nih.gov/pubmed/25699237
4983,19879149,WIP1 phosphatase at the crossroads of cancer and aging.,http://www.ncbi.nlm.nih.gov/pubmed/19879149
4984,22262169,Mouse model for probing tumor suppressor activity of protein phosphatase 2A in diverse signaling pathways.,http://www.ncbi.nlm.nih.gov/pubmed/22262169
4985,,"First-in-human study of oral S 49076, a MET/AXL/FGFR inhibitor, in advanced solid tumors",http://annonc.oxfordjournals.org/content/26/suppl_9/ix37.1.full
4986,,"A first-in-human phase I/Ib study of receptor tyrosine kinase (RTK) inhibitor, MGCD516, in patients with advanced solid tumors",http://meetinglibrary.asco.org/content/146823-156
4987,,"MGCD265, a multitargeted oral tyrosine kinase receptor inhibitor of Met and VEGFR, in combination with docetaxel.",http://meetinglibrary.asco.org/content/96214-114
4988,,"MGCD265, a multitargeted oral tyrosine kinase receptor inhibitor of Met and VEGFR, in combination with erlotinib in patients with advanced solid tumors.",http://meetinglibrary.asco.org/content/96526-114
4989,22102614,A rapid and cell-free assay to test the activity of lynch syndrome-associated MSH2 and MSH6 missense variants.,http://www.ncbi.nlm.nih.gov/pubmed/22102614
4990,19666565,Small-molecule inhibitors reveal multiple strategies for Hedgehog pathway blockade.,http://www.ncbi.nlm.nih.gov/pubmed/19666565
4991,26683772,Bromodomain and hedgehog pathway targets in small cell lung cancer.,http://www.ncbi.nlm.nih.gov/pubmed/26683772
4992,22027695,A polymeric nanoparticle encapsulated small-molecule inhibitor of Hedgehog signaling (NanoHHI) bypasses secondary mutational resistance to Smoothened antagonists.,http://www.ncbi.nlm.nih.gov/pubmed/22027695
4993,21868763,Polymeric nanoparticle-encapsulated hedgehog pathway inhibitor HPI-1 (NanoHHI) inhibits systemic metastases in an orthotopic model of human hepatocellular carcinoma.,http://www.ncbi.nlm.nih.gov/pubmed/21868763
4994,22072503,In vitro and in vivo characterization of a novel Hedgehog signaling antagonist in human glioblastoma cell lines.,http://www.ncbi.nlm.nih.gov/pubmed/22072503
4995,23825539,Multimodal Treatment Eliminates Cancer Stem Cells and Leads to Long-Term Survival in Primary Human Pancreatic Cancer Tissue Xenografts.,http://www.ncbi.nlm.nih.gov/pubmed/23825539
4996,25528764,The role of AXL and the in vitro activity of the receptor tyrosine kinase inhibitor BGB324 in Ewing sarcoma.,http://www.ncbi.nlm.nih.gov/pubmed/25528764
4997,26036314,Axl receptor tyrosine kinase is up-regulated in metformin resistant prostate cancer cells.,http://www.ncbi.nlm.nih.gov/pubmed/26036314
4998,25767293,AXL Is a Logical Molecular Target in Head and Neck Squamous Cell Carcinoma.,http://www.ncbi.nlm.nih.gov/pubmed/25767293
4999,26720423,First-Line Erlotinib Therapy Until and Beyond Response Evaluation Criteria in Solid Tumors Progression in Asian Patients With Epidermal Growth Factor Receptor Mutation-Positive Non-Small-Cell Lung Cancer: The ASPIRATION Study.,http://www.ncbi.nlm.nih.gov/pubmed/26720423
5000,26206333,NSCLC Driven by DDR2 Mutation Is Sensitive to Dasatinib and JQ1 Combination Therapy.,http://www.ncbi.nlm.nih.gov/pubmed/26206333
5001,24026012,Axl mediates acquired resistance of head and neck cancer cells to the epidermal growth factor receptor inhibitor erlotinib.,http://www.ncbi.nlm.nih.gov/pubmed/24026012
5002,20145120,"R428, a selective small molecule inhibitor of Axl kinase, blocks tumor spread and prolongs survival in models of metastatic breast cancer.",http://www.ncbi.nlm.nih.gov/pubmed/20145120
5003,22247788,"Design, Synthesis and Biological Evaluation of a Series of Novel Axl Kinase Inhibitors.",http://www.ncbi.nlm.nih.gov/pubmed/22247788
