,drugName,id,DrugClass_id,terms,,,,,,
19,Abexinostat,7197,104,['Abexinostat', 'CRA-024781', 'PCI-24781', 'S-78454'],,,
20,Quisinostat,7901,104,['Quisinostat', 'JNJ-26481585'],,,,,
21,Entinostat,7280,104,['Entinostat', 'HDAC inhibitor SNDX-275', 'MS 275'],,,,
22,CG200745,8688,104,['CG200745'],,,,,,
23,Trichostatin A,7801,104,['Trichostatin A', 'TSA'],,,,,
24,Valproic acid,7192,104,['Valproic acid', 'Depakene', 'Depacon'],,,,
25,Belinostat,7194,104,['Belinostat', 'Beleodaq', 'NSC726630', 'PX-105684', 'PXD101'],,
26,Droxinostat,8694,104,['Droxinostat', 'NS 41080'],,,,,
27,Panobinostat,7196,104,['Panobinostat', 'Farydak', 'LBH589'],,,,
28,Chidamide,7900,104,['Chidamide', 'CS055', 'HBI-8000'],,,,
29,TMU-35435,8687,104,['TMU-35435'],,,,,,
30,OBP-801,7829,104,['OBP-801', 'YM753'],,,,,
31,Resminostat,8360,104,['Resminostat', '4SC-201'],,,,,
0,Dacomitinib,6893,105,['Dacomitinib', 'PF-00299804', 'PF299804'],,,,
1,Pirotinib,7831,105,['Pirotinib', 'KBP-5209', 'KBP5209'],,,,
2,Afatinib,6823,105,['Afatinib', 'Gilotrif', 'BIBW 2992'],,,,
3,Canertinib,7433,105,['Canertinib', 'CI-1033'],,,,,
4,TH-4000,7833,105,['TH-4000', 'Hypoxin'],,,,,
5,Poziotinib,7161,105,['Poziotinib', 'HM781-36B', 'NOV120101'],,,,
0,MM-111,6956,242,['MM-111'],,,,,,
1,PF-05280014,8134,242,['PF-05280014'],,,,,,
2,MM-302,7251,242,['MM-302'],,,,,,
3,XMT-1522,8826,242,['XMT-1522'],,,,,,
4,212Pb-TCMC-Trastuzumab,7188,242,['212Pb-TCMC-Trastuzumab'],,,,,,
5,trastuzumab emtansine,7252,242,['trastuzumab emtansine', 'Kadcyla', 'ado-trastuzumab emtansine', 'T-DM1'],,,
6,ZW25,8949,242,['ZW25'],,,,,,
7,ADCT-502,8744,242,['ADCT-502'],,,,,,
8,DS-8201a,8559,242,['DS-8201a'],,,,,,
9,MGAH22,6947,242,['MGAH22', 'Margetuximab'],,,,,
10,HER2 sensitized T-cells,7856,242,['HER2 sensitized T-cells'],,,,,,
11,SB3,8951,242,['SB3'],,,,,,
12,Hertuzumab-vc-MMAE,8490,242,['Hertuzumab-vc-MMAE'],,,,,,
13,Pertuzumab,4730,242,['Pertuzumab', 'Perjeta', '2C4 Antibody'],,,,
14,Trastuzumab,71,242,['Trastuzumab', 'Herceptin', 'Anti HER2'],,,,
15,CT-P6,8869,242,['CT-P6'],,,,,,
16,ABP 980,8952,242,['ABP 980'],,,,,,
17,SYD985,8479,242,['SYD985'],,,,,,
0,Autologous TGF beta resistant HER2 EBV CTLs,7253,250,['Autologous TGF beta resistant HER2 EBV CTLs'],,,,,,
1,HER2 CAR-T cells,8891,250,['HER2 CAR-T cells'],,,,,,
0,HER2 Vaccine,7254,251,['HER2 Vaccine'],,,,,,
1,Nelipepimut-S Plus GM-CSF,8620,251,['Nelipepimut-S Plus GM-CSF', 'E75 Plus GM-CSF', 'nelipepimut-S plus sargramostim', 'NeuVax Plus GM-CSF'],,,
2,HER2-pulsed DC1 vaccine,8639,251,['HER2-pulsed DC1 vaccine', 'HER2-pulsed type-1 polarized autologous dendritic cell vaccine'],,,,,
3,AVX901,7185,251,['AVX901', 'DUKE-002-VRP', 'HER2 ECDTM VRP', 'HER2 VRP', 'VRP-HER2', 'VRP-neu'],
4,E75,8228,251,['E75', 'NeuVax', 'nelipepimut-S'],,,,
0,Tucatinib,6846,106,['Tucatinib', 'ARRY-380', 'ONT-380'],,,,
1,S-222611,7166,106,['S-222611'],,,,,,
2,Ibrutinib,6923,106,['Ibrutinib', 'Imbruvica', 'PCI-32765'],,,,
3,Pelitinib,6980,106,['Pelitinib', 'EKB-569'],,,,,
4,Lapatinib,1246,106,['Lapatinib', 'Tykerb', 'FMM'],,,,
5,KD020,7404,106,['KD020'],,,,,,
6,Neratinib,6962,106,['Neratinib', 'Nerlynx', 'HKI-272', 'PB272'],,,
7,BMS-690514,6879,106,['BMS-690514'],,,,,,
8,AEE788,6830,106,['AEE788'],,,,,,
9,AC480,7086,106,['AC480', 'BMS-599626'],,,,,
10,Pyrotinib,7931,106,['Pyrotinib'],,,,,,
11,"CP-724,714",8622,106,['CP-724,714'],,,,,
12,CUDC-101,7124,106,['CUDC-101'],,,,,,
13,AV-412,7105,106,['AV-412', 'MP-412'],,,,,
14,PR610,7162,106,['PR610'],,,,,,
15,JNJ-26483327,7143,106,['JNJ-26483327'],,,,,,
16,Varlitinib,7175,106,['Varlitinib', 'ARRY-334543', 'ARRY-543'],,,,
17,XL647,7049,106,['XL647', 'KD019', 'Tesevatinib'],,,,
18,Sapitinib,7016,106,['Sapitinib', 'AZD8931', 'AZD89311'],,,,
19,TAK-285,7432,106,['TAK-285'],,,,,,
0,9F7-F11,8877,243,['9F7-F11'],,,,,,
1,Seribantumab,6957,243,['Seribantumab', 'MM-121', 'SAR256212'],,,,
2,Patritumab,7536,243,['Patritumab', 'U3-1287'],,,,,
3,AV203,6854,243,['AV203', 'AV-203'],,,,,
4,A3,8099,243,['A3', 'TK-A3'],,,,,
5,MM-141,7190,243,['MM-141', 'Istiratumab'],,,,,
6,MM-111,6956,243,['MM-111'],,,,,,
7,LJM716,7401,243,['LJM716', 'anti-HER3 monoclonal antibody LJM716'],,,,,
8,MEHD7945A,6946,243,['MEHD7945A'],,,,,,
9,CDX-3379,7410,243,['CDX-3379', 'CDX3379', 'KTN3379', 'MEDI3379'],,,
10,GSK2849330,7842,243,['GSK2849330'],,,,,,
11,REGN1400,7189,243,['REGN1400'],,,,,,
0,Sapitinib,7016,108,['Sapitinib', 'AZD8931', 'AZD89311'],,,,
1,Afatinib,6823,108,['Afatinib', 'Gilotrif', 'BIBW 2992'],,,,
0,Ficlatuzumab,6904,252,['Ficlatuzumab', 'AV-299', 'SCH900105'],,,,
1,Rilotumumab,6835,252,['Rilotumumab', 'AMG102'],,,,,
2,TAK-701,7452,252,['TAK-701'],,,,,,
0,Gonadorelin,634,111,['Gonadorelin', 'AY-24031', 'Dirigestran', 'GnRH', 'LHRHA'],,
1,Z-endoxifen HCl,7928,111,['Z-endoxifen HCl'],,,,,,
2,Raloxifene,473,111,['Raloxifene', 'Evista', 'LY-139481'],,,,
3,Tamoxifen,665,111,['Tamoxifen', 'Nolvadex', 'ICI-46474'],,,,
4,Toremifene,529,111,['Toremifene', 'Fareston', 'Acapodene'],,,,
0,galeterone,7274,112,['galeterone', 'TOK-001'],,,,,
1,Orteronel ,7640,112,['Orteronel ', 'TAK-700'],,,,,
2,Enzalutamide,7230,112,['Enzalutamide', 'XTANDI', 'MDV3100'],,,,
3,Nilutamide,655,112,['Nilutamide', 'Nilandron', 'Anandron'],,,,
4,Cyproterone,4645,112,['Cyproterone', 'Androcur', 'Cyproterone acetate'],,,,
5,BMS-641988,7762,112,['BMS-641988'],,,,,,
6,Bicalutamide,1115,112,['Bicalutamide', 'Casodex'],,,,,
7,Abiraterone,4697,112,['Abiraterone', 'Zytiga', 'CB7630'],,,,
8,VT-464,7764,112,['VT-464'],,,,,,
9,ODM-201,6970,112,['ODM-201', 'BAY1841788'],,,,,
10,ASN001,7559,112,['ASN001'],,,,,,
11,CFG920,7765,112,['CFG920'],,,,,,
12,TRC253,8789,112,['TRC253', 'JNJ-63576253'],,,,,
13,FL442,7771,112,['FL442'],,,,,,
14,Apalutamide,7369,112,['Apalutamide', 'ARN-509', 'JNJ-56021927'],,,,
15,Flutamide,491,112,['Flutamide', 'Eulexin', 'Flutamide USP25'],,,,
16,CH5137291,7760,112,['CH5137291'],,,,,,
17,AZD3514,7766,112,['AZD3514'],,,,,,
18,EPI-506,8726,112,['EPI-506'],,,,,,
0,GDC-0810,7443,113,['GDC-0810', 'ARN-810'],,,,,
1,Elacestrant,8847,113,['Elacestrant', 'RAD1901'],,,,,
2,RU58668,8684,113,['RU58668', 'RU 58668'],,,,,
3,Fluoxymesterone,1172,113,['Fluoxymesterone', 'Halotestin', 'Androfluorene'],,,,
4,AZD9496,7896,113,['AZD9496'],,,,,,
5,Afimoxifene,8616,113,['Afimoxifene', '4-Hydroxy-Tamoxifen'],,,,,
6,SAR439859,8965,113,['SAR439859'],,,,,,
7,Bazedoxifene,7691,113,['Bazedoxifene'],,,,,,
8,pipendoxifene,7970,113,['pipendoxifene', 'ERA 923', 'ERA-923', 'ERA923'],,,
9,Medroxyprogesterone,593,113,['Medroxyprogesterone', 'Depo-Provera', 'CBP-1011'],,,,
10,Fulvestrant,936,113,['Fulvestrant', 'Faslodex', 'ICI 182,780'],,,
11,H3B-6545,8929,113,['H3B-6545'],,,,,,
0,Telapristone,7763,114,['Telapristone', 'Proellex', 'CDB-4124'],,,,
1,Onapristone,7357,114,['Onapristone', 'ZK299'],,,,,
2,ORG-33628,7769,114,['ORG-33628'],,,,,,
3,ORG-31710,7768,114,['ORG-31710'],,,,,,
4,Mifepristone,824,114,['Mifepristone', 'Corlux', 'Mifepriston'],,,,
5,Lonaprisan,7761,114,['Lonaprisan', 'ZK 230211'],,,,,
0,NS1,8642,115,['NS1'],,,,,,
0,SH-1242,8132,116,['SH-1242'],,,,,,
1,PF-4942847,7722,116,['PF-4942847'],,,,,,
2,Alvespimycin,6833,116,['Alvespimycin', '17-DMAG', 'KOS-1022'],,,,
3,Retaspimycin,7006,116,['Retaspimycin', 'IPI-504'],,,,,
4,IPI-493,7724,116,['IPI-493', '17-AG'],,,,,
5,BIIB021,7717,116,['BIIB021'],,,,,,
6,Triolimus,8274,116,['Triolimus'],,,,,,
7,SNX-5422,7072,116,['SNX-5422', 'PF-04929113'],,,,,
8,NMS-E973,7712,116,['NMS-E973'],,,,,,
9,CPUY201112,8153,116,['CPUY201112'],,,,,,
10,TAS-116,7719,116,['TAS-116'],,,,,,
11,SNX-7081,8155,116,['SNX-7081'],,,,,,
12,STA-8666,8558,116,['STA-8666', 'PEN-866', 'STA-12-8666'],,,,
13,Tanespimycin,7029,116,['Tanespimycin', '17-AAG'],,,,,
14,SST0116CL1,8162,116,['SST0116CL1'],,,,,,
15,PF4942847,8354,116,['PF4942847'],,,,,,
16,Onalespib,6851,116,['Onalespib', 'AT13387'],,,,,
17,NXD30001,7721,116,['NXD30001'],,,,,,
18,CH5138303,7716,116,['CH5138303'],,,,,,
19,PU-H71,7211,116,['PU-H71'],,,,,,
20,MPC-3100,7723,116,['MPC-3100'],,,,,,
21,Debio 0932,8152,116,['Debio 0932', 'CUDC-305'],,,,,
22,Novobiocin,1039,116,['Novobiocin', 'Albamix', 'Antibiotic Pa-93'],,,,
23,XL888,7052,116,['XL888'],,,,,,
24,AUY922,6853,116,['AUY922', 'NVP-AUY922'],,,,,
25,C086,7718,116,['C086'],,,,,,
26,Panvotinib-401,8313,116,['Panvotinib-401'],,,,,,
27,HSP990,7725,116,['HSP990', 'NVP-HSP990'],,,,,
28,Geldanamycin,2329,116,['Geldanamycin'],,,,,,
29,Ganetespib,6907,116,['Ganetespib', 'STA-9090'],,,,,
30,WK88-1,7720,116,['WK88-1'],,,,,,
31,KW-2478,7713,116,['KW-2478'],,,,,,
32,DS-2248,7215,116,['DS-2248'],,,,,,
33,SNX-2112,7715,116,['SNX-2112', 'PF-04928473'],,,,,
34,17-Demethoxy-reblastatin,8355,116,['17-Demethoxy-reblastatin', '17-DR'],,,,,
0,AG-881,7894,117,['AG-881', 'AG881', 'Vorasidenib'],,,,
0,BAY 1436032,8317,118,['BAY 1436032'],,,,,,
1,IDH305,7888,118,['IDH305'],,,,,,
2,BAY1436032,8752,118,['BAY1436032'],,,,,,
3,AGI-5198,7583,118,['AGI-5198'],,,,,,
4,AG-120,7273,118,['AG-120', 'Ivosidenib'],,,,,
0,Enasidenib,7889,119,['Enasidenib', 'Idhifa', 'AG-221'],,,,
1,AGI-6780,7291,119,['AGI-6780'],,,,,,
0,Ganitumab,6908,120,['Ganitumab', 'AMG-479'],,,,,
1,AZD3463,7292,120,['AZD3463'],,,,,,
2,GSK1904529A,7695,120,['GSK1904529A'],,,,,,
3,AXL1717,7697,120,['AXL1717', 'Picropodophyllin'],,,,,
4,PQ401,7696,120,['PQ401'],,,,,,
5,BMS-536924,6877,120,['BMS-536924'],,,,,,
6,GSK1838705A,7692,120,['GSK1838705A'],,,,,,
7,BI 885578,8358,120,['BI 885578'],,,,,,
8,Brigatinib,6840,120,['Brigatinib', 'Alunbrig', 'AP26113'],,,,
9,KW-2450,6930,120,['KW-2450'],,,,,,
10,XL228,7047,120,['XL228'],,,,,,
11,NVP-ADW742,7694,120,['NVP-ADW742', 'ADW742'],,,,,
12,NVP-AEW541,8334,120,['NVP-AEW541'],,,,,,
13,BMS-754807,6880,120,['BMS-754807'],,,,,,
14,TAE226,7424,120,['TAE226'],,,,,,
15,Linsitinib,6938,120,['Linsitinib', 'OSI-906'],,,,,
0,Xentuzumab,7839,253,['Xentuzumab', 'BI 836845'],,,,,
1,MEDI-573,8527,253,['MEDI-573'],,,,,,
0,Dalotuzumab,6894,245,['Dalotuzumab', 'h7C10', 'MK-0646'],,,,
1,Robatumumab,7698,245,['Robatumumab', '19D12', 'SCH 717454'],,,,
2,Figitumumab,6905,245,['Figitumumab', 'CP-751,871'],,,,
3,R1507,6998,245,['R1507'],,,,,,
4,MM-141,7190,245,['MM-141', 'Istiratumab'],,,,,
5,AVE1642,7693,245,['AVE1642', 'EM164'],,,,,
6,BIIB022,6874,245,['BIIB022'],,,,,,
7,Cixutumumab,6887,245,['Cixutumumab', 'IMC-A12'],,,,,
0,Nivolumab,7235,122,['Nivolumab', 'Opdivo', 'BMS-936558', 'MDX-1106'],,,
1,Atezolizumab,7221,122,['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446'],,,
2,Tremelimumab,7307,122,['Tremelimumab', 'CP-675,206'],,,,
3,Pembrolizumab,7262,122,['Pembrolizumab', 'Keytruda', 'MK-3475'],,,,
4,BGB-A317,8841,122,['BGB-A317'],,,,,,
5,Avelumab,7952,122,['Avelumab', 'Bavencio', 'MSB0010718C'],,,,
6,Pidilizumab,8045,122,['Pidilizumab'],,,,,,
7,CX-072,8634,122,['CX-072'],,,,,,
8,MEDI6469,7308,122,['MEDI6469'],,,,,,
9,PDR001,7634,122,['PDR001'],,,,,,
10,BMS-936559,8046,122,['BMS-936559', 'MDX-1105'],,,,,
11,AGEN1884,8750,122,['AGEN1884'],,,,,,
12,TTI-621,8667,122,['TTI-621', 'SIRPalpha-Fc'],,,,,
13,Ipilimumab,6926,122,['Ipilimumab', 'Yervoy', 'BMS-734016'],,,,
14,AMP-224,8044,122,['AMP-224'],,,,,,
15,AGEN2034,8748,122,['AGEN2034'],,,,,,
16,CA-170,8844,122,['CA-170'],,,,,,
17,Durvalumab,7245,122,['Durvalumab', 'Imfinzi', 'MEDI4736'],,,,
18,MEDI0680,7949,122,['MEDI0680', 'AMP-514'],,,,,
0,IRAK1/4,8631,123,['IRAK1/4'],,,,,,
0,R333,7707,126,['R333'],,,,,,
1,Debio 0617B,8555,126,['Debio 0617B'],,,,,,
2,INCB047986,7704,126,['INCB047986'],,,,,,
3,INCB20,7749,126,['INCB20'],,,,,,
4,Oclacitinib,7600,126,['Oclacitinib'],,,,,,
5,ASP015K,7706,126,['ASP015K'],,,,,,
6,PF-06263276,7732,126,['PF-06263276'],,,,,,
0,Pyridone 6,7748,127,['Pyridone 6', 'CMP6', 'Jak Inhibitor I'],,,,
1,JTE-052,7740,127,['JTE-052'],,,,,,
2,Tofacitinib,7035,127,['Tofacitinib', 'XELJANZ', 'CP-690550', 'Tasocitinib'],,,
0,PF-04965842,7726,128,['PF-04965842'],,,,,,
1,GLPG0634,7703,128,['GLPG0634', 'Filgotinib'],,,,,
2,Cerdulatinib,7561,128,['Cerdulatinib', 'PRT062070', 'PRT2070'],,,,
3,INCB052793,7699,128,['INCB052793'],,,,,,
4,INCB16562,7747,128,['INCB16562'],,,,,,
5,Baricitinib,7702,128,['Baricitinib', 'LY3009104', 'NCB028050'],,,,
6,INCB039110,7512,128,['INCB039110'],,,,,,
7,GLPG0778,7727,128,['GLPG0778', 'Solcitinib', 'GSK2586184'],,,,
8,ZM39923,7746,128,['ZM39923', 'ZM449829'],,,,,
0,AZD1480,6856,129,['AZD1480'],,,,,,
1,Momelotinib,6959,129,['Momelotinib', 'CYT387'],,,,,
2,Ruxolitinib,6787,129,['Ruxolitinib', 'Jakafi', 'INCB 18424', 'INCB018424', 'INCB18424'],,
0,Dehydrocrenatidine,7739,130,['Dehydrocrenatidine'],,,,,,
1,Go6976,7497,130,['Go6976'],,,,,,
2,Baricitinib,7702,130,['Baricitinib', 'LY3009104', 'NCB028050'],,,,
3,Tyrphostin B42,7734,130,['Tyrphostin B42', 'AG-490'],,,,,
4,TG02,8828,130,['TG02', 'SB1317'],,,,,
5,CEP-33779,7738,130,['CEP-33779'],,,,,,
6,LS104,7744,130,['LS104'],,,,,,
7,AJI-100,7495,130,['AJI-100'],,,,,,
8,AJI-214,7494,130,['AJI-214'],,,,,,
9,LFM-A13,7651,130,['LFM-A13'],,,,,,
10,INCB16562,7747,130,['INCB16562'],,,,,,
11,AT9283,6852,130,['AT9283'],,,,,,
12,ON044580,7742,130,['ON044580'],,,,,,
13,WP1066,7735,130,['WP1066'],,,,,,
14,EC-70124,8343,130,['EC-70124'],,,,,,
15,CHZ868,8324,130,['CHZ868'],,,,,,
0,Lestaurtinib,6935,131,['Lestaurtinib', 'CEP-701'],,,,,
1,LY2784544,6941,131,['LY2784544', 'Gandotinib'],,,,,
2,XL019,7729,131,['XL019'],,,,,,
3,Pacritinib,7378,131,['Pacritinib', 'SB1518'],,,,,
4,BMS-911543,7730,131,['BMS-911543'],,,,,,
5,NVP-BSK805,7736,131,['NVP-BSK805'],,,,,,
6,NS-018,7731,131,['NS-018'],,,,,,
7,AZ960,7737,131,['AZ960'],,,,,,
8,Momelotinib,6959,131,['Momelotinib', 'CYT387'],,,,,
9,AZD1480,6856,131,['AZD1480'],,,,,,
10,TG101209,7509,131,['TG101209'],,,,,,
11,Ruxolitinib,6787,131,['Ruxolitinib', 'Jakafi', 'INCB 18424', 'INCB018424', 'INCB18424'],,
12,SAR302503,7017,131,['SAR302503', 'Fedratinib', 'TG101348'],,,,
13,NVP-BVB808,7772,131,['NVP-BVB808'],,,,,,
0,Cerdulatinib,7561,132,['Cerdulatinib', 'PRT062070', 'PRT2070'],,,,
1,ZM39923,7746,132,['ZM39923', 'ZM449829'],,,,,
2,AT9283,6852,132,['AT9283'],,,,,,
3,PF-956980,7745,132,['PF-956980'],,,,,,
4,VX-509,7728,132,['VX-509', 'Decernotinib'],,,,,
0,WYE-151650,7757,133,['WYE-151650'],,,,,,
1,JANEX-1,7755,133,['JANEX-1', 'WHI-P131'],,,,,
2,NIBR3049,7756,133,['NIBR3049'],,,,,,
0,AS601245,8053,134,['AS601245'],,,,,,
1,JNK-In-8,8055,134,['JNK-In-8'],,,,,,
2,SP600125,8052,134,['SP600125'],,,,,,
3,CC-401,8054,134,['CC-401'],,,,,,
0,GSK690,8709,239,['GSK690'],,,,,,
1,S2101,8892,239,['S2101'],,,,,,
2,RN-1,8708,239,['RN-1'],,,,,,
3,T-3775440,8657,239,['T-3775440'],,,,,,
0,PKF118-310,7504,135,['PKF118-310'],,,,,,
0,Motesanib,6960,136,['Motesanib', 'AMG 706'],,,,,
1,Amuvatinib,6839,136,['Amuvatinib', 'HPK56', 'MP470'],,,,
2,RXDX-105,7121,136,['RXDX-105', 'AC013773', 'CEP-32496'],,,,
3,Pazopanib,4734,136,['Pazopanib', 'Votrient', 'GW-786034'],,,,
4,PLX3397,6991,136,['PLX3397', 'Pexidartinib'],,,,,
5,SU11652,7465,136,['SU11652'],,,,,,
6,Axitinib,4739,136,['Axitinib', 'Inlyta', 'AG-013736'],,,,
7,Lenvatinib,6934,136,['Lenvatinib', 'Lenvima', 'E7080'],,,,
8,Vatalanib,7968,136,['Vatalanib', 'CGP-79787', 'PTK787', 'ZK 222584'],,,
9,Masitinib,6944,136,['Masitinib', 'AB1010'],,,,,
10,AG1295,7584,136,['AG1295', 'AG-1295'],,,,,
11,XL999,7053,136,['XL999'],,,,,,
12,MGCD516,7309,136,['MGCD516', 'Sitravatinib'],,,,,
13,Chiauranib,7373,136,['Chiauranib', 'CS2164'],,,,,
14,Sorafenib,390,136,['Sorafenib', 'Nexavar', 'BAY 43-9006'],,,,
15,Dasatinib,1241,136,['Dasatinib', 'Sprycel', 'BMS-354825'],,,,
16,Cabozantinib,7115,136,['Cabozantinib', 'Cometriq', 'Cabometyx', 'Cabozantinib-s-malate', 'XL184'],,
17,OSI-930,7435,136,['OSI-930'],,,,,,
18,Sunitinib,1255,136,['Sunitinib', 'Sutent', 'SU011248'],,,,
19,SU14813,8523,136,['SU14813'],,,,,,
20,Midostaurin,6949,136,['Midostaurin', 'Rydapt', 'CGP 41251', 'PKC412'],,,
21,Linifanib,6937,136,['Linifanib', 'ABT-869', 'AL-39324'],,,,
22,Cediranib,7120,136,['Cediranib', 'AZD-2171', 'Recentin'],,,,
23,Orantinib,6973,136,['Orantinib', 'SU6668', 'TSU-68'],,,,
24,Nilotinib,4655,136,['Nilotinib', 'Tasigna', 'AMN-107'],,,,
25,Famitinib,7063,136,['Famitinib', 'SHR1020'],,,,,
26,DCC-2618,8407,136,['DCC-2618'],,,,,,
27,Dovitinib,6897,136,['Dovitinib', 'CHIR-258', 'TKI258'],,,,
28,Flumatinib,7966,136,['Flumatinib', 'HH-GV678'],,,,,
29,Apatinib,7099,136,['Apatinib', 'YN968D1'],,,,,
30,GTP-14564,7464,136,['GTP-14564'],,,,,,
31,Quizartinib,6997,136,['Quizartinib', 'AC220'],,,,,
32,PLX9486,7599,136,['PLX9486'],,,,,,
33,Telatinib,7030,136,['Telatinib', 'BAY 57-9352'],,,,,
34,Regorafenib,6803,136,['Regorafenib', 'Stivarga', 'BAY 73-4506'],,,,
35,Tandutinib,7028,136,['Tandutinib', 'CT53518', 'MLN518'],,,,
36,AGL2043,7585,136,['AGL2043', 'AGL-2043'],,,,,
37,Ponatinib,6808,136,['Ponatinib', 'Iclusig', 'AP24534'],,,,
38,Debio 0617B,8555,136,['Debio 0617B'],,,,,,
39,Imatinib mesylate,609,136,['Imatinib mesylate', 'Gleevec', 'CGP-57148B', 'STI571'],,,
40,CDX-0158,8332,136,['CDX-0158', 'KTN0158'],,,,,
41,AG1296,7436,136,['AG1296', 'AG-1296'],,,,,
42,AKN-028,7967,136,['AKN-028', 'AKN028', 'BVT-II'],,,,
43,BPR1J373,8543,136,['BPR1J373'],,,,,,
0,NS1,8642,137,['NS1'],,,,,,
1,AZD4785,8858,137,['AZD4785'],,,,,,
0,A-1208746,8011,139,['A-1208746'],,,,,,
1,S63845,8564,139,['S63845'],,,,,,
2,TW-37,8010,139,['TW-37'],,,,,,
3,A-1155905,8013,139,['A-1155905'],,,,,,
4,A-1210477,8006,139,['A-1210477'],,,,,,
5,UMI-77,8009,139,['UMI-77'],,,,,,
6,MIK665,8809,139,['MIK665', 'MIK 665', 'MIK-665', 'S64315'],,,
7,A-1248767,8012,139,['A-1248767'],,,,,,
0,Idasanutlin,7389,140,['Idasanutlin', 'RG7388'],,,,,
1,CGM097,7415,140,['CGM097', 'NVP-CGM097'],,,,,
2,RO6839921,7447,140,['RO6839921'],,,,,,
3,MK-8242,7959,140,['MK-8242'],,,,,,
4,SAR405838,7416,140,['SAR405838', 'MI-773', 'MI-77301'],,,,
5,ATSP-7041,7608,140,['ATSP-7041'],,,,,,
6,DS-3032b,7417,140,['DS-3032b'],,,,,,
7,MI-63,7290,140,['MI-63'],,,,,,
8,APG-115,8819,140,['APG-115'],,,,,,
9,HDM201,7457,140,['HDM201'],,,,,,
10,AMG 232,7263,140,['AMG 232', 'AMG-232'],,,,,
11,ALRN-6924,7477,140,['ALRN-6924'],,,,,,
12,MX69,8540,140,['MX69'],,,,,,
13,Nutlin-3,7255,140,['Nutlin-3', 'Nutlin', 'Nutlin-3a'],,,,
14,RG7112,7414,140,['RG7112', 'RO5045337'],,,,,
15,RO5503781,7446,140,['RO5503781'],,,,,,
0,SJ-172550,7604,141,['SJ-172550'],,,,,,
1,XI-006,7607,141,['XI-006'],,,,,,
2,NSC207895,7603,141,['NSC207895'],,,,,,
3,SAH-p53-8,7346,141,['SAH-p53-8'],,,,,,
4,XI-011,7602,141,['XI-011', 'NSC146109'],,,,,
5,CTX-1,8290,141,['CTX-1'],,,,,,
6,ATSP-7041,7608,141,['ATSP-7041'],,,,,,
0,ARRY-300,7381,142,['ARRY-300', 'MEK300'],,,,,
1,RO4927350,8482,142,['RO4927350'],,,,,,
2,WX-554,7176,142,['WX-554'],,,,,,
3,Refametinib,7003,142,['Refametinib', 'BAY86-9766'],,,,,
4,BI-847325,7177,142,['BI-847325', 'BI 847325', 'BI847325'],,,,
5,U0126,7529,142,['U0126'],,,,,,
6,Trametinib,6818,142,['Trametinib', 'Mekinist', 'GSK1120212'],,,,
7,RO4987655,7010,142,['RO4987655', 'CH4987655'],,,,,
8,Binimetinib,6827,142,['Binimetinib', 'ARRY-162', 'ARRY-438162', 'MEK162'],,,
9,Selumetinib,7019,142,['Selumetinib', 'ARRY-142886', 'AZD6244'],,,,
10,GDC-0623,6910,142,['GDC-0623'],,,,,,
11,MSC2015103B,7154,142,['MSC2015103B', 'AS703988'],,,,,
12,AZD8330,6861,142,['AZD8330', 'ARRY-424704', 'ARRY-704'],,,,
13,Pimasertib,6989,142,['Pimasertib', 'AS703026', 'MSC1936369B'],,,,
14,SL327,8711,142,['SL327', 'SL-327'],,,,,
15,TAK-733,7027,142,['TAK-733', 'TAK733'],,,,,
16,Cobimetinib,7123,142,['Cobimetinib', 'Cotellic', 'GDC-0973'],,,,
17,CI-1040,6886,142,['CI-1040', 'PD-184352', 'PD184352'],,,,
18,PD-0325901,6977,142,['PD-0325901', 'PD-901', 'PD0325901'],,,,
19,RO5126766,7380,142,['RO5126766', 'CH5126766'],,,,,
0,Trametinib,6818,143,['Trametinib', 'Mekinist', 'GSK1120212'],,,,
1,RO4987655,7010,143,['RO4987655', 'CH4987655'],,,,,
2,ARRY-300,7381,143,['ARRY-300', 'MEK300'],,,,,
3,Refametinib,7003,143,['Refametinib', 'BAY86-9766'],,,,,
4,WX-554,7176,143,['WX-554'],,,,,,
5,BI-847325,7177,143,['BI-847325', 'BI 847325', 'BI847325'],,,,
6,U0126,7529,143,['U0126'],,,,,,
7,PD98059,7612,143,['PD98059', 'PD98058'],,,,,
8,AZD8330,6861,143,['AZD8330', 'ARRY-424704', 'ARRY-704'],,,,
9,Pimasertib,6989,143,['Pimasertib', 'AS703026', 'MSC1936369B'],,,,
10,TAK-733,7027,143,['TAK-733', 'TAK733'],,,,,
11,Cobimetinib,7123,143,['Cobimetinib', 'Cotellic', 'GDC-0973'],,,,
12,PD-0325901,6977,143,['PD-0325901', 'PD-901', 'PD0325901'],,,,
13,RO5126766,7380,143,['RO5126766', 'CH5126766'],,,,,
14,SL327,8711,143,['SL327', 'SL-327'],,,,,
15,MSC2015103B,7154,143,['MSC2015103B', 'AS703988'],,,,,
16,Binimetinib,6827,143,['Binimetinib', 'ARRY-162', 'ARRY-438162', 'MEK162'],,,
17,Selumetinib,7019,143,['Selumetinib', 'ARRY-142886', 'AZD6244'],,,,
18,E6201,7128,143,['E6201'],,,,,,
19,CI-1040,6886,143,['CI-1040', 'PD-184352', 'PD184352'],,,,
0,BI-847325,7177,144,['BI-847325', 'BI 847325', 'BI847325'],,,,
